Image,Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_1387.png,,14,6,0.70,0.30,9,11,0.45,0.55,14,6,0.70,0.30,15,5,0.75,0.25,5,15,0.25,0.75,12,8,0.60,0.40,12,8,0.60,0.40,10,10,0.50,0.50,13,7,0.65,0.35,104,76,0.50,0.37
big_char_835.png,S,8,7,0.53,0.47,10,5,0.67,0.33,10,5,0.67,0.33,14,1,0.93,0.07,8,7,0.53,0.47,12,3,0.80,0.20,11,4,0.73,0.27,9,6,0.60,0.40,8,7,0.53,0.47,90,45,0.60,0.30
big_char_772.png,C,14,10,0.58,0.42,10,14,0.42,0.58,11,13,0.46,0.54,24,0,1.00,0.00,16,8,0.67,0.33,24,0,1.00,0.00,24,0,1.00,0.00,18,6,0.75,0.25,24,0,1.00,0.00,165,51,0.67,0.21
big_char_1218.png,,11,5,0.69,0.31,16,0,1.00,0.00,12,4,0.75,0.25,4,12,0.25,0.75,9,7,0.56,0.44,8,8,0.50,0.50,8,8,0.50,0.50,8,8,0.50,0.50,7,9,0.44,0.56,83,61,0.49,0.36
big_char_29.png,T,11,9,0.55,0.45,11,9,0.55,0.45,10,10,0.50,0.50,20,0,1.00,0.00,12,8,0.60,0.40,20,0,1.00,0.00,20,0,1.00,0.00,14,6,0.70,0.30,20,0,1.00,0.00,138,42,0.58,0.18
big_char_766.png,P,10,2,0.83,0.17,5,7,0.42,0.58,6,6,0.50,0.50,4,8,0.33,0.67,6,6,0.50,0.50,5,7,0.42,0.58,5,7,0.42,0.58,12,0,1.00,0.00,12,0,1.00,0.00,65,43,0.45,0.30
big_char_1542.png,U,10,6,0.62,0.38,16,0,1.00,0.00,9,7,0.56,0.44,8,8,0.50,0.50,16,0,1.00,0.00,6,10,0.38,0.62,9,7,0.56,0.44,4,12,0.25,0.75,11,5,0.69,0.31,89,55,0.53,0.33
big_char_996.png,,40,8,0.83,0.17,27,21,0.56,0.44,37,11,0.77,0.23,48,0,1.00,0.00,32,16,0.67,0.33,48,0,1.00,0.00,44,4,0.92,0.08,32,16,0.67,0.33,48,0,1.00,0.00,356,76,0.68,0.15
big_char_1224.png,,15,5,0.75,0.25,20,0,1.00,0.00,20,0,1.00,0.00,11,9,0.55,0.45,20,0,1.00,0.00,16,4,0.80,0.20,12,8,0.60,0.40,9,11,0.45,0.55,9,11,0.45,0.55,132,48,0.73,0.27
big_char_15.png,,19,1,0.95,0.05,12,8,0.60,0.40,15,5,0.75,0.25,10,10,0.50,0.50,12,8,0.60,0.40,14,6,0.70,0.30,13,7,0.65,0.35,20,0,1.00,0.00,20,0,1.00,0.00,135,45,0.75,0.25
big_char_1230.png,,13,3,0.81,0.19,16,0,1.00,0.00,12,4,0.75,0.25,13,3,0.81,0.19,6,10,0.38,0.62,10,6,0.62,0.38,9,7,0.56,0.44,8,8,0.50,0.50,16,0,1.00,0.00,103,41,0.61,0.24
big_char_982.png,,35,13,0.73,0.27,29,19,0.60,0.40,37,11,0.77,0.23,38,10,0.79,0.21,33,15,0.69,0.31,46,2,0.96,0.04,41,7,0.85,0.15,28,20,0.58,0.42,41,7,0.85,0.15,328,104,0.66,0.21
big_char_969.png,S,13,3,0.81,0.19,5,11,0.31,0.69,11,5,0.69,0.31,7,9,0.44,0.56,14,2,0.88,0.12,8,8,0.50,0.50,14,2,0.88,0.12,9,7,0.56,0.44,7,9,0.44,0.56,88,56,0.52,0.33
big_char_955.png,,15,5,0.75,0.25,20,0,1.00,0.00,20,0,1.00,0.00,12,8,0.60,0.40,20,0,1.00,0.00,20,0,1.00,0.00,10,10,0.50,0.50,10,10,0.50,0.50,11,9,0.55,0.45,138,42,0.72,0.22
big_char_941.png,D,13,7,0.65,0.35,9,11,0.45,0.55,17,3,0.85,0.15,10,10,0.50,0.50,20,0,1.00,0.00,7,13,0.35,0.65,8,12,0.40,0.60,12,8,0.60,0.40,17,3,0.85,0.15,113,67,0.54,0.32
big_char_799.png,,45,3,0.94,0.06,45,3,0.94,0.06,48,0,1.00,0.00,46,2,0.96,0.04,25,23,0.52,0.48,48,0,1.00,0.00,45,3,0.94,0.06,31,17,0.65,0.35,48,0,1.00,0.00,381,51,0.77,0.10
big_char_216.png,F,18,2,0.90,0.10,11,9,0.55,0.45,13,7,0.65,0.35,5,15,0.25,0.75,12,8,0.60,0.40,16,4,0.80,0.20,12,8,0.60,0.40,20,0,1.00,0.00,20,0,1.00,0.00,127,53,0.60,0.25
big_char_570.png,,46,2,0.96,0.04,48,0,1.00,0.00,48,0,1.00,0.00,36,12,0.75,0.25,43,5,0.90,0.10,48,0,1.00,0.00,32,16,0.67,0.33,27,21,0.56,0.44,47,1,0.98,0.02,375,57,0.76,0.12
big_char_1768.png,,43,5,0.90,0.10,43,5,0.90,0.10,47,1,0.98,0.02,43,5,0.90,0.10,25,23,0.52,0.48,48,0,1.00,0.00,45,3,0.94,0.06,27,21,0.56,0.44,46,2,0.96,0.04,367,65,0.77,0.14
big_char_1026.png,F,48,0,1.00,0.00,43,5,0.90,0.10,47,1,0.98,0.02,47,1,0.98,0.02,21,27,0.44,0.56,44,4,0.92,0.08,44,4,0.92,0.08,31,17,0.65,0.35,47,1,0.98,0.02,372,60,0.78,0.13
big_char_1740.png,F,47,1,0.98,0.02,28,20,0.58,0.42,43,5,0.90,0.10,43,5,0.90,0.10,20,28,0.42,0.58,44,4,0.92,0.08,39,9,0.81,0.19,47,1,0.98,0.02,46,2,0.96,0.04,357,75,0.75,0.16
big_char_1754.png,J,16,0,1.00,0.00,10,6,0.62,0.38,7,9,0.44,0.56,15,1,0.94,0.06,12,4,0.75,0.25,12,4,0.75,0.25,10,6,0.62,0.38,9,7,0.56,0.44,8,8,0.50,0.50,99,45,0.54,0.25
big_char_1032.png,E,10,2,0.83,0.17,4,8,0.33,0.67,6,6,0.50,0.50,10,2,0.83,0.17,3,9,0.25,0.75,6,6,0.50,0.50,7,5,0.58,0.42,5,7,0.42,0.58,5,7,0.42,0.58,56,52,0.39,0.36
big_char_1783.png,,14,2,0.88,0.12,8,8,0.50,0.50,12,4,0.75,0.25,7,9,0.44,0.56,16,0,1.00,0.00,16,0,1.00,0.00,11,5,0.69,0.31,7,9,0.44,0.56,9,7,0.56,0.44,100,44,0.51,0.22
big_char_1797.png,,38,10,0.79,0.21,26,22,0.54,0.46,31,17,0.65,0.35,46,2,0.96,0.04,33,15,0.69,0.31,46,2,0.96,0.04,48,0,1.00,0.00,39,9,0.81,0.19,48,0,1.00,0.00,355,77,0.71,0.15
big_char_1082.png,,17,8,0.68,0.32,15,10,0.60,0.40,19,6,0.76,0.24,14,11,0.56,0.44,9,16,0.36,0.64,9,16,0.36,0.64,20,5,0.80,0.20,21,4,0.84,0.16,17,8,0.68,0.32,141,84,0.55,0.33
big_char_503.png,K,13,7,0.65,0.35,15,5,0.75,0.25,20,0,1.00,0.00,8,12,0.40,0.60,17,3,0.85,0.15,20,0,1.00,0.00,13,7,0.65,0.35,12,8,0.60,0.40,16,4,0.80,0.20,134,46,0.74,0.26
big_char_1069.png,,36,12,0.75,0.25,31,17,0.65,0.35,40,8,0.83,0.17,40,8,0.83,0.17,26,22,0.54,0.46,48,0,1.00,0.00,41,7,0.85,0.15,32,16,0.67,0.33,48,0,1.00,0.00,342,90,0.72,0.19
big_char_271.png,Y,9,7,0.56,0.44,16,0,1.00,0.00,13,3,0.81,0.19,9,7,0.56,0.44,12,4,0.75,0.25,9,7,0.56,0.44,13,3,0.81,0.19,6,10,0.38,0.62,16,0,1.00,0.00,103,41,0.57,0.23
big_char_517.png,Z,13,7,0.65,0.35,10,10,0.50,0.50,16,4,0.80,0.20,15,5,0.75,0.25,5,15,0.25,0.75,18,2,0.90,0.10,10,10,0.50,0.50,12,8,0.60,0.40,13,7,0.65,0.35,112,68,0.57,0.35
big_char_1733.png,Y,7,9,0.44,0.56,16,0,1.00,0.00,9,7,0.56,0.44,6,10,0.38,0.62,8,8,0.50,0.50,11,5,0.69,0.31,14,2,0.88,0.12,5,11,0.31,0.69,16,0,1.00,0.00,92,52,0.64,0.36
big_char_259.png,M,17,3,0.85,0.15,14,6,0.70,0.30,14,6,0.70,0.30,12,8,0.60,0.40,4,16,0.20,0.80,11,9,0.55,0.45,12,8,0.60,0.40,16,4,0.80,0.20,15,5,0.75,0.25,115,65,0.55,0.31
big_char_1055.png,S,37,11,0.77,0.23,38,10,0.79,0.21,40,8,0.83,0.17,43,5,0.90,0.10,22,26,0.46,0.54,48,0,1.00,0.00,38,10,0.79,0.21,27,21,0.56,0.44,48,0,1.00,0.00,341,91,0.66,0.17
big_char_1041.png,,41,7,0.85,0.15,32,16,0.67,0.33,36,12,0.75,0.25,48,0,1.00,0.00,31,17,0.65,0.35,48,0,1.00,0.00,46,2,0.96,0.04,32,16,0.67,0.33,46,2,0.96,0.04,360,72,0.69,0.14
big_char_1727.png,X,42,6,0.88,0.12,33,15,0.69,0.31,48,0,1.00,0.00,46,2,0.96,0.04,25,23,0.52,0.48,48,0,1.00,0.00,47,1,0.98,0.02,41,7,0.85,0.15,48,0,1.00,0.00,378,54,0.77,0.11
big_char_99.png,R,14,1,0.93,0.07,9,6,0.60,0.40,8,7,0.53,0.47,7,8,0.47,0.53,7,8,0.47,0.53,7,8,0.47,0.53,5,10,0.33,0.67,11,4,0.73,0.27,5,10,0.33,0.67,73,62,0.43,0.36
big_char_1294.png,,44,4,0.92,0.08,34,14,0.71,0.29,43,5,0.90,0.10,31,17,0.65,0.35,29,19,0.60,0.40,48,0,1.00,0.00,42,6,0.88,0.12,31,17,0.65,0.35,42,6,0.88,0.12,344,88,0.72,0.19
big_char_926.png,,10,5,0.67,0.33,10,5,0.67,0.33,12,3,0.80,0.20,9,6,0.60,0.40,6,9,0.40,0.60,5,10,0.33,0.67,8,7,0.53,0.47,7,8,0.47,0.53,7,8,0.47,0.53,74,61,0.42,0.35
big_char_1280.png,,15,0,1.00,0.00,9,6,0.60,0.40,7,8,0.47,0.53,8,7,0.53,0.47,5,10,0.33,0.67,5,10,0.33,0.67,5,10,0.33,0.67,9,6,0.60,0.40,5,10,0.33,0.67,68,67,0.39,0.38
big_char_1519.png,,15,5,0.75,0.25,11,9,0.55,0.45,11,9,0.55,0.45,12,8,0.60,0.40,14,6,0.70,0.30,17,3,0.85,0.15,13,7,0.65,0.35,4,16,0.20,0.80,11,9,0.55,0.45,108,72,0.51,0.34
big_char_715.png,P,12,4,0.75,0.25,4,12,0.25,0.75,11,5,0.69,0.31,13,3,0.81,0.19,5,11,0.31,0.69,10,6,0.62,0.38,7,9,0.44,0.56,8,8,0.50,0.50,13,3,0.81,0.19,83,61,0.53,0.39
big_char_1257.png,,8,7,0.53,0.47,15,0,1.00,0.00,6,9,0.40,0.60,4,11,0.27,0.73,7,8,0.47,0.53,4,11,0.27,0.73,8,7,0.53,0.47,13,2,0.87,0.13,6,9,0.40,0.60,71,64,0.47,0.43
big_char_1531.png,E,38,10,0.79,0.21,38,10,0.79,0.21,39,9,0.81,0.19,39,9,0.81,0.19,29,19,0.60,0.40,45,3,0.94,0.06,46,2,0.96,0.04,43,5,0.90,0.10,48,0,1.00,0.00,365,67,0.78,0.14
big_char_1525.png,J,20,0,1.00,0.00,13,7,0.65,0.35,7,13,0.35,0.65,19,1,0.95,0.05,20,0,1.00,0.00,12,8,0.60,0.40,12,8,0.60,0.40,14,6,0.70,0.30,11,9,0.55,0.45,128,52,0.57,0.23
big_char_729.png,,14,6,0.70,0.30,17,3,0.85,0.15,18,2,0.90,0.10,10,10,0.50,0.50,15,5,0.75,0.25,14,6,0.70,0.30,12,8,0.60,0.40,12,8,0.60,0.40,13,7,0.65,0.35,125,55,0.64,0.28
big_char_1243.png,,25,0,1.00,0.00,17,8,0.68,0.32,11,14,0.44,0.56,19,6,0.76,0.24,9,16,0.36,0.64,11,14,0.44,0.56,13,12,0.52,0.48,24,1,0.96,0.04,22,3,0.88,0.12,151,74,0.63,0.31
big_char_852.png,A,20,0,1.00,0.00,12,8,0.60,0.40,12,8,0.60,0.40,14,6,0.70,0.30,8,12,0.40,0.60,7,13,0.35,0.65,10,10,0.50,0.50,13,7,0.65,0.35,14,6,0.70,0.30,110,70,0.57,0.36
big_char_1486.png,,46,2,0.96,0.04,26,22,0.54,0.46,35,13,0.73,0.27,45,3,0.94,0.06,29,19,0.60,0.40,48,0,1.00,0.00,41,7,0.85,0.15,32,16,0.67,0.33,48,0,1.00,0.00,350,82,0.67,0.16
big_char_1492.png,,20,5,0.80,0.20,13,12,0.52,0.48,17,8,0.68,0.32,15,10,0.60,0.40,15,10,0.60,0.40,14,11,0.56,0.44,15,10,0.60,0.40,13,12,0.52,0.48,13,12,0.52,0.48,135,90,0.56,0.38
big_char_113.png,,17,3,0.85,0.15,16,4,0.80,0.20,20,0,1.00,0.00,12,8,0.60,0.40,20,0,1.00,0.00,20,0,1.00,0.00,10,10,0.50,0.50,10,10,0.50,0.50,10,10,0.50,0.50,135,45,0.61,0.20
big_char_1479.png,,42,6,0.88,0.12,46,2,0.96,0.04,47,1,0.98,0.02,36,12,0.75,0.25,21,27,0.44,0.56,31,17,0.65,0.35,40,8,0.83,0.17,44,4,0.92,0.08,38,10,0.79,0.21,345,87,0.70,0.18
big_char_1445.png,J,16,0,1.00,0.00,9,7,0.56,0.44,6,10,0.38,0.62,16,0,1.00,0.00,15,1,0.94,0.06,7,9,0.44,0.56,9,7,0.56,0.44,7,9,0.44,0.56,9,7,0.56,0.44,94,50,0.52,0.27
big_char_649.png,,11,9,0.55,0.45,18,2,0.90,0.10,12,8,0.60,0.40,7,13,0.35,0.65,6,14,0.30,0.70,5,15,0.25,0.75,16,4,0.80,0.20,18,2,0.90,0.10,11,9,0.55,0.45,104,76,0.53,0.39
big_char_891.png,J,19,1,0.95,0.05,9,11,0.45,0.55,12,8,0.60,0.40,19,1,0.95,0.05,15,5,0.75,0.25,20,0,1.00,0.00,13,7,0.65,0.35,11,9,0.55,0.45,20,0,1.00,0.00,138,42,0.66,0.20
big_char_1451.png,,42,6,0.88,0.12,48,0,1.00,0.00,48,0,1.00,0.00,36,12,0.75,0.25,35,13,0.73,0.27,41,7,0.85,0.15,42,6,0.88,0.12,28,20,0.58,0.42,48,0,1.00,0.00,368,64,0.74,0.13
big_char_885.png,A,20,0,1.00,0.00,10,10,0.50,0.50,12,8,0.60,0.40,12,8,0.60,0.40,8,12,0.40,0.60,10,10,0.50,0.50,16,4,0.80,0.20,13,7,0.65,0.35,16,4,0.80,0.20,117,63,0.65,0.35
big_char_488.png,,45,3,0.94,0.06,46,2,0.96,0.04,48,0,1.00,0.00,38,10,0.79,0.21,39,9,0.81,0.19,48,0,1.00,0.00,46,2,0.96,0.04,38,10,0.79,0.21,42,6,0.88,0.12,390,42,0.82,0.09
big_char_1684.png,J,19,1,0.95,0.05,10,10,0.50,0.50,11,9,0.55,0.45,17,3,0.85,0.15,11,9,0.55,0.45,17,3,0.85,0.15,13,7,0.65,0.35,9,11,0.45,0.55,13,7,0.65,0.35,120,60,0.58,0.29
big_char_1690.png,,42,6,0.88,0.12,46,2,0.96,0.04,44,4,0.92,0.08,47,1,0.98,0.02,30,18,0.62,0.38,43,5,0.90,0.10,44,4,0.92,0.08,28,20,0.58,0.42,48,0,1.00,0.00,372,60,0.75,0.12
big_char_463.png,,10,6,0.62,0.38,16,0,1.00,0.00,12,4,0.75,0.25,7,9,0.44,0.56,9,7,0.56,0.44,2,14,0.12,0.88,9,7,0.56,0.44,7,9,0.44,0.56,3,13,0.19,0.81,75,69,0.44,0.41
big_char_1121.png,,16,0,1.00,0.00,10,6,0.62,0.38,16,0,1.00,0.00,9,7,0.56,0.44,14,2,0.88,0.12,16,0,1.00,0.00,6,10,0.38,0.62,8,8,0.50,0.50,7,9,0.44,0.56,102,42,0.61,0.25
big_char_339.png,,12,0,1.00,0.00,9,3,0.75,0.25,5,7,0.42,0.58,8,4,0.67,0.33,3,9,0.25,0.75,4,8,0.33,0.67,4,8,0.33,0.67,12,0,1.00,0.00,12,0,1.00,0.00,69,39,0.45,0.25
big_char_1135.png,,47,1,0.98,0.02,40,8,0.83,0.17,48,0,1.00,0.00,36,12,0.75,0.25,30,18,0.62,0.38,48,0,1.00,0.00,37,11,0.77,0.23,35,13,0.73,0.27,48,0,1.00,0.00,369,63,0.82,0.14
big_char_1653.png,,9,6,0.60,0.40,15,0,1.00,0.00,15,0,1.00,0.00,8,7,0.53,0.47,15,0,1.00,0.00,15,0,1.00,0.00,4,11,0.27,0.73,5,10,0.33,0.67,5,10,0.33,0.67,91,44,0.57,0.28
big_char_1646.png,Q,36,12,0.75,0.25,37,11,0.77,0.23,37,11,0.77,0.23,38,10,0.79,0.21,22,26,0.46,0.54,33,15,0.69,0.31,38,10,0.79,0.21,29,19,0.60,0.40,41,7,0.85,0.15,311,121,0.63,0.24
big_char_1120.png,,18,2,0.90,0.10,10,10,0.50,0.50,12,8,0.60,0.40,20,0,1.00,0.00,15,5,0.75,0.25,12,8,0.60,0.40,11,9,0.55,0.45,11,9,0.55,0.45,10,10,0.50,0.50,119,61,0.57,0.29
big_char_1108.png,G,19,1,0.95,0.05,12,8,0.60,0.40,15,5,0.75,0.25,10,10,0.50,0.50,12,8,0.60,0.40,12,8,0.60,0.40,15,5,0.75,0.25,12,8,0.60,0.40,5,15,0.25,0.75,112,68,0.54,0.33
big_char_310.png,,20,0,1.00,0.00,15,5,0.75,0.25,11,9,0.55,0.45,18,2,0.90,0.10,5,15,0.25,0.75,13,7,0.65,0.35,12,8,0.60,0.40,10,10,0.50,0.50,9,11,0.45,0.55,113,67,0.51,0.30
big_char_1691.png,,40,8,0.83,0.17,35,13,0.73,0.27,36,12,0.75,0.25,40,8,0.83,0.17,24,24,0.50,0.50,40,8,0.83,0.17,48,0,1.00,0.00,38,10,0.79,0.21,48,0,1.00,0.00,349,83,0.70,0.17
big_char_489.png,,47,1,0.98,0.02,37,11,0.77,0.23,48,0,1.00,0.00,36,12,0.75,0.25,21,27,0.44,0.56,43,5,0.90,0.10,44,4,0.92,0.08,41,7,0.85,0.15,46,2,0.96,0.04,363,69,0.73,0.14
big_char_884.png,F,48,0,1.00,0.00,46,2,0.96,0.04,46,2,0.96,0.04,45,3,0.94,0.06,18,30,0.38,0.62,45,3,0.94,0.06,42,6,0.88,0.12,41,7,0.85,0.15,48,0,1.00,0.00,379,53,0.80,0.11
big_char_1450.png,U,47,1,0.98,0.02,46,2,0.96,0.04,47,1,0.98,0.02,36,12,0.75,0.25,39,9,0.81,0.19,42,6,0.88,0.12,45,3,0.94,0.06,27,21,0.56,0.44,48,0,1.00,0.00,377,55,0.79,0.12
big_char_1336.png,P,15,0,1.00,0.00,7,8,0.47,0.53,6,9,0.40,0.60,9,6,0.60,0.40,5,10,0.33,0.67,8,7,0.53,0.47,9,6,0.60,0.40,12,3,0.80,0.20,15,0,1.00,0.00,86,49,0.52,0.30
big_char_1322.png,S,46,2,0.96,0.04,40,8,0.83,0.17,43,5,0.90,0.10,46,2,0.96,0.04,16,32,0.33,0.67,36,12,0.75,0.25,48,0,1.00,0.00,17,31,0.35,0.65,47,1,0.98,0.02,339,93,0.71,0.20
big_char_890.png,,48,0,1.00,0.00,45,3,0.94,0.06,48,0,1.00,0.00,40,8,0.83,0.17,27,21,0.56,0.44,40,8,0.83,0.17,43,5,0.90,0.10,41,7,0.85,0.15,48,0,1.00,0.00,380,52,0.80,0.11
big_char_1444.png,E,12,8,0.60,0.40,17,3,0.85,0.15,13,7,0.65,0.35,8,12,0.40,0.60,8,12,0.40,0.60,18,2,0.90,0.10,16,4,0.80,0.20,11,9,0.55,0.45,11,9,0.55,0.45,114,66,0.54,0.31
big_char_660.png,X,7,5,0.58,0.42,11,1,0.92,0.08,6,6,0.50,0.50,12,0,1.00,0.00,0,12,0.00,1.00,10,2,0.83,0.17,7,5,0.58,0.42,10,2,0.83,0.17,6,6,0.50,0.50,69,39,0.52,0.30
big_char_106.png,C,13,3,0.81,0.19,9,7,0.56,0.44,10,6,0.62,0.38,7,9,0.44,0.56,12,4,0.75,0.25,16,0,1.00,0.00,9,7,0.56,0.44,12,4,0.75,0.25,15,1,0.94,0.06,103,41,0.66,0.26
big_char_112.png,G,10,6,0.62,0.38,11,5,0.69,0.31,15,1,0.94,0.06,6,10,0.38,0.62,15,1,0.94,0.06,16,0,1.00,0.00,6,10,0.38,0.62,10,6,0.62,0.38,14,2,0.88,0.12,103,41,0.61,0.24
big_char_1478.png,,42,6,0.88,0.12,39,9,0.81,0.19,40,8,0.83,0.17,38,10,0.79,0.21,48,0,1.00,0.00,48,0,1.00,0.00,34,14,0.71,0.29,34,14,0.71,0.29,48,0,1.00,0.00,371,61,0.74,0.12
big_char_1493.png,R,16,4,0.80,0.20,8,12,0.40,0.60,17,3,0.85,0.15,6,14,0.30,0.70,9,11,0.45,0.55,20,0,1.00,0.00,9,11,0.45,0.55,9,11,0.45,0.55,15,5,0.75,0.25,109,71,0.53,0.35
big_char_847.png,,12,4,0.75,0.25,13,3,0.81,0.19,13,3,0.81,0.19,13,3,0.81,0.19,12,4,0.75,0.25,8,8,0.50,0.50,10,6,0.62,0.38,8,8,0.50,0.50,13,3,0.81,0.19,102,42,0.71,0.29
big_char_1487.png,B,36,12,0.75,0.25,27,21,0.56,0.44,36,12,0.75,0.25,44,4,0.92,0.08,31,17,0.65,0.35,48,0,1.00,0.00,48,0,1.00,0.00,39,9,0.81,0.19,48,0,1.00,0.00,357,75,0.71,0.15
big_char_853.png,X,42,6,0.88,0.12,35,13,0.73,0.27,48,0,1.00,0.00,34,14,0.71,0.29,47,1,0.98,0.02,48,0,1.00,0.00,46,2,0.96,0.04,32,16,0.67,0.33,48,0,1.00,0.00,380,52,0.81,0.11
big_char_1524.png,Q,35,13,0.73,0.27,35,13,0.73,0.27,39,9,0.81,0.19,42,6,0.88,0.12,21,27,0.44,0.56,34,14,0.71,0.29,42,6,0.88,0.12,32,16,0.67,0.33,45,3,0.94,0.06,325,107,0.66,0.22
big_char_1242.png,,39,9,0.81,0.19,38,10,0.79,0.21,40,8,0.83,0.17,34,14,0.71,0.29,30,18,0.62,0.38,48,0,1.00,0.00,37,11,0.77,0.23,29,19,0.60,0.40,48,0,1.00,0.00,343,89,0.72,0.19
big_char_73.png,U,47,1,0.98,0.02,48,0,1.00,0.00,48,0,1.00,0.00,41,7,0.85,0.15,35,13,0.73,0.27,47,1,0.98,0.02,48,0,1.00,0.00,40,8,0.83,0.17,44,4,0.92,0.08,398,34,0.81,0.07
big_char_1530.png,S,10,6,0.62,0.38,7,9,0.44,0.56,13,3,0.81,0.19,6,10,0.38,0.62,16,0,1.00,0.00,6,10,0.38,0.62,12,4,0.75,0.25,7,9,0.44,0.56,7,9,0.44,0.56,84,60,0.54,0.38
big_char_1518.png,,40,8,0.83,0.17,40,8,0.83,0.17,37,11,0.77,0.23,34,14,0.71,0.29,48,0,1.00,0.00,45,3,0.94,0.06,35,13,0.73,0.27,32,16,0.67,0.33,41,7,0.85,0.15,352,80,0.74,0.17
big_char_700.png,,17,7,0.71,0.29,20,4,0.83,0.17,22,2,0.92,0.08,16,8,0.67,0.33,11,13,0.46,0.54,15,9,0.62,0.38,22,2,0.92,0.08,18,6,0.75,0.25,12,12,0.50,0.50,153,63,0.64,0.26
big_char_933.png,Y,8,7,0.53,0.47,12,3,0.80,0.20,13,2,0.87,0.13,12,3,0.80,0.20,9,6,0.60,0.40,5,10,0.33,0.67,13,2,0.87,0.13,9,6,0.60,0.40,6,9,0.40,0.60,87,48,0.49,0.27
big_char_1281.png,,42,6,0.88,0.12,42,6,0.88,0.12,46,2,0.96,0.04,27,21,0.56,0.44,42,6,0.88,0.12,48,0,1.00,0.00,36,12,0.75,0.25,36,12,0.75,0.25,48,0,1.00,0.00,367,65,0.74,0.13
big_char_1295.png,,40,8,0.83,0.17,28,20,0.58,0.42,33,15,0.69,0.31,48,0,1.00,0.00,30,18,0.62,0.38,48,0,1.00,0.00,44,4,0.92,0.08,30,18,0.62,0.38,48,0,1.00,0.00,349,83,0.67,0.16
big_char_927.png,Y,15,1,0.94,0.06,7,9,0.44,0.56,13,3,0.81,0.19,8,8,0.50,0.50,16,0,1.00,0.00,7,9,0.44,0.56,13,3,0.81,0.19,8,8,0.50,0.50,8,8,0.50,0.50,95,49,0.61,0.31
big_char_1040.png,,11,5,0.69,0.31,11,5,0.69,0.31,16,0,1.00,0.00,10,6,0.62,0.38,10,6,0.62,0.38,8,8,0.50,0.50,8,8,0.50,0.50,3,13,0.19,0.81,5,11,0.31,0.69,82,62,0.45,0.34
big_char_1726.png,,35,13,0.73,0.27,40,8,0.83,0.17,40,8,0.83,0.17,32,16,0.67,0.33,36,12,0.75,0.25,40,8,0.83,0.17,28,20,0.58,0.42,23,25,0.48,0.52,29,19,0.60,0.40,303,129,0.58,0.25
big_char_1732.png,,13,7,0.65,0.35,9,11,0.45,0.55,17,3,0.85,0.15,14,6,0.70,0.30,6,14,0.30,0.70,11,9,0.55,0.45,14,6,0.70,0.30,9,11,0.45,0.55,12,8,0.60,0.40,105,75,0.50,0.36
big_char_1054.png,E,46,2,0.96,0.04,40,8,0.83,0.17,44,4,0.92,0.08,48,0,1.00,0.00,21,27,0.44,0.56,48,0,1.00,0.00,44,4,0.92,0.08,38,10,0.79,0.21,46,2,0.96,0.04,375,57,0.76,0.12
big_char_258.png,J,14,2,0.88,0.12,7,9,0.44,0.56,11,5,0.69,0.31,15,1,0.94,0.06,9,7,0.56,0.44,16,0,1.00,0.00,11,5,0.69,0.31,5,11,0.31,0.69,14,2,0.88,0.12,102,42,0.61,0.25
big_char_516.png,,15,5,0.75,0.25,16,4,0.80,0.20,20,0,1.00,0.00,11,9,0.55,0.45,8,12,0.40,0.60,15,5,0.75,0.25,15,5,0.75,0.25,13,7,0.65,0.35,10,10,0.50,0.50,123,57,0.60,0.28
big_char_502.png,,8,8,0.50,0.50,16,0,1.00,0.00,11,5,0.69,0.31,5,11,0.31,0.69,10,6,0.62,0.38,7,9,0.44,0.56,9,7,0.56,0.44,11,5,0.69,0.31,8,8,0.50,0.50,85,59,0.51,0.35
big_char_1068.png,,47,1,0.98,0.02,35,13,0.73,0.27,40,8,0.83,0.17,35,13,0.73,0.27,43,5,0.90,0.10,48,0,1.00,0.00,44,4,0.92,0.08,31,17,0.65,0.35,47,1,0.98,0.02,370,62,0.78,0.13
big_char_1083.png,,8,1,0.89,0.11,4,5,0.44,0.56,4,5,0.44,0.56,4,5,0.44,0.56,9,0,1.00,0.00,2,7,0.22,0.78,4,5,0.44,0.56,6,3,0.67,0.33,4,5,0.44,0.56,45,36,0.37,0.30
big_char_299.png,,16,4,0.80,0.20,16,4,0.80,0.20,13,7,0.65,0.35,18,2,0.90,0.10,10,10,0.50,0.50,9,11,0.45,0.55,13,7,0.65,0.35,14,6,0.70,0.30,8,12,0.40,0.60,117,63,0.52,0.28
big_char_514.png,,8,4,0.67,0.33,12,0,1.00,0.00,10,2,0.83,0.17,5,7,0.42,0.58,12,0,1.00,0.00,7,5,0.58,0.42,9,3,0.75,0.25,6,6,0.50,0.50,4,8,0.33,0.67,73,35,0.52,0.25
