Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
little_char_580_w.png,w,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,326,82,0.80,0.20,338,70,0.83,0.17,408,0,1.00,0.00,323,85,0.79,0.21,315,93,0.77,0.23,408,0,1.00,0.00,3342,330,0.88,0.09
little_char_692_j.png,j,,414,0,1.00,0.00,380,34,0.92,0.08,414,0,1.00,0.00,414,0,1.00,0.00,311,103,0.75,0.25,414,0,1.00,0.00,414,0,1.00,0.00,350,64,0.85,0.15,414,0,1.00,0.00,3525,201,0.92,0.05
little_char_394_a.png,a,,72,38,0.65,0.35,59,51,0.54,0.46,94,16,0.85,0.15,70,40,0.64,0.36,65,45,0.59,0.41,66,44,0.60,0.40,110,0,1.00,0.00,110,0,1.00,0.00,72,38,0.65,0.35,718,272,0.68,0.26
little_char_459_d.png,d,a,90,0,1.00,0.00,90,0,1.00,0.00,53,37,0.59,0.41,75,15,0.83,0.17,58,32,0.64,0.36,32,58,0.36,0.64,46,44,0.51,0.49,64,26,0.71,0.29,56,34,0.62,0.38,564,246,0.63,0.27
little_char_713_k.png,k,,95,25,0.79,0.21,120,0,1.00,0.00,120,0,1.00,0.00,66,54,0.55,0.45,71,49,0.59,0.41,120,0,1.00,0.00,51,69,0.42,0.57,75,45,0.62,0.38,93,27,0.78,0.23,811,269,0.70,0.23
little_char_1366_q.png,q,,380,28,0.93,0.07,362,46,0.89,0.11,408,0,1.00,0.00,389,19,0.95,0.05,315,93,0.77,0.23,408,0,1.00,0.00,394,14,0.97,0.03,388,20,0.95,0.05,408,0,1.00,0.00,3452,220,0.90,0.06
little_char_997_w.png,w,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,341,67,0.84,0.16,321,87,0.79,0.21,377,31,0.92,0.08,377,31,0.92,0.08,306,102,0.75,0.25,408,0,1.00,0.00,3354,318,0.88,0.08
little_char_497_k.png,k,,83,37,0.69,0.31,120,0,1.00,0.00,120,0,1.00,0.00,82,38,0.68,0.32,114,6,0.95,0.05,114,6,0.95,0.05,59,61,0.49,0.51,44,76,0.37,0.63,74,46,0.62,0.38,810,270,0.67,0.22
little_char_101_l.png,l,,405,9,0.98,0.02,383,31,0.93,0.07,403,11,0.97,0.03,414,0,1.00,0.00,352,62,0.85,0.15,414,0,1.00,0.00,414,0,1.00,0.00,396,18,0.96,0.04,414,0,1.00,0.00,3595,131,0.95,0.03
little_char_20_b.png,b,,79,17,0.82,0.18,79,17,0.82,0.18,96,0,1.00,0.00,56,40,0.58,0.42,86,10,0.90,0.10,88,8,0.92,0.08,42,54,0.44,0.56,40,56,0.42,0.58,43,53,0.45,0.55,609,255,0.66,0.28
little_char_421_d.png,d,a,100,0,1.00,0.00,100,0,1.00,0.00,73,27,0.73,0.27,87,13,0.87,0.13,67,33,0.67,0.33,63,37,0.63,0.37,52,48,0.52,0.48,72,28,0.72,0.28,51,49,0.51,0.49,665,235,0.69,0.24
little_char_785_v.png,v,,63,47,0.57,0.43,97,13,0.88,0.12,64,46,0.58,0.42,44,66,0.40,0.60,58,52,0.53,0.47,110,0,1.00,0.00,97,13,0.88,0.12,74,36,0.67,0.33,110,0,1.00,0.00,717,273,0.70,0.27
little_char_270_r.png,r,,407,1,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,396,12,0.97,0.03,288,120,0.71,0.29,397,11,0.97,0.03,402,6,0.99,0.01,369,39,0.90,0.10,408,0,1.00,0.00,3483,189,0.91,0.05
little_char_923_m.png,m,,407,1,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,383,25,0.94,0.06,340,68,0.83,0.17,408,0,1.00,0.00,351,57,0.86,0.14,286,122,0.70,0.30,405,3,0.99,0.01,3396,276,0.89,0.07
little_char_1137_o.png,o,,59,13,0.82,0.18,39,33,0.54,0.46,43,29,0.60,0.40,38,34,0.53,0.47,72,0,1.00,0.00,38,34,0.53,0.47,50,22,0.69,0.31,30,42,0.42,0.58,52,20,0.72,0.28,421,227,0.65,0.35
little_char_995_u.png,u,u,411,3,0.99,0.01,407,7,0.98,0.02,414,0,1.00,0.00,351,63,0.85,0.15,326,88,0.79,0.21,414,0,1.00,0.00,410,4,0.99,0.01,357,57,0.86,0.14,414,0,1.00,0.00,3504,222,0.91,0.06
little_char_416_x.png,x,,414,0,1.00,0.00,408,6,0.99,0.01,413,1,1.00,0.00,414,0,1.00,0.00,258,156,0.62,0.38,406,8,0.98,0.02,414,0,1.00,0.00,351,63,0.85,0.15,414,0,1.00,0.00,3492,234,0.89,0.06
little_char_864_j.png,j,,413,1,1.00,0.00,389,25,0.94,0.06,414,0,1.00,0.00,402,12,0.97,0.03,358,56,0.86,0.14,414,0,1.00,0.00,384,30,0.93,0.07,374,40,0.90,0.10,414,0,1.00,0.00,3562,164,0.93,0.04
little_char_821_j.png,j,i,49,0,1.00,0.00,42,7,0.86,0.14,32,17,0.65,0.35,48,1,0.98,0.02,49,0,1.00,0.00,21,28,0.43,0.57,32,17,0.65,0.35,24,25,0.49,0.51,12,37,0.24,0.76,309,132,0.61,0.26
little_char_423_f.png,f,t,108,0,1.00,0.00,86,22,0.80,0.20,43,65,0.40,0.60,89,19,0.82,0.18,55,53,0.51,0.49,78,30,0.72,0.28,106,2,0.98,0.02,53,55,0.49,0.51,83,25,0.77,0.23,701,271,0.64,0.25
little_char_146_y.png,y,,130,0,1.00,0.00,88,42,0.68,0.32,67,63,0.52,0.48,101,29,0.78,0.22,127,3,0.98,0.02,81,49,0.62,0.38,106,24,0.82,0.18,99,31,0.76,0.24,83,47,0.64,0.36,882,288,0.71,0.23
little_char_2_q.png,q,g,390,18,0.96,0.04,383,25,0.94,0.06,408,0,1.00,0.00,339,69,0.83,0.17,325,83,0.80,0.20,408,0,1.00,0.00,360,48,0.88,0.12,396,12,0.97,0.03,408,0,1.00,0.00,3417,255,0.88,0.07
little_char_905_y.png,y,a,399,15,0.96,0.04,385,29,0.93,0.07,414,0,1.00,0.00,372,42,0.90,0.10,313,101,0.76,0.24,414,0,1.00,0.00,409,5,0.99,0.01,399,15,0.96,0.04,414,0,1.00,0.00,3519,207,0.90,0.05
little_char_579_s.png,s,s,38,34,0.53,0.47,38,34,0.53,0.47,42,30,0.58,0.42,63,9,0.88,0.12,36,36,0.50,0.50,58,14,0.81,0.19,39,33,0.54,0.46,42,30,0.58,0.42,31,41,0.43,0.57,387,261,0.53,0.36
little_char_809_f.png,f,,65,13,0.83,0.17,34,44,0.44,0.56,25,53,0.32,0.68,39,39,0.50,0.50,72,6,0.92,0.08,75,3,0.96,0.04,42,36,0.54,0.46,34,44,0.44,0.56,57,21,0.73,0.27,443,259,0.55,0.32
little_char_1391_m.png,m,,408,0,1.00,0.00,408,0,1.00,0.00,406,2,1.00,0.00,344,64,0.84,0.16,287,121,0.70,0.30,408,0,1.00,0.00,387,21,0.95,0.05,335,73,0.82,0.18,404,4,0.99,0.01,3387,285,0.89,0.07
little_char_1099_t.png,t,,430,2,1.00,0.00,426,6,0.99,0.01,425,7,0.98,0.02,374,58,0.87,0.13,373,59,0.86,0.14,419,13,0.97,0.03,408,24,0.94,0.06,411,21,0.95,0.05,420,12,0.97,0.03,3686,202,0.95,0.05
little_char_38_d.png,d,a,414,0,1.00,0.00,399,15,0.96,0.04,414,0,1.00,0.00,388,26,0.94,0.06,282,132,0.68,0.32,414,0,1.00,0.00,400,14,0.97,0.03,343,71,0.83,0.17,414,0,1.00,0.00,3468,258,0.90,0.07
little_char_205_x.png,x,x,431,1,1.00,0.00,424,8,0.98,0.02,421,11,0.97,0.03,432,0,1.00,0.00,262,170,0.61,0.39,431,1,1.00,0.00,417,15,0.97,0.03,350,82,0.81,0.19,431,1,1.00,0.00,3599,289,0.93,0.07
little_char_563_w.png,w,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,343,65,0.84,0.16,312,96,0.76,0.24,361,47,0.88,0.12,397,11,0.97,0.03,332,76,0.81,0.19,378,30,0.93,0.07,3347,325,0.88,0.09
little_char_947_o.png,o,,41,23,0.64,0.36,35,29,0.55,0.45,57,7,0.89,0.11,39,25,0.61,0.39,63,1,0.98,0.02,29,35,0.45,0.55,34,30,0.53,0.47,37,27,0.58,0.42,29,35,0.45,0.55,364,212,0.58,0.34
little_char_36_k.png,k,b,89,31,0.74,0.26,120,0,1.00,0.00,120,0,1.00,0.00,77,43,0.64,0.36,76,44,0.63,0.37,113,7,0.94,0.06,49,71,0.41,0.59,74,46,0.62,0.38,101,19,0.84,0.16,819,261,0.76,0.24
little_char_152_e.png,e,,64,8,0.89,0.11,42,30,0.58,0.42,41,31,0.57,0.43,40,32,0.56,0.44,36,36,0.50,0.50,48,24,0.67,0.33,39,33,0.54,0.46,45,27,0.62,0.38,48,24,0.67,0.33,403,245,0.53,0.32
little_char_5_p.png,p,,95,9,0.91,0.09,46,58,0.44,0.56,53,51,0.51,0.49,56,48,0.54,0.46,94,10,0.90,0.10,104,0,1.00,0.00,62,42,0.60,0.40,104,0,1.00,0.00,104,0,1.00,0.00,718,218,0.74,0.22
little_char_1123_s.png,s,s,56,8,0.88,0.12,34,30,0.53,0.47,40,24,0.62,0.38,59,5,0.92,0.08,29,35,0.45,0.55,61,3,0.95,0.05,37,27,0.58,0.42,38,26,0.59,0.41,24,40,0.38,0.62,378,198,0.63,0.33
little_char_461_g.png,g,,60,28,0.68,0.32,43,45,0.49,0.51,88,0,1.00,0.00,65,23,0.74,0.26,44,44,0.50,0.50,51,37,0.58,0.42,67,21,0.76,0.24,61,27,0.69,0.31,45,43,0.51,0.49,524,268,0.66,0.34
little_char_771_x.png,x,,39,24,0.62,0.38,44,19,0.70,0.30,40,23,0.63,0.37,54,9,0.86,0.14,7,56,0.11,0.89,59,4,0.94,0.06,37,26,0.59,0.41,55,8,0.87,0.13,51,12,0.81,0.19,386,181,0.68,0.32
little_char_1250_o.png,o,,47,16,0.75,0.25,32,31,0.51,0.49,46,17,0.73,0.27,27,36,0.43,0.57,56,7,0.89,0.11,30,33,0.48,0.52,37,26,0.59,0.41,34,29,0.54,0.46,24,39,0.38,0.62,333,234,0.50,0.35
little_char_680_g.png,g,o,120,0,1.00,0.00,81,39,0.68,0.33,88,32,0.73,0.27,120,0,1.00,0.00,96,24,0.80,0.20,61,59,0.51,0.49,96,24,0.80,0.20,84,36,0.70,0.30,67,53,0.56,0.44,813,267,0.73,0.24
little_char_108_b.png,b,b,62,34,0.65,0.35,96,0,1.00,0.00,96,0,1.00,0.00,57,39,0.59,0.41,72,24,0.75,0.25,79,17,0.82,0.18,45,51,0.47,0.53,71,25,0.74,0.26,45,51,0.47,0.53,623,241,0.66,0.25
little_char_673_h.png,h,h,81,23,0.78,0.22,89,15,0.86,0.14,104,0,1.00,0.00,47,57,0.45,0.55,70,34,0.67,0.33,56,48,0.54,0.46,67,37,0.64,0.36,104,0,1.00,0.00,52,52,0.50,0.50,670,266,0.65,0.26
little_char_1088_k.png,k,i,54,16,0.77,0.23,60,10,0.86,0.14,58,12,0.83,0.17,26,44,0.37,0.63,28,42,0.40,0.60,67,3,0.96,0.04,36,34,0.51,0.49,27,43,0.39,0.61,33,37,0.47,0.53,389,241,0.55,0.34
little_char_297_a.png,a,,407,1,1.00,0.00,405,3,0.99,0.01,408,0,1.00,0.00,358,50,0.88,0.12,260,148,0.64,0.36,408,0,1.00,0.00,407,1,1.00,0.00,372,36,0.91,0.09,406,2,1.00,0.00,3431,241,0.90,0.06
little_char_1142_e.png,e,i,78,12,0.87,0.13,90,0,1.00,0.00,51,39,0.57,0.43,43,47,0.48,0.52,61,29,0.68,0.32,74,16,0.82,0.18,48,42,0.53,0.47,52,38,0.58,0.42,90,0,1.00,0.00,587,223,0.66,0.25
little_char_115_g.png,g,,28,42,0.40,0.60,17,53,0.24,0.76,60,10,0.86,0.14,59,11,0.84,0.16,44,26,0.63,0.37,37,33,0.53,0.47,42,28,0.60,0.40,44,26,0.63,0.37,38,32,0.54,0.46,369,261,0.59,0.41
little_char_638_g.png,g,,100,0,1.00,0.00,55,45,0.55,0.45,73,27,0.73,0.27,98,2,0.98,0.02,57,43,0.57,0.43,40,60,0.40,0.60,82,18,0.82,0.18,71,29,0.71,0.29,55,45,0.55,0.45,631,269,0.64,0.27
little_char_648_n.png,n,,59,4,0.94,0.06,36,27,0.57,0.43,27,36,0.43,0.57,30,33,0.48,0.52,59,4,0.94,0.06,28,35,0.44,0.56,42,21,0.67,0.33,63,0,1.00,0.00,35,28,0.56,0.44,379,188,0.59,0.29
little_char_605_p.png,p,p,63,33,0.66,0.34,60,36,0.62,0.38,47,49,0.49,0.51,33,63,0.34,0.66,70,26,0.73,0.27,91,5,0.95,0.05,49,47,0.51,0.49,96,0,1.00,0.00,96,0,1.00,0.00,605,259,0.67,0.29
little_char_887_j.png,j,j,56,0,1.00,0.00,56,0,1.00,0.00,33,23,0.59,0.41,52,4,0.93,0.07,56,0,1.00,0.00,29,27,0.52,0.48,35,21,0.62,0.38,32,24,0.57,0.43,25,31,0.45,0.55,374,130,0.68,0.24
little_char_985_m.png,m,,78,26,0.75,0.25,76,28,0.73,0.27,77,27,0.74,0.26,62,42,0.60,0.40,45,59,0.43,0.57,62,42,0.60,0.40,82,22,0.79,0.21,73,31,0.70,0.30,78,26,0.75,0.25,633,303,0.65,0.31
little_char_1326_e.png,e,,408,0,1.00,0.00,405,3,0.99,0.01,401,7,0.98,0.02,300,108,0.74,0.26,348,60,0.85,0.15,407,1,1.00,0.00,346,62,0.85,0.15,357,51,0.88,0.12,405,3,0.99,0.01,3377,295,0.88,0.08
little_char_1383_w.png,w,,103,9,0.92,0.08,108,4,0.96,0.04,89,23,0.79,0.21,77,35,0.69,0.31,72,40,0.64,0.36,78,34,0.70,0.30,59,53,0.53,0.47,40,72,0.36,0.64,61,51,0.54,0.46,687,321,0.61,0.29
little_char_1138_p.png,p,,67,32,0.68,0.32,65,34,0.66,0.34,56,43,0.57,0.43,29,70,0.29,0.71,63,36,0.64,0.36,74,25,0.75,0.25,48,51,0.48,0.52,97,2,0.98,0.02,99,0,1.00,0.00,598,293,0.65,0.32
little_char_922_j.png,j,j,389,2,0.99,0.01,373,18,0.95,0.05,391,0,1.00,0.00,368,23,0.94,0.06,339,52,0.87,0.13,391,0,1.00,0.00,334,57,0.85,0.15,343,48,0.88,0.12,391,0,1.00,0.00,3319,200,0.91,0.05
little_char_520_q.png,q,,423,9,0.98,0.02,350,82,0.81,0.19,408,24,0.94,0.06,432,0,1.00,0.00,271,161,0.63,0.37,432,0,1.00,0.00,432,0,1.00,0.00,407,25,0.94,0.06,432,0,1.00,0.00,3587,301,0.91,0.08
little_char_1239_g.png,g,,59,37,0.61,0.39,61,35,0.64,0.36,54,42,0.56,0.44,84,12,0.88,0.12,66,30,0.69,0.31,32,64,0.33,0.67,79,17,0.82,0.18,65,31,0.68,0.32,48,48,0.50,0.50,548,316,0.57,0.33
little_char_16_n.png,n,,49,7,0.88,0.12,30,26,0.54,0.46,28,28,0.50,0.50,21,35,0.38,0.62,51,5,0.91,0.09,27,29,0.48,0.52,26,30,0.46,0.54,56,0,1.00,0.00,34,22,0.61,0.39,322,182,0.56,0.32
little_char_850_d.png,d,,90,0,1.00,0.00,90,0,1.00,0.00,65,25,0.72,0.28,62,28,0.69,0.31,54,36,0.60,0.40,50,40,0.56,0.44,54,36,0.60,0.40,61,29,0.68,0.32,45,45,0.50,0.50,571,239,0.66,0.28
little_char_1001_q.png,q,,41,50,0.45,0.55,52,39,0.57,0.43,63,28,0.69,0.31,83,8,0.91,0.09,59,32,0.65,0.35,46,45,0.51,0.49,91,0,1.00,0.00,62,29,0.68,0.32,67,24,0.74,0.26,564,255,0.67,0.30
little_char_931_v.png,v,,393,15,0.96,0.04,375,33,0.92,0.08,408,0,1.00,0.00,370,38,0.91,0.09,297,111,0.73,0.27,408,0,1.00,0.00,408,0,1.00,0.00,387,21,0.95,0.05,408,0,1.00,0.00,3454,218,0.91,0.06
little_char_53_x.png,x,,417,15,0.97,0.03,393,39,0.91,0.09,420,12,0.97,0.03,417,15,0.97,0.03,274,158,0.63,0.37,432,0,1.00,0.00,423,9,0.98,0.02,385,47,0.89,0.11,432,0,1.00,0.00,3593,295,0.92,0.08
little_char_843_x.png,x,,402,12,0.97,0.03,382,32,0.92,0.08,391,23,0.94,0.06,390,24,0.94,0.06,274,140,0.66,0.34,414,0,1.00,0.00,394,20,0.95,0.05,394,20,0.95,0.05,414,0,1.00,0.00,3455,271,0.90,0.07
little_char_994_s.png,s,s,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,362,52,0.87,0.13,344,70,0.83,0.17,414,0,1.00,0.00,378,36,0.91,0.09,353,61,0.85,0.15,414,0,1.00,0.00,3507,219,0.91,0.06
little_char_329_c.png,c,c,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,384,48,0.89,0.11,395,37,0.91,0.09,432,0,1.00,0.00,385,47,0.89,0.11,388,44,0.90,0.10,432,0,1.00,0.00,3712,176,0.95,0.05
little_char_40_e.png,e,e,432,0,1.00,0.00,429,3,0.99,0.01,431,1,1.00,0.00,365,67,0.84,0.16,298,134,0.69,0.31,432,0,1.00,0.00,415,17,0.96,0.04,379,53,0.88,0.12,432,0,1.00,0.00,3613,275,0.93,0.07
little_char_740_c.png,c,c,50,34,0.60,0.40,46,38,0.55,0.45,84,0,1.00,0.00,55,29,0.65,0.35,84,0,1.00,0.00,84,0,1.00,0.00,53,31,0.63,0.37,44,40,0.52,0.48,46,38,0.55,0.45,546,210,0.65,0.25
little_char_1335_y.png,y,y,430,2,1.00,0.00,372,60,0.86,0.14,416,16,0.96,0.04,432,0,1.00,0.00,299,133,0.69,0.31,432,0,1.00,0.00,432,0,1.00,0.00,364,68,0.84,0.16,432,0,1.00,0.00,3609,279,0.93,0.07
little_char_684_u.png,u,,54,42,0.56,0.44,96,0,1.00,0.00,62,34,0.65,0.35,64,32,0.67,0.33,96,0,1.00,0.00,54,42,0.56,0.44,79,17,0.82,0.18,46,50,0.48,0.52,83,13,0.86,0.14,634,230,0.70,0.26
little_char_255_u.png,u,,37,19,0.66,0.34,56,0,1.00,0.00,44,12,0.79,0.21,26,30,0.46,0.54,56,0,1.00,0.00,24,32,0.43,0.57,40,16,0.71,0.29,28,28,0.50,0.50,26,30,0.46,0.54,337,167,0.61,0.30
little_char_786_e.png,e,o,57,7,0.89,0.11,30,34,0.47,0.53,29,35,0.45,0.55,34,30,0.53,0.47,36,28,0.56,0.44,36,28,0.56,0.44,42,22,0.66,0.34,35,29,0.55,0.45,42,22,0.66,0.34,341,235,0.50,0.35
little_char_327_l.png,l,f,18,0,1.00,0.00,8,10,0.44,0.56,6,12,0.33,0.67,18,0,1.00,0.00,1,17,0.06,0.94,12,6,0.67,0.33,14,4,0.78,0.22,5,13,0.28,0.72,16,2,0.89,0.11,98,64,0.49,0.32
little_char_149_g.png,g,,62,34,0.65,0.35,50,46,0.52,0.48,78,18,0.81,0.19,71,25,0.74,0.26,58,38,0.60,0.40,45,51,0.47,0.53,62,34,0.65,0.35,64,32,0.67,0.33,60,36,0.62,0.38,550,314,0.64,0.36
little_char_259_x.png,x,x,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,361,47,0.88,0.12,337,71,0.83,0.17,408,0,1.00,0.00,370,38,0.91,0.09,378,30,0.93,0.07,408,0,1.00,0.00,3486,186,0.91,0.05
little_char_485_p.png,p,,391,0,1.00,0.00,293,98,0.75,0.25,381,10,0.97,0.03,391,0,1.00,0.00,276,115,0.71,0.29,391,0,1.00,0.00,391,0,1.00,0.00,361,30,0.92,0.08,391,0,1.00,0.00,3266,253,0.88,0.07
little_char_1055_x.png,x,x,432,0,1.00,0.00,428,4,0.99,0.01,432,0,1.00,0.00,431,1,1.00,0.00,284,148,0.66,0.34,432,0,1.00,0.00,421,11,0.97,0.03,348,84,0.81,0.19,431,1,1.00,0.00,3639,249,0.92,0.06
little_char_84_a.png,a,e,74,25,0.75,0.25,57,42,0.58,0.42,93,6,0.94,0.06,65,34,0.66,0.34,85,14,0.86,0.14,53,46,0.54,0.46,62,37,0.63,0.37,59,40,0.60,0.40,51,48,0.52,0.48,599,292,0.63,0.31
little_char_420_b.png,b,,78,34,0.70,0.30,106,6,0.95,0.05,112,0,1.00,0.00,70,42,0.62,0.38,90,22,0.80,0.20,76,36,0.68,0.32,70,42,0.62,0.38,75,37,0.67,0.33,61,51,0.54,0.46,738,270,0.68,0.25
little_char_32_y.png,y,,97,13,0.88,0.12,61,49,0.55,0.45,64,46,0.58,0.42,108,2,0.98,0.02,94,16,0.85,0.15,56,54,0.51,0.49,82,28,0.75,0.25,80,30,0.73,0.27,62,48,0.56,0.44,704,286,0.67,0.27
little_char_867_n.png,n,,397,35,0.92,0.08,427,5,0.99,0.01,430,2,1.00,0.00,342,90,0.79,0.21,361,71,0.84,0.16,432,0,1.00,0.00,412,20,0.95,0.05,422,10,0.98,0.02,432,0,1.00,0.00,3655,233,0.94,0.06
little_char_522_r.png,r,,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,352,80,0.81,0.19,399,33,0.92,0.08,432,0,1.00,0.00,367,65,0.85,0.15,432,0,1.00,0.00,3710,178,0.95,0.05
little_char_1191_y.png,y,,425,7,0.98,0.02,423,9,0.98,0.02,432,0,1.00,0.00,368,64,0.85,0.15,289,143,0.67,0.33,432,0,1.00,0.00,384,48,0.89,0.11,341,91,0.79,0.21,431,1,1.00,0.00,3525,363,0.91,0.09
little_char_478_g.png,g,,386,5,0.99,0.01,347,44,0.89,0.11,391,0,1.00,0.00,348,43,0.89,0.11,263,128,0.67,0.33,391,0,1.00,0.00,382,9,0.98,0.02,294,97,0.75,0.25,391,0,1.00,0.00,3193,326,0.85,0.09
little_char_408_n.png,n,i,52,4,0.93,0.07,28,28,0.50,0.50,29,27,0.52,0.48,25,31,0.45,0.55,50,6,0.89,0.11,25,31,0.45,0.55,24,32,0.43,0.57,56,0,1.00,0.00,48,8,0.86,0.14,337,167,0.56,0.28
little_char_889_s.png,s,,90,0,1.00,0.00,35,55,0.39,0.61,59,31,0.66,0.34,73,17,0.81,0.19,83,7,0.92,0.08,58,32,0.64,0.36,66,24,0.73,0.27,62,28,0.69,0.31,52,38,0.58,0.42,578,232,0.71,0.29
little_char_1129_n.png,n,n,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,322,86,0.79,0.21,337,71,0.83,0.17,408,0,1.00,0.00,374,34,0.92,0.08,383,25,0.94,0.06,408,0,1.00,0.00,3456,216,0.91,0.06
little_char_463_d.png,d,d,414,0,1.00,0.00,383,31,0.93,0.07,414,0,1.00,0.00,367,47,0.89,0.11,317,97,0.77,0.23,414,0,1.00,0.00,387,27,0.93,0.07,364,50,0.88,0.12,414,0,1.00,0.00,3474,252,0.89,0.06
little_char_185_j.png,j,,54,0,1.00,0.00,32,22,0.59,0.41,44,10,0.81,0.19,44,10,0.81,0.19,50,4,0.93,0.07,23,31,0.43,0.57,35,19,0.65,0.35,29,25,0.54,0.46,22,32,0.41,0.59,333,153,0.65,0.30
little_char_524_t.png,t,,423,9,0.98,0.02,394,38,0.91,0.09,432,0,1.00,0.00,432,0,1.00,0.00,282,150,0.65,0.35,419,13,0.97,0.03,432,0,1.00,0.00,375,57,0.87,0.13,432,0,1.00,0.00,3621,267,0.93,0.07
little_char_561_t.png,t,,400,14,0.97,0.03,407,7,0.98,0.02,414,0,1.00,0.00,341,73,0.82,0.18,379,35,0.92,0.08,414,0,1.00,0.00,358,56,0.86,0.14,414,0,1.00,0.00,414,0,1.00,0.00,3541,185,0.91,0.05
little_char_712_m.png,m,,85,23,0.79,0.21,69,39,0.64,0.36,85,23,0.79,0.21,73,35,0.68,0.32,56,52,0.52,0.48,57,51,0.53,0.47,74,34,0.69,0.31,75,33,0.69,0.31,94,14,0.87,0.13,668,304,0.66,0.30
little_char_727_s.png,s,s,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,400,14,0.97,0.03,300,114,0.72,0.28,414,0,1.00,0.00,370,44,0.89,0.11,354,60,0.86,0.14,414,0,1.00,0.00,3494,232,0.89,0.06
little_char_309_q.png,q,y,44,40,0.52,0.48,49,35,0.58,0.42,45,39,0.54,0.46,73,11,0.87,0.13,31,53,0.37,0.63,37,47,0.44,0.56,84,0,1.00,0.00,55,29,0.65,0.35,69,15,0.82,0.18,487,269,0.61,0.34
little_char_424_q.png,q,,40,51,0.44,0.56,59,32,0.65,0.35,25,66,0.27,0.73,71,20,0.78,0.22,32,59,0.35,0.65,19,72,0.21,0.79,91,0,1.00,0.00,41,50,0.45,0.55,81,10,0.89,0.11,459,360,0.51,0.40
little_char_1105_f.png,f,e,61,37,0.62,0.38,62,36,0.63,0.37,47,51,0.48,0.52,38,60,0.39,0.61,59,39,0.60,0.40,87,11,0.89,0.11,74,24,0.76,0.24,74,24,0.76,0.24,98,0,1.00,0.00,600,282,0.65,0.31
little_char_911_d.png,d,,80,0,1.00,0.00,80,0,1.00,0.00,52,28,0.65,0.35,70,10,0.88,0.12,51,29,0.64,0.36,27,53,0.34,0.66,42,38,0.53,0.47,56,24,0.70,0.30,38,42,0.47,0.53,496,224,0.60,0.27
little_char_80_r.png,r,,408,0,1.00,0.00,405,3,0.99,0.01,388,20,0.95,0.05,408,0,1.00,0.00,318,90,0.78,0.22,387,21,0.95,0.05,408,0,1.00,0.00,355,53,0.87,0.13,408,0,1.00,0.00,3485,187,0.91,0.05
little_char_1042_a.png,a,,66,22,0.75,0.25,44,44,0.50,0.50,79,9,0.90,0.10,59,29,0.67,0.33,83,5,0.94,0.06,53,35,0.60,0.40,56,32,0.64,0.36,48,40,0.55,0.45,42,46,0.48,0.52,530,262,0.60,0.30
little_char_1410_p.png,p,p,104,0,1.00,0.00,66,38,0.63,0.37,45,59,0.43,0.57,50,54,0.48,0.52,67,37,0.64,0.36,89,15,0.86,0.14,57,47,0.55,0.45,104,0,1.00,0.00,104,0,1.00,0.00,686,250,0.68,0.25
little_char_397_e.png,e,c,74,16,0.82,0.18,52,38,0.58,0.42,56,34,0.62,0.38,51,39,0.57,0.43,53,37,0.59,0.41,82,8,0.91,0.09,60,30,0.67,0.33,58,32,0.64,0.36,61,29,0.68,0.32,547,263,0.65,0.31
little_char_1231_o.png,o,o,53,19,0.74,0.26,36,36,0.50,0.50,46,26,0.64,0.36,46,26,0.64,0.36,72,0,1.00,0.00,40,32,0.56,0.44,42,30,0.58,0.42,38,34,0.53,0.47,47,25,0.65,0.35,420,228,0.60,0.33
little_char_223_m.png,m,m,403,5,0.99,0.01,408,0,1.00,0.00,408,0,1.00,0.00,359,49,0.88,0.12,259,149,0.63,0.37,380,28,0.93,0.07,380,28,0.93,0.07,376,32,0.92,0.08,393,15,0.96,0.04,3366,306,0.90,0.08
