Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_0_3,Black_0_3,White_Density_0_3,Black_Density_0_3,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_1_3,Black_1_3,White_Density_1_3,Black_Density_1_3,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,White_2_3,Black_2_3,White_Density_2_3,Black_Density_2_3,White_3_0,Black_3_0,White_Density_3_0,Black_Density_3_0,White_3_1,Black_3_1,White_Density_3_1,Black_Density_3_1,White_3_2,Black_3_2,White_Density_3_2,Black_Density_3_2,White_3_3,Black_3_3,White_Density_3_3,Black_Density_3_3,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
little_char_468_j.png,j,f,40,0,1.00,0.00,40,0,1.00,0.00,36,4,0.90,0.10,25,15,0.62,0.38,40,0,1.00,0.00,40,0,1.00,0.00,28,12,0.70,0.30,18,22,0.45,0.55,20,20,0.50,0.50,40,0,1.00,0.00,40,0,1.00,0.00,13,27,0.33,0.68,26,14,0.65,0.35,21,19,0.53,0.47,23,17,0.57,0.42,14,26,0.35,0.65,464,176,0.64,0.24
little_char_237_s.png,s,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,154,67,0.70,0.30,215,6,0.97,0.03,221,0,1.00,0.00,221,0,1.00,0.00,161,60,0.73,0.27,221,0,1.00,0.00,221,0,1.00,0.00,186,35,0.84,0.16,165,56,0.75,0.25,221,0,1.00,0.00,221,0,1.00,0.00,3312,224,0.86,0.06
little_char_1225_q.png,q,g,224,10,0.96,0.04,224,10,0.96,0.04,234,0,1.00,0.00,234,0,1.00,0.00,167,67,0.71,0.29,167,67,0.71,0.29,234,0,1.00,0.00,234,0,1.00,0.00,218,16,0.93,0.07,153,81,0.65,0.35,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,219,15,0.94,0.06,234,0,1.00,0.00,234,0,1.00,0.00,3478,266,0.91,0.07
little_char_704_d.png,d,,49,0,1.00,0.00,49,0,1.00,0.00,49,0,1.00,0.00,31,18,0.63,0.37,49,0,1.00,0.00,46,3,0.94,0.06,36,13,0.73,0.27,30,19,0.61,0.39,32,17,0.65,0.35,27,22,0.55,0.45,18,31,0.37,0.63,27,22,0.55,0.45,27,22,0.55,0.45,23,26,0.47,0.53,22,27,0.45,0.55,13,36,0.27,0.73,528,256,0.61,0.29
little_char_418_a.png,a,,41,7,0.85,0.15,19,29,0.40,0.60,35,13,0.73,0.27,48,0,1.00,0.00,24,24,0.50,0.50,48,0,1.00,0.00,26,22,0.54,0.46,48,0,1.00,0.00,21,27,0.44,0.56,38,10,0.79,0.21,11,37,0.23,0.77,41,7,0.85,0.15,46,2,0.96,0.04,32,16,0.67,0.33,41,7,0.85,0.15,23,25,0.48,0.52,542,226,0.63,0.26
little_char_741_d.png,d,,48,0,1.00,0.00,48,0,1.00,0.00,48,0,1.00,0.00,29,19,0.60,0.40,48,0,1.00,0.00,41,7,0.85,0.15,45,3,0.94,0.06,24,24,0.50,0.50,26,22,0.54,0.46,29,19,0.60,0.40,15,33,0.31,0.69,24,24,0.50,0.50,25,23,0.52,0.48,29,19,0.60,0.40,28,20,0.58,0.42,15,33,0.31,0.69,522,246,0.57,0.27
little_char_685_r.png,r,,30,12,0.71,0.29,15,27,0.36,0.64,19,23,0.45,0.55,32,10,0.76,0.24,17,25,0.40,0.60,39,3,0.93,0.07,42,0,1.00,0.00,29,13,0.69,0.31,15,27,0.36,0.64,42,0,1.00,0.00,42,0,1.00,0.00,42,0,1.00,0.00,16,26,0.38,0.62,42,0,1.00,0.00,42,0,1.00,0.00,42,0,1.00,0.00,506,166,0.63,0.21
little_char_292_c.png,c,c,40,0,1.00,0.00,20,20,0.50,0.50,13,27,0.33,0.68,31,9,0.78,0.23,26,14,0.65,0.35,31,9,0.78,0.23,38,2,0.95,0.05,39,1,0.97,0.03,22,18,0.55,0.45,40,0,1.00,0.00,40,0,1.00,0.00,34,6,0.85,0.15,17,23,0.42,0.57,16,24,0.40,0.60,14,26,0.35,0.65,17,23,0.42,0.57,438,202,0.57,0.26
little_char_67_v.png,v,,22,26,0.46,0.54,43,5,0.90,0.10,48,0,1.00,0.00,47,1,0.98,0.02,16,32,0.33,0.67,40,8,0.83,0.17,47,1,0.98,0.02,17,31,0.35,0.65,19,29,0.40,0.60,42,6,0.88,0.12,21,27,0.44,0.56,39,9,0.81,0.19,40,8,0.83,0.17,17,31,0.35,0.65,38,10,0.79,0.21,48,0,1.00,0.00,544,224,0.63,0.26
little_char_1045_w.png,w,,40,20,0.67,0.33,59,1,0.98,0.02,60,0,1.00,0.00,52,8,0.87,0.13,27,33,0.45,0.55,36,24,0.60,0.40,53,7,0.88,0.12,36,24,0.60,0.40,37,23,0.62,0.38,27,33,0.45,0.55,36,24,0.60,0.40,36,24,0.60,0.40,58,2,0.97,0.03,26,34,0.43,0.57,26,34,0.43,0.57,37,23,0.62,0.38,646,314,0.65,0.31
little_char_577_j.png,j,,42,0,1.00,0.00,42,0,1.00,0.00,35,7,0.83,0.17,25,17,0.60,0.40,34,8,0.81,0.19,42,0,1.00,0.00,42,0,1.00,0.00,18,24,0.43,0.57,30,12,0.71,0.29,28,14,0.67,0.33,42,0,1.00,0.00,14,28,0.33,0.67,42,0,1.00,0.00,33,9,0.79,0.21,20,22,0.48,0.52,17,25,0.40,0.60,506,166,0.75,0.25
little_char_1172_y.png,y,v,39,9,0.81,0.19,40,8,0.83,0.17,19,29,0.40,0.60,42,6,0.88,0.12,27,21,0.56,0.44,21,27,0.44,0.56,7,41,0.15,0.85,18,30,0.38,0.62,48,0,1.00,0.00,43,5,0.90,0.10,46,2,0.96,0.04,15,33,0.31,0.69,24,24,0.50,0.50,33,15,0.69,0.31,32,16,0.67,0.33,20,28,0.42,0.58,474,294,0.54,0.34
little_char_584_r.png,r,,33,2,0.94,0.06,17,18,0.49,0.51,7,28,0.20,0.80,19,16,0.54,0.46,18,17,0.51,0.49,19,16,0.54,0.46,35,0,1.00,0.00,35,0,1.00,0.00,7,28,0.20,0.80,25,10,0.71,0.29,35,0,1.00,0.00,35,0,1.00,0.00,10,25,0.29,0.71,25,10,0.71,0.29,35,0,1.00,0.00,35,0,1.00,0.00,390,170,0.61,0.26
little_char_103_o.png,o,z,233,1,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,233,1,1.00,0.00,234,0,1.00,0.00,195,39,0.83,0.17,177,57,0.76,0.24,234,0,1.00,0.00,234,0,1.00,0.00,183,51,0.78,0.22,161,73,0.69,0.31,234,0,1.00,0.00,231,3,0.99,0.01,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,3519,225,0.91,0.06
little_char_814_b.png,b,b,221,0,1.00,0.00,213,8,0.96,0.04,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,171,50,0.77,0.23,216,5,0.98,0.02,221,0,1.00,0.00,221,0,1.00,0.00,124,97,0.56,0.44,155,66,0.70,0.30,221,0,1.00,0.00,221,0,1.00,0.00,153,68,0.69,0.31,213,8,0.96,0.04,221,0,1.00,0.00,3234,302,0.87,0.08
little_char_453_y.png,y,y,26,14,0.65,0.35,35,5,0.88,0.12,23,17,0.57,0.42,27,13,0.68,0.33,24,16,0.60,0.40,15,25,0.38,0.62,16,24,0.40,0.60,16,24,0.40,0.60,40,0,1.00,0.00,40,0,1.00,0.00,39,1,0.97,0.03,12,28,0.30,0.70,32,8,0.80,0.20,25,15,0.62,0.38,30,10,0.75,0.25,22,18,0.55,0.45,422,218,0.63,0.32
little_char_31_k.png,k,,37,27,0.58,0.42,64,0,1.00,0.00,64,0,1.00,0.00,64,0,1.00,0.00,35,29,0.55,0.45,45,19,0.70,0.30,26,38,0.41,0.59,62,2,0.97,0.03,29,35,0.45,0.55,34,30,0.53,0.47,62,2,0.97,0.03,64,0,1.00,0.00,51,13,0.80,0.20,25,39,0.39,0.61,32,32,0.50,0.50,47,17,0.73,0.27,741,283,0.70,0.27
little_char_1013_j.png,j,,28,0,1.00,0.00,28,0,1.00,0.00,14,14,0.50,0.50,23,5,0.82,0.18,28,0,1.00,0.00,28,0,1.00,0.00,8,20,0.29,0.71,18,10,0.64,0.36,28,0,1.00,0.00,28,0,1.00,0.00,14,14,0.50,0.50,14,14,0.50,0.50,18,10,0.64,0.36,19,9,0.68,0.32,15,13,0.54,0.46,8,20,0.29,0.71,319,129,0.61,0.24
little_char_283_k.png,k,,27,29,0.48,0.52,56,0,1.00,0.00,56,0,1.00,0.00,56,0,1.00,0.00,21,35,0.38,0.62,53,3,0.95,0.05,29,27,0.52,0.48,43,13,0.77,0.23,34,22,0.61,0.39,6,50,0.11,0.89,41,15,0.73,0.27,56,0,1.00,0.00,55,1,0.98,0.02,26,30,0.46,0.54,26,30,0.46,0.54,34,22,0.61,0.39,619,277,0.65,0.29
little_char_182_k.png,k,a,36,28,0.56,0.44,55,9,0.86,0.14,64,0,1.00,0.00,64,0,1.00,0.00,18,46,0.28,0.72,29,35,0.45,0.55,25,39,0.39,0.61,64,0,1.00,0.00,29,35,0.45,0.55,47,17,0.73,0.27,64,0,1.00,0.00,64,0,1.00,0.00,48,16,0.75,0.25,23,41,0.36,0.64,38,26,0.59,0.41,50,14,0.78,0.22,718,306,0.64,0.27
little_char_553_k.png,k,,234,0,1.00,0.00,215,19,0.92,0.08,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,188,46,0.80,0.20,215,19,0.92,0.08,234,0,1.00,0.00,234,0,1.00,0.00,150,84,0.64,0.36,190,44,0.81,0.19,234,0,1.00,0.00,234,0,1.00,0.00,189,45,0.81,0.19,161,73,0.69,0.31,229,5,0.98,0.02,3409,335,0.88,0.09
little_char_619_d.png,d,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,218,3,0.99,0.01,221,0,1.00,0.00,192,29,0.87,0.13,214,7,0.97,0.03,221,0,1.00,0.00,206,15,0.93,0.07,78,143,0.35,0.65,212,9,0.96,0.04,221,0,1.00,0.00,221,0,1.00,0.00,209,12,0.95,0.05,221,0,1.00,0.00,221,0,1.00,0.00,3318,218,0.87,0.06
little_char_1259_w.png,w,,55,15,0.79,0.21,66,4,0.94,0.06,68,2,0.97,0.03,56,14,0.80,0.20,41,29,0.59,0.41,49,21,0.70,0.30,56,14,0.80,0.20,48,22,0.69,0.31,37,33,0.53,0.47,51,19,0.73,0.27,48,22,0.69,0.31,40,30,0.57,0.43,41,29,0.59,0.41,28,42,0.40,0.60,24,46,0.34,0.66,49,21,0.70,0.30,757,363,0.65,0.31
little_char_681_v.png,v,,25,38,0.40,0.60,63,0,1.00,0.00,63,0,1.00,0.00,45,18,0.71,0.29,35,28,0.56,0.44,55,8,0.87,0.13,44,19,0.70,0.30,42,21,0.67,0.33,60,3,0.95,0.05,25,38,0.40,0.60,21,42,0.33,0.67,58,5,0.92,0.08,63,0,1.00,0.00,49,14,0.78,0.22,36,27,0.57,0.43,63,0,1.00,0.00,747,261,0.74,0.26
little_char_367_x.png,x,x,35,5,0.88,0.12,19,21,0.47,0.53,38,2,0.95,0.05,37,3,0.93,0.07,40,0,1.00,0.00,24,16,0.60,0.40,0,40,0.00,1.00,28,12,0.70,0.30,39,1,0.97,0.03,15,25,0.38,0.62,22,18,0.55,0.45,16,24,0.40,0.60,27,13,0.68,0.33,37,3,0.93,0.07,40,0,1.00,0.00,38,2,0.95,0.05,455,185,0.68,0.28
little_char_322_x.png,x,i,27,9,0.75,0.25,36,0,1.00,0.00,36,0,1.00,0.00,16,20,0.44,0.56,15,21,0.42,0.58,31,5,0.86,0.14,18,18,0.50,0.50,27,9,0.75,0.25,31,5,0.86,0.14,0,36,0.00,1.00,23,13,0.64,0.36,36,0,1.00,0.00,21,15,0.58,0.42,17,19,0.47,0.53,12,24,0.33,0.67,34,2,0.94,0.06,380,196,0.52,0.27
little_char_331_e.png,e,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,218,3,0.99,0.01,192,29,0.87,0.13,196,25,0.89,0.11,221,0,1.00,0.00,221,0,1.00,0.00,131,90,0.59,0.41,202,19,0.91,0.09,221,0,1.00,0.00,221,0,1.00,0.00,200,21,0.90,0.10,189,32,0.86,0.14,221,0,1.00,0.00,221,0,1.00,0.00,3317,219,0.85,0.06
little_char_1178_e.png,e,e,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,150,71,0.68,0.32,169,52,0.76,0.24,221,0,1.00,0.00,221,0,1.00,0.00,134,87,0.61,0.39,216,5,0.98,0.02,221,0,1.00,0.00,221,0,1.00,0.00,206,15,0.93,0.07,197,24,0.89,0.11,221,0,1.00,0.00,3282,254,0.87,0.07
little_char_1069_h.png,h,h,48,0,1.00,0.00,27,21,0.56,0.44,48,0,1.00,0.00,48,0,1.00,0.00,32,16,0.67,0.33,37,11,0.77,0.23,41,7,0.85,0.15,26,22,0.54,0.46,19,29,0.40,0.60,22,26,0.46,0.54,31,17,0.65,0.35,19,29,0.40,0.60,17,31,0.35,0.65,42,6,0.88,0.12,48,0,1.00,0.00,27,21,0.56,0.44,532,236,0.60,0.27
little_char_959_n.png,n,a,234,0,1.00,0.00,234,0,1.00,0.00,233,1,1.00,0.00,233,1,1.00,0.00,234,0,1.00,0.00,188,46,0.80,0.20,234,0,1.00,0.00,231,3,0.99,0.01,213,21,0.91,0.09,143,91,0.61,0.39,234,0,1.00,0.00,233,1,1.00,0.00,232,2,0.99,0.01,208,26,0.89,0.11,234,0,1.00,0.00,231,3,0.99,0.01,3549,195,0.90,0.05
little_char_45_q.png,q,e,234,0,1.00,0.00,218,16,0.93,0.07,224,10,0.96,0.04,233,1,1.00,0.00,234,0,1.00,0.00,167,67,0.71,0.29,168,66,0.72,0.28,234,0,1.00,0.00,234,0,1.00,0.00,190,44,0.81,0.19,221,13,0.94,0.06,234,0,1.00,0.00,234,0,1.00,0.00,197,37,0.84,0.16,234,0,1.00,0.00,234,0,1.00,0.00,3490,254,0.90,0.07
little_char_1074_z.png,z,,63,0,1.00,0.00,35,28,0.56,0.44,29,34,0.46,0.54,52,11,0.83,0.17,50,13,0.79,0.21,42,21,0.67,0.33,21,42,0.33,0.67,36,27,0.57,0.43,58,5,0.92,0.08,37,26,0.59,0.41,55,8,0.87,0.13,57,6,0.90,0.10,35,28,0.56,0.44,35,28,0.56,0.44,38,25,0.60,0.40,41,22,0.65,0.35,684,324,0.63,0.30
little_char_90_j.png,j,,30,0,1.00,0.00,29,1,0.97,0.03,13,17,0.43,0.57,28,2,0.93,0.07,30,0,1.00,0.00,29,1,0.97,0.03,18,12,0.60,0.40,19,11,0.63,0.37,27,3,0.90,0.10,30,0,1.00,0.00,28,2,0.93,0.07,10,20,0.33,0.67,18,12,0.60,0.40,11,19,0.37,0.63,9,21,0.30,0.70,19,11,0.63,0.37,348,132,0.67,0.25
little_char_639_a.png,a,,44,4,0.92,0.08,18,30,0.38,0.62,23,25,0.48,0.52,48,0,1.00,0.00,25,23,0.52,0.48,46,2,0.96,0.04,33,15,0.69,0.31,31,17,0.65,0.35,22,26,0.46,0.54,34,14,0.71,0.29,20,28,0.42,0.58,18,30,0.38,0.62,44,4,0.92,0.08,32,16,0.67,0.33,43,5,0.90,0.10,23,25,0.48,0.52,504,264,0.55,0.29
little_char_1022_g.png,g,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,142,79,0.64,0.36,161,60,0.73,0.27,221,0,1.00,0.00,221,0,1.00,0.00,202,19,0.91,0.09,170,51,0.77,0.23,221,0,1.00,0.00,221,0,1.00,0.00,183,38,0.83,0.17,184,37,0.83,0.17,221,0,1.00,0.00,3252,284,0.86,0.08
little_char_197_p.png,p,,221,0,1.00,0.00,205,16,0.93,0.07,212,9,0.96,0.04,221,0,1.00,0.00,221,0,1.00,0.00,121,100,0.55,0.45,187,34,0.85,0.15,221,0,1.00,0.00,221,0,1.00,0.00,150,71,0.68,0.32,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,3306,230,0.88,0.06
little_char_1087_u.png,u,,39,3,0.93,0.07,33,9,0.79,0.21,42,0,1.00,0.00,31,11,0.74,0.26,20,22,0.48,0.52,21,21,0.50,0.50,42,0,1.00,0.00,21,21,0.50,0.50,34,8,0.81,0.19,17,25,0.40,0.60,42,0,1.00,0.00,19,23,0.45,0.55,42,0,1.00,0.00,22,20,0.52,0.48,11,31,0.26,0.74,25,17,0.60,0.40,461,211,0.57,0.26
little_char_26_e.png,e,,42,0,1.00,0.00,27,15,0.64,0.36,19,23,0.45,0.55,24,18,0.57,0.43,26,16,0.62,0.38,35,7,0.83,0.17,21,21,0.50,0.50,13,29,0.31,0.69,19,23,0.45,0.55,42,0,1.00,0.00,42,0,1.00,0.00,39,3,0.93,0.07,32,10,0.76,0.24,17,25,0.40,0.60,17,25,0.40,0.60,19,23,0.45,0.55,434,238,0.58,0.32
little_char_702_b.png,b,b,39,10,0.80,0.20,41,8,0.84,0.16,49,0,1.00,0.00,49,0,1.00,0.00,35,14,0.71,0.29,37,12,0.76,0.24,49,0,1.00,0.00,49,0,1.00,0.00,36,13,0.73,0.27,22,27,0.45,0.55,23,26,0.47,0.53,42,7,0.86,0.14,29,20,0.59,0.41,26,23,0.53,0.47,32,17,0.65,0.35,19,30,0.39,0.61,577,207,0.66,0.24
little_char_1240_a.png,a,,40,8,0.83,0.17,17,31,0.35,0.65,28,20,0.58,0.42,48,0,1.00,0.00,26,22,0.54,0.46,48,0,1.00,0.00,28,20,0.58,0.42,32,16,0.67,0.33,23,25,0.48,0.52,47,1,0.98,0.02,36,12,0.75,0.25,13,35,0.27,0.73,40,8,0.83,0.17,23,25,0.48,0.52,28,20,0.58,0.42,43,5,0.90,0.10,520,248,0.62,0.30
little_char_333_g.png,g,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,200,34,0.85,0.15,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,127,107,0.54,0.46,233,1,1.00,0.00,234,0,1.00,0.00,232,2,0.99,0.01,160,74,0.68,0.32,190,44,0.81,0.19,233,1,1.00,0.00,3481,263,0.88,0.07
little_char_663_q.png,q,e,231,3,0.99,0.01,234,0,1.00,0.00,154,80,0.66,0.34,224,10,0.96,0.04,230,4,0.98,0.02,228,6,0.97,0.03,104,130,0.44,0.56,234,0,1.00,0.00,233,1,1.00,0.00,234,0,1.00,0.00,169,65,0.72,0.28,234,0,1.00,0.00,233,1,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,3444,300,0.87,0.08
little_char_891_b.png,b,b,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,173,48,0.78,0.22,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,125,96,0.57,0.43,180,41,0.81,0.19,221,0,1.00,0.00,221,0,1.00,0.00,159,62,0.72,0.28,201,20,0.91,0.09,221,0,1.00,0.00,3269,267,0.84,0.07
little_char_54_y.png,y,,234,0,1.00,0.00,231,3,0.99,0.01,229,5,0.98,0.02,234,0,1.00,0.00,234,0,1.00,0.00,193,41,0.82,0.18,159,75,0.68,0.32,234,0,1.00,0.00,234,0,1.00,0.00,231,3,0.99,0.01,143,91,0.61,0.39,234,0,1.00,0.00,234,0,1.00,0.00,202,32,0.86,0.14,171,63,0.73,0.27,234,0,1.00,0.00,3431,313,0.90,0.08
little_char_1218_d.png,d,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,220,1,1.00,0.00,194,27,0.88,0.12,221,0,1.00,0.00,195,26,0.88,0.12,151,70,0.68,0.32,207,14,0.94,0.06,221,0,1.00,0.00,213,8,0.96,0.04,158,63,0.71,0.29,215,6,0.97,0.03,221,0,1.00,0.00,3321,215,0.88,0.06
little_char_993_r.png,r,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,213,8,0.96,0.04,221,0,1.00,0.00,151,70,0.68,0.32,190,31,0.86,0.14,221,0,1.00,0.00,216,5,0.98,0.02,147,74,0.67,0.33,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,191,30,0.86,0.14,221,0,1.00,0.00,221,0,1.00,0.00,3318,218,0.87,0.06
little_char_403_u.png,u,,24,25,0.49,0.51,49,0,1.00,0.00,49,0,1.00,0.00,31,18,0.63,0.37,20,29,0.41,0.59,49,0,1.00,0.00,49,0,1.00,0.00,18,31,0.37,0.63,33,16,0.67,0.33,38,11,0.78,0.22,49,0,1.00,0.00,20,29,0.41,0.59,47,2,0.96,0.04,16,33,0.33,0.67,18,31,0.37,0.63,30,19,0.61,0.39,540,244,0.67,0.30
little_char_1117_j.png,j,,28,0,1.00,0.00,28,0,1.00,0.00,28,0,1.00,0.00,15,13,0.54,0.46,28,0,1.00,0.00,28,0,1.00,0.00,28,0,1.00,0.00,5,23,0.18,0.82,24,4,0.86,0.14,28,0,1.00,0.00,28,0,1.00,0.00,7,21,0.25,0.75,20,8,0.71,0.29,13,15,0.46,0.54,9,19,0.32,0.68,11,17,0.39,0.61,328,120,0.63,0.23
little_char_812_e.png,e,,42,6,0.88,0.12,17,31,0.35,0.65,19,29,0.40,0.60,47,1,0.98,0.02,26,22,0.54,0.46,27,21,0.56,0.44,20,28,0.42,0.58,47,1,0.98,0.02,27,21,0.56,0.44,48,0,1.00,0.00,48,0,1.00,0.00,48,0,1.00,0.00,35,13,0.73,0.27,23,25,0.48,0.52,32,16,0.67,0.33,35,13,0.73,0.27,541,227,0.61,0.25
little_char_936_a.png,a,a,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,176,45,0.80,0.20,180,41,0.81,0.19,221,0,1.00,0.00,214,7,0.97,0.03,183,38,0.83,0.17,146,75,0.66,0.34,221,0,1.00,0.00,221,0,1.00,0.00,185,36,0.84,0.16,175,46,0.79,0.21,221,0,1.00,0.00,3248,288,0.83,0.07
little_char_801_o.png,o,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,216,18,0.92,0.08,194,40,0.83,0.17,234,0,1.00,0.00,234,0,1.00,0.00,139,95,0.59,0.41,143,91,0.61,0.39,234,0,1.00,0.00,234,0,1.00,0.00,199,35,0.85,0.15,206,28,0.88,0.12,234,0,1.00,0.00,3437,307,0.90,0.08
little_char_81_t.png,t,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,197,24,0.89,0.11,221,0,1.00,0.00,221,0,1.00,0.00,171,50,0.77,0.23,156,65,0.71,0.29,221,0,1.00,0.00,221,0,1.00,0.00,193,28,0.87,0.13,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,3369,167,0.90,0.04
little_char_24_q.png,q,,38,16,0.70,0.30,33,21,0.61,0.39,36,18,0.67,0.33,30,24,0.56,0.44,31,23,0.57,0.43,35,19,0.65,0.35,24,30,0.44,0.56,8,46,0.15,0.85,54,0,1.00,0.00,42,12,0.78,0.22,4,50,0.07,0.93,43,11,0.80,0.20,54,0,1.00,0.00,34,20,0.63,0.37,40,14,0.74,0.26,54,0,1.00,0.00,560,304,0.58,0.32
little_char_47_r.png,r,c,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,211,10,0.95,0.05,159,62,0.72,0.28,221,0,1.00,0.00,221,0,1.00,0.00,168,53,0.76,0.24,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,205,16,0.93,0.07,221,0,1.00,0.00,221,0,1.00,0.00,3395,141,0.90,0.04
little_char_613_y.png,y,,35,5,0.88,0.12,36,4,0.90,0.10,13,27,0.33,0.68,40,0,1.00,0.00,26,14,0.65,0.35,34,6,0.85,0.15,11,29,0.28,0.72,28,12,0.70,0.30,31,9,0.78,0.23,40,0,1.00,0.00,37,3,0.93,0.07,16,24,0.40,0.60,25,15,0.62,0.38,20,20,0.50,0.50,20,20,0.50,0.50,32,8,0.80,0.20,444,196,0.66,0.29
little_char_1098_s.png,s,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,220,1,1.00,0.00,166,55,0.75,0.25,221,0,1.00,0.00,221,0,1.00,0.00,206,15,0.93,0.07,150,71,0.68,0.32,221,0,1.00,0.00,221,0,1.00,0.00,214,7,0.97,0.03,172,49,0.78,0.22,221,0,1.00,0.00,221,0,1.00,0.00,3338,198,0.87,0.05
little_char_294_s.png,s,f,42,0,1.00,0.00,42,0,1.00,0.00,17,25,0.40,0.60,20,22,0.48,0.52,42,0,1.00,0.00,42,0,1.00,0.00,8,34,0.19,0.81,41,1,0.98,0.02,40,2,0.95,0.05,42,0,1.00,0.00,15,27,0.36,0.64,36,6,0.86,0.14,28,14,0.67,0.33,18,24,0.43,0.57,13,29,0.31,0.69,30,12,0.71,0.29,476,196,0.65,0.27
little_char_600_s.png,s,s,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,167,54,0.76,0.24,193,28,0.87,0.13,221,0,1.00,0.00,216,5,0.98,0.02,170,51,0.77,0.23,194,27,0.88,0.12,221,0,1.00,0.00,219,2,0.99,0.01,163,58,0.74,0.26,201,20,0.91,0.09,221,0,1.00,0.00,3291,245,0.89,0.07
little_char_737_j.png,j,,72,0,1.00,0.00,72,0,1.00,0.00,63,9,0.88,0.12,29,43,0.40,0.60,72,0,1.00,0.00,72,0,1.00,0.00,21,51,0.29,0.71,65,7,0.90,0.10,42,30,0.58,0.42,72,0,1.00,0.00,35,37,0.49,0.51,72,0,1.00,0.00,54,18,0.75,0.25,35,37,0.49,0.51,37,35,0.51,0.49,72,0,1.00,0.00,885,267,0.72,0.22
little_char_747_c.png,c,c,48,0,1.00,0.00,46,2,0.96,0.04,22,26,0.46,0.54,34,14,0.71,0.29,36,12,0.75,0.25,22,26,0.46,0.54,41,7,0.85,0.15,48,0,1.00,0.00,24,24,0.50,0.50,48,0,1.00,0.00,48,0,1.00,0.00,48,0,1.00,0.00,28,20,0.58,0.42,23,25,0.48,0.52,32,16,0.67,0.33,27,21,0.56,0.44,575,193,0.65,0.22
little_char_274_v.png,v,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,199,35,0.85,0.15,193,41,0.82,0.18,226,8,0.97,0.03,234,0,1.00,0.00,180,54,0.77,0.23,171,63,0.73,0.27,234,0,1.00,0.00,234,0,1.00,0.00,229,5,0.98,0.02,233,1,1.00,0.00,234,0,1.00,0.00,3537,207,0.93,0.05
