Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_0_3,Black_0_3,White_Density_0_3,Black_Density_0_3,White_0_4,Black_0_4,White_Density_0_4,Black_Density_0_4,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_1_3,Black_1_3,White_Density_1_3,Black_Density_1_3,White_1_4,Black_1_4,White_Density_1_4,Black_Density_1_4,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,White_2_3,Black_2_3,White_Density_2_3,Black_Density_2_3,White_2_4,Black_2_4,White_Density_2_4,Black_Density_2_4,White_3_0,Black_3_0,White_Density_3_0,Black_Density_3_0,White_3_1,Black_3_1,White_Density_3_1,Black_Density_3_1,White_3_2,Black_3_2,White_Density_3_2,Black_Density_3_2,White_3_3,Black_3_3,White_Density_3_3,Black_Density_3_3,White_3_4,Black_3_4,White_Density_3_4,Black_Density_3_4,White_4_0,Black_4_0,White_Density_4_0,Black_Density_4_0,White_4_1,Black_4_1,White_Density_4_1,Black_Density_4_1,White_4_2,Black_4_2,White_Density_4_2,Black_Density_4_2,White_4_3,Black_4_3,White_Density_4_3,Black_Density_4_3,White_4_4,Black_4_4,White_Density_4_4,Black_Density_4_4,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density,Letter_From_Random_Forest
big_char_365_R.png,R,,154,0,1.0,0.0,154,0,1.0,0.0,107,47,0.69,0.31,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,97,57,0.63,0.37,72,82,0.47,0.53,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,75,79,0.49,0.51,130,24,0.84,0.16,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,121,33,0.79,0.21,105,49,0.68,0.32,136,18,0.88,0.12,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,3461,389,0.87,0.1,R
big_char_781_H.png,H,,27,9,0.75,0.25,25,11,0.69,0.31,36,0,1.0,0.0,36,0,1.0,0.0,36,0,1.0,0.0,22,14,0.61,0.39,20,16,0.56,0.44,36,0,1.0,0.0,36,0,1.0,0.0,13,23,0.36,0.64,12,24,0.33,0.67,23,13,0.64,0.36,36,0,1.0,0.0,36,0,1.0,0.0,14,22,0.39,0.61,17,19,0.47,0.53,18,18,0.5,0.5,12,24,0.33,0.67,20,16,0.56,0.44,16,20,0.44,0.56,27,9,0.75,0.25,18,18,0.5,0.5,34,2,0.94,0.06,26,10,0.72,0.28,13,23,0.36,0.64,609,291,0.56,0.27,H
big_char_1404_T.png,T,E,141,13,0.92,0.08,140,14,0.91,0.09,140,14,0.91,0.09,140,14,0.91,0.09,140,14,0.91,0.09,154,0,1.0,0.0,126,28,0.82,0.18,77,77,0.5,0.5,112,42,0.73,0.27,154,0,1.0,0.0,154,0,1.0,0.0,142,12,0.92,0.08,125,29,0.81,0.19,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,149,5,0.97,0.03,152,2,0.99,0.01,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,3586,264,0.91,0.07,T
big_char_1192_S.png,S,S,24,6,0.8,0.2,11,19,0.37,0.63,5,25,0.17,0.83,5,25,0.17,0.83,23,7,0.77,0.23,21,9,0.7,0.3,6,24,0.2,0.8,27,3,0.9,0.1,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0,25,5,0.83,0.17,11,19,0.37,0.63,21,9,0.7,0.3,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0,15,15,0.5,0.5,18,12,0.6,0.4,18,12,0.6,0.4,9,21,0.3,0.7,15,15,0.5,0.5,15,15,0.5,0.5,12,18,0.4,0.6,491,259,0.59,0.31,S
big_char_1161_K.png,K,,139,1,0.99,0.01,139,1,0.99,0.01,134,6,0.96,0.04,140,0,1.0,0.0,139,1,0.99,0.01,120,20,0.86,0.14,132,8,0.94,0.06,136,4,0.97,0.03,140,0,1.0,0.0,140,0,1.0,0.0,111,29,0.79,0.21,63,77,0.45,0.55,116,24,0.83,0.17,140,0,1.0,0.0,140,0,1.0,0.0,104,36,0.74,0.26,96,44,0.69,0.31,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,109,31,0.78,0.22,88,52,0.63,0.37,95,45,0.68,0.32,140,0,1.0,0.0,140,0,1.0,0.0,3121,379,0.8,0.1,K
big_char_241_R.png,R,,35,0,1.0,0.0,34,1,0.97,0.03,20,15,0.57,0.43,10,25,0.29,0.71,18,17,0.51,0.49,32,3,0.91,0.09,8,27,0.23,0.77,11,24,0.31,0.69,10,25,0.29,0.71,21,14,0.6,0.4,23,12,0.66,0.34,2,33,0.06,0.94,25,10,0.71,0.29,35,0,1.0,0.0,35,0,1.0,0.0,10,25,0.29,0.71,9,26,0.26,0.74,13,22,0.37,0.63,33,2,0.94,0.06,35,0,1.0,0.0,7,28,0.2,0.8,29,6,0.83,0.17,28,7,0.8,0.2,10,25,0.29,0.71,20,15,0.57,0.43,513,362,0.47,0.33,R
big_char_626_J.png,J,,42,0,1.0,0.0,42,0,1.0,0.0,12,30,0.29,0.71,16,26,0.38,0.62,21,21,0.5,0.5,42,0,1.0,0.0,42,0,1.0,0.0,18,24,0.43,0.57,39,3,0.93,0.07,42,0,1.0,0.0,42,0,1.0,0.0,42,0,1.0,0.0,19,23,0.45,0.55,34,8,0.81,0.19,42,0,1.0,0.0,34,8,0.81,0.19,42,0,1.0,0.0,32,10,0.76,0.24,24,18,0.57,0.43,42,0,1.0,0.0,26,16,0.62,0.38,19,23,0.45,0.55,19,23,0.45,0.55,25,17,0.6,0.4,42,0,1.0,0.0,800,250,0.72,0.22,J
big_char_702_N.png,N,,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,150,4,0.97,0.03,142,12,0.92,0.08,154,0,1.0,0.0,143,11,0.93,0.07,136,18,0.88,0.12,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,83,71,0.54,0.46,100,54,0.65,0.35,109,45,0.71,0.29,147,7,0.95,0.05,154,0,1.0,0.0,96,58,0.62,0.38,99,55,0.64,0.36,123,31,0.8,0.2,154,0,1.0,0.0,154,0,1.0,0.0,139,15,0.9,0.1,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,3469,381,0.88,0.1,N
big_char_829_Y.png,Y,Y,32,16,0.67,0.33,47,1,0.98,0.02,48,0,1.0,0.0,45,3,0.94,0.06,18,30,0.38,0.62,41,7,0.85,0.15,20,28,0.42,0.58,38,10,0.79,0.21,21,27,0.44,0.56,8,40,0.17,0.83,48,0,1.0,0.0,41,7,0.85,0.15,35,13,0.73,0.27,40,8,0.83,0.17,8,40,0.17,0.83,37,11,0.77,0.23,46,2,0.96,0.04,48,0,1.0,0.0,47,1,0.98,0.02,16,32,0.33,0.67,42,6,0.88,0.12,24,24,0.5,0.5,24,24,0.5,0.5,22,26,0.46,0.54,25,23,0.52,0.48,821,379,0.66,0.31,Y
big_char_385_D.png,D,,0,12,0.0,1.0,8,4,0.67,0.33,6,6,0.5,0.5,0,12,0.0,1.0,4,8,0.33,0.67,1,11,0.08,0.92,11,1,0.92,0.08,12,0,1.0,0.0,11,1,0.92,0.08,3,9,0.25,0.75,5,7,0.42,0.58,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,12,0,1.0,0.0,10,2,0.83,0.17,7,5,0.58,0.42,5,7,0.42,0.58,215,85,0.6,0.24,D
big_char_980_T.png,T,,137,3,0.98,0.02,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,138,2,0.99,0.01,89,51,0.64,0.36,88,52,0.63,0.37,99,41,0.71,0.29,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,79,61,0.56,0.44,139,1,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,106,34,0.76,0.24,121,19,0.86,0.14,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,128,12,0.91,0.09,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,3224,276,0.83,0.07,T
big_char_1362_L.png,L,,139,1,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,117,23,0.84,0.16,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,103,37,0.74,0.26,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,84,56,0.6,0.4,77,63,0.55,0.45,84,56,0.6,0.4,140,0,1.0,0.0,140,0,1.0,0.0,133,7,0.95,0.05,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,3257,243,0.87,0.06,L
big_char_1149_G.png,G,G,42,0,1.0,0.0,33,9,0.79,0.21,15,27,0.36,0.64,19,23,0.45,0.55,42,0,1.0,0.0,31,11,0.74,0.26,15,27,0.36,0.64,28,14,0.67,0.33,39,3,0.93,0.07,42,0,1.0,0.0,13,29,0.31,0.69,42,0,1.0,0.0,30,12,0.71,0.29,10,32,0.24,0.76,23,19,0.55,0.45,29,13,0.69,0.31,17,25,0.4,0.6,28,14,0.67,0.33,12,30,0.29,0.71,4,38,0.1,0.9,42,0,1.0,0.0,41,1,0.98,0.02,32,10,0.76,0.24,20,22,0.48,0.52,38,4,0.9,0.1,687,363,0.61,0.32,G
big_char_910_O.png,O,O,149,5,0.97,0.03,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,153,1,0.99,0.01,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,153,1,0.99,0.01,135,19,0.88,0.12,82,72,0.53,0.47,141,13,0.92,0.08,154,0,1.0,0.0,154,0,1.0,0.0,130,24,0.84,0.16,70,84,0.45,0.55,139,15,0.9,0.1,154,0,1.0,0.0,153,1,0.99,0.01,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,3615,235,0.91,0.06,O
big_char_398_V.png,V,,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,153,1,0.99,0.01,154,0,1.0,0.0,110,44,0.71,0.29,141,13,0.92,0.08,122,32,0.79,0.21,154,0,1.0,0.0,154,0,1.0,0.0,132,22,0.86,0.14,105,49,0.68,0.32,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,148,6,0.96,0.04,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,3683,167,0.93,0.04,V
big_char_512_C.png,C,,139,1,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,138,2,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,99,41,0.71,0.29,109,31,0.78,0.22,140,0,1.0,0.0,140,0,1.0,0.0,110,30,0.79,0.21,126,14,0.9,0.1,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,107,33,0.76,0.24,124,16,0.89,0.11,135,5,0.96,0.04,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,98,42,0.7,0.3,102,38,0.73,0.27,140,0,1.0,0.0,3247,253,0.87,0.07,C
big_char_116_X.png,X,X,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,128,12,0.91,0.09,116,24,0.83,0.17,124,16,0.89,0.11,140,0,1.0,0.0,140,0,1.0,0.0,121,19,0.86,0.14,48,92,0.34,0.66,129,11,0.92,0.08,140,0,1.0,0.0,137,3,0.98,0.02,96,44,0.69,0.31,100,40,0.71,0.29,135,5,0.96,0.04,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,137,3,0.98,0.02,136,4,0.97,0.03,140,0,1.0,0.0,3227,273,0.86,0.07,X
big_char_654_V.png,V,V,139,1,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,114,26,0.81,0.19,140,0,1.0,0.0,116,24,0.83,0.17,140,0,1.0,0.0,139,1,0.99,0.01,90,50,0.64,0.36,105,35,0.75,0.25,111,29,0.79,0.21,140,0,1.0,0.0,140,0,1.0,0.0,118,22,0.84,0.16,64,76,0.46,0.54,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,139,1,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,3235,265,0.82,0.07,V
big_char_637_U.png,U,U,17,19,0.47,0.53,29,7,0.81,0.19,36,0,1.0,0.0,36,0,1.0,0.0,25,11,0.69,0.31,12,24,0.33,0.67,30,6,0.83,0.17,36,0,1.0,0.0,36,0,1.0,0.0,6,30,0.17,0.83,13,23,0.36,0.64,30,6,0.83,0.17,36,0,1.0,0.0,36,0,1.0,0.0,5,31,0.14,0.86,23,13,0.64,0.36,21,15,0.58,0.42,36,0,1.0,0.0,31,5,0.86,0.14,7,29,0.19,0.81,35,1,0.97,0.03,12,24,0.33,0.67,12,24,0.33,0.67,11,25,0.31,0.69,30,6,0.83,0.17,601,299,0.61,0.3,U
big_char_18_H.png,H,,42,0,1.0,0.0,38,4,0.9,0.1,23,19,0.55,0.45,42,0,1.0,0.0,30,12,0.71,0.29,42,0,1.0,0.0,19,23,0.45,0.55,32,10,0.76,0.24,40,2,0.95,0.05,24,18,0.57,0.43,36,6,0.86,0.14,18,24,0.43,0.57,14,28,0.33,0.67,25,17,0.6,0.4,17,25,0.4,0.6,21,21,0.5,0.5,41,1,0.98,0.02,42,0,1.0,0.0,14,28,0.33,0.67,27,15,0.64,0.36,14,28,0.33,0.67,23,19,0.55,0.45,38,4,0.9,0.1,35,7,0.83,0.17,24,18,0.57,0.43,721,329,0.56,0.25,H
big_char_624_H.png,H,,35,0,1.0,0.0,7,28,0.2,0.8,35,0,1.0,0.0,35,0,1.0,0.0,17,18,0.49,0.51,29,6,0.83,0.17,14,21,0.4,0.6,35,0,1.0,0.0,35,0,1.0,0.0,6,29,0.17,0.83,22,13,0.63,0.37,16,19,0.46,0.54,13,22,0.37,0.63,12,23,0.34,0.66,16,19,0.46,0.54,17,18,0.49,0.51,26,9,0.74,0.26,35,0,1.0,0.0,14,21,0.4,0.6,16,19,0.46,0.54,14,21,0.4,0.6,19,16,0.54,0.46,35,0,1.0,0.0,32,3,0.91,0.09,12,23,0.34,0.66,547,328,0.54,0.32,H
big_char_459_I.png,I,,14,0,1.0,0.0,14,0,1.0,0.0,14,0,1.0,0.0,13,1,0.93,0.07,5,9,0.36,0.64,14,0,1.0,0.0,14,0,1.0,0.0,9,5,0.64,0.36,1,13,0.07,0.93,4,10,0.29,0.71,14,0,1.0,0.0,9,5,0.64,0.36,0,14,0.0,1.0,3,11,0.21,0.79,13,1,0.93,0.07,14,0,1.0,0.0,0,14,0.0,1.0,0,14,0.0,1.0,14,0,1.0,0.0,14,0,1.0,0.0,14,0,1.0,0.0,5,9,0.36,0.64,1,13,0.07,0.93,11,3,0.79,0.21,14,0,1.0,0.0,228,122,0.45,0.24,I
big_char_68_A.png,A,,48,0,1.0,0.0,48,0,1.0,0.0,37,11,0.77,0.23,24,24,0.5,0.5,19,29,0.4,0.6,48,0,1.0,0.0,33,15,0.69,0.31,16,32,0.33,0.67,38,10,0.79,0.21,15,33,0.31,0.69,43,5,0.9,0.1,10,38,0.21,0.79,39,9,0.81,0.19,23,25,0.48,0.52,20,28,0.42,0.58,26,22,0.54,0.46,33,15,0.69,0.31,48,0,1.0,0.0,20,28,0.42,0.58,27,21,0.56,0.44,23,25,0.48,0.52,48,0,1.0,0.0,48,0,1.0,0.0,18,30,0.38,0.62,44,4,0.92,0.08,796,404,0.61,0.31,A
big_char_367_T.png,T,,153,1,0.99,0.01,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,123,31,0.8,0.2,91,63,0.59,0.41,117,37,0.76,0.24,154,0,1.0,0.0,154,0,1.0,0.0,132,22,0.86,0.14,84,70,0.55,0.45,152,2,0.99,0.01,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,102,52,0.66,0.34,154,0,1.0,0.0,154,0,1.0,0.0,152,2,0.99,0.01,154,0,1.0,0.0,146,8,0.95,0.05,154,0,1.0,0.0,154,0,1.0,0.0,3562,288,0.9,0.07,T
big_char_107_G.png,G,S,56,0,1.0,0.0,35,21,0.62,0.38,25,31,0.45,0.55,27,29,0.48,0.52,56,0,1.0,0.0,40,16,0.71,0.29,47,9,0.84,0.16,56,0,1.0,0.0,56,0,1.0,0.0,56,0,1.0,0.0,25,31,0.45,0.55,37,19,0.66,0.34,31,25,0.55,0.45,30,26,0.54,0.46,36,20,0.64,0.36,53,3,0.95,0.05,35,21,0.62,0.38,24,32,0.43,0.57,15,41,0.27,0.73,6,50,0.11,0.89,56,0,1.0,0.0,56,0,1.0,0.0,53,3,0.95,0.05,42,14,0.75,0.25,25,31,0.45,0.55,978,422,0.61,0.26,G
big_char_982_V.png,V,,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,139,1,0.99,0.01,140,0,1.0,0.0,99,41,0.71,0.29,140,0,1.0,0.0,124,16,0.89,0.11,137,3,0.98,0.02,140,0,1.0,0.0,120,20,0.86,0.14,135,5,0.96,0.04,78,62,0.56,0.44,138,2,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,100,40,0.71,0.29,136,4,0.97,0.03,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,133,7,0.95,0.05,140,0,1.0,0.0,140,0,1.0,0.0,3299,201,0.85,0.05,V
big_char_1325_N.png,N,,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,131,9,0.94,0.06,108,32,0.77,0.23,133,7,0.95,0.05,131,9,0.94,0.06,140,0,1.0,0.0,131,9,0.94,0.06,66,74,0.47,0.53,104,36,0.74,0.26,99,41,0.71,0.29,140,0,1.0,0.0,133,7,0.95,0.05,92,48,0.66,0.34,73,67,0.52,0.48,109,31,0.78,0.22,140,0,1.0,0.0,140,0,1.0,0.0,134,6,0.96,0.04,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,3124,376,0.81,0.1,N
big_char_510_A.png,A,A,140,0,1.0,0.0,140,0,1.0,0.0,138,2,0.99,0.01,140,0,1.0,0.0,137,3,0.98,0.02,140,0,1.0,0.0,140,0,1.0,0.0,73,67,0.52,0.48,88,52,0.63,0.37,140,0,1.0,0.0,140,0,1.0,0.0,132,8,0.94,0.06,53,87,0.38,0.62,96,44,0.69,0.31,140,0,1.0,0.0,140,0,1.0,0.0,117,23,0.84,0.16,119,21,0.85,0.15,80,60,0.57,0.43,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,3133,367,0.82,0.1,A
big_char_151_Z.png,Z,Z,38,4,0.9,0.1,17,25,0.4,0.6,18,24,0.43,0.57,17,25,0.4,0.6,42,0,1.0,0.0,35,7,0.83,0.17,41,1,0.98,0.02,29,13,0.69,0.31,25,17,0.6,0.4,42,0,1.0,0.0,40,2,0.95,0.05,18,24,0.43,0.57,5,37,0.12,0.88,16,26,0.38,0.62,23,19,0.55,0.45,29,13,0.69,0.31,28,14,0.67,0.33,42,0,1.0,0.0,42,0,1.0,0.0,42,0,1.0,0.0,12,30,0.29,0.71,18,24,0.43,0.57,16,26,0.38,0.62,18,24,0.43,0.57,40,2,0.95,0.05,693,357,0.6,0.31,Z
big_char_1380_K.png,K,K,22,20,0.52,0.48,36,6,0.86,0.14,42,0,1.0,0.0,41,1,0.98,0.02,36,6,0.86,0.14,18,24,0.43,0.57,23,19,0.55,0.45,21,21,0.5,0.5,23,19,0.55,0.45,36,6,0.86,0.14,14,28,0.33,0.67,25,17,0.6,0.4,42,0,1.0,0.0,42,0,1.0,0.0,42,0,1.0,0.0,14,28,0.33,0.67,11,31,0.26,0.74,39,3,0.93,0.07,42,0,1.0,0.0,42,0,1.0,0.0,29,13,0.69,0.31,35,7,0.83,0.17,17,25,0.4,0.6,17,25,0.4,0.6,34,8,0.81,0.19,743,307,0.65,0.27,K
big_char_909_N.png,N,N,148,6,0.96,0.04,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,140,14,0.91,0.09,90,64,0.58,0.42,129,25,0.84,0.16,154,0,1.0,0.0,152,2,0.99,0.01,95,59,0.62,0.38,96,58,0.62,0.38,104,50,0.68,0.32,154,0,1.0,0.0,153,1,0.99,0.01,108,46,0.7,0.3,147,7,0.95,0.05,123,31,0.8,0.2,154,0,1.0,0.0,153,1,0.99,0.01,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,3486,364,0.87,0.09,N
big_char_888_X.png,X,X,135,5,0.96,0.04,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,137,3,0.98,0.02,108,32,0.77,0.23,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,53,87,0.38,0.62,124,16,0.89,0.11,140,0,1.0,0.0,140,0,1.0,0.0,130,10,0.93,0.07,60,80,0.43,0.57,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,121,19,0.86,0.14,124,16,0.89,0.11,140,0,1.0,0.0,140,0,1.0,0.0,3232,268,0.83,0.07,X
big_char_337_X.png,X,X,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,138,2,0.99,0.01,98,42,0.7,0.3,140,0,1.0,0.0,140,0,1.0,0.0,137,3,0.98,0.02,61,79,0.44,0.56,130,10,0.93,0.07,140,0,1.0,0.0,140,0,1.0,0.0,115,25,0.82,0.18,72,68,0.51,0.49,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,127,13,0.91,0.09,132,8,0.94,0.06,140,0,1.0,0.0,140,0,1.0,0.0,3250,250,0.84,0.06,X
big_char_1185_J.png,J,,49,0,1.0,0.0,38,11,0.78,0.22,20,29,0.41,0.59,22,27,0.45,0.55,21,28,0.43,0.57,49,0,1.0,0.0,49,0,1.0,0.0,19,30,0.39,0.61,49,0,1.0,0.0,49,0,1.0,0.0,46,3,0.94,0.06,47,2,0.96,0.04,21,28,0.43,0.57,45,4,0.92,0.08,49,0,1.0,0.0,24,25,0.49,0.51,48,1,0.98,0.02,39,10,0.8,0.2,30,19,0.61,0.39,49,0,1.0,0.0,30,19,0.61,0.39,26,23,0.53,0.47,23,26,0.47,0.53,35,14,0.71,0.29,49,0,1.0,0.0,926,299,0.68,0.22,J
big_char_694_V.png,V,V,15,15,0.5,0.5,28,2,0.93,0.07,30,0,1.0,0.0,30,0,1.0,0.0,13,17,0.43,0.57,13,17,0.43,0.57,16,14,0.53,0.47,30,0,1.0,0.0,22,8,0.73,0.27,12,18,0.4,0.6,23,7,0.77,0.23,6,24,0.2,0.8,30,0,1.0,0.0,9,21,0.3,0.7,25,5,0.83,0.17,30,0,1.0,0.0,2,28,0.07,0.93,21,9,0.7,0.3,11,19,0.37,0.63,30,0,1.0,0.0,30,0,1.0,0.0,14,16,0.47,0.53,1,29,0.03,0.97,27,3,0.9,0.1,30,0,1.0,0.0,498,252,0.55,0.28,V
big_char_414_W.png,W,,47,7,0.87,0.13,54,0,1.0,0.0,54,0,1.0,0.0,54,0,1.0,0.0,38,16,0.7,0.3,30,24,0.56,0.44,54,0,1.0,0.0,23,31,0.43,0.57,54,0,1.0,0.0,25,29,0.46,0.54,28,26,0.52,0.48,54,0,1.0,0.0,16,38,0.3,0.7,54,0,1.0,0.0,24,30,0.44,0.56,24,30,0.44,0.56,42,12,0.78,0.22,8,46,0.15,0.85,37,17,0.69,0.31,25,29,0.46,0.54,48,6,0.89,0.11,20,34,0.37,0.63,47,7,0.87,0.13,20,34,0.37,0.63,28,26,0.52,0.48,908,442,0.65,0.32,W
big_char_1264_O.png,O,O,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,138,2,0.99,0.01,138,2,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,136,4,0.97,0.03,100,40,0.71,0.29,83,57,0.59,0.41,140,0,1.0,0.0,140,0,1.0,0.0,130,10,0.93,0.07,96,44,0.69,0.31,88,52,0.63,0.37,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,105,35,0.75,0.25,118,22,0.84,0.16,140,0,1.0,0.0,140,0,1.0,0.0,3232,268,0.86,0.07,O
big_char_1221_X.png,X,X,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0,26,4,0.87,0.13,15,15,0.5,0.5,30,0,1.0,0.0,18,12,0.6,0.4,19,11,0.63,0.37,7,23,0.23,0.77,27,3,0.9,0.1,30,0,1.0,0.0,15,15,0.5,0.5,5,25,0.17,0.83,29,1,0.97,0.03,30,0,1.0,0.0,27,3,0.9,0.1,6,24,0.2,0.8,5,25,0.17,0.83,22,8,0.73,0.27,30,0,1.0,0.0,14,16,0.47,0.53,19,11,0.63,0.37,28,2,0.93,0.07,11,19,0.37,0.63,29,1,0.97,0.03,532,218,0.69,0.28,X
big_char_1330_U.png,U,,148,6,0.96,0.04,153,1,0.99,0.01,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,144,10,0.94,0.06,118,36,0.77,0.23,154,0,1.0,0.0,117,37,0.76,0.24,154,0,1.0,0.0,149,5,0.97,0.03,121,33,0.79,0.21,139,15,0.9,0.1,115,39,0.75,0.25,154,0,1.0,0.0,154,0,1.0,0.0,143,11,0.93,0.07,106,48,0.69,0.31,153,1,0.99,0.01,154,0,1.0,0.0,141,13,0.92,0.08,144,10,0.94,0.06,144,10,0.94,0.06,140,14,0.91,0.09,145,9,0.94,0.06,3552,298,0.91,0.08,U
