Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_180_R.png,R,,112,20,0.85,0.15,76,56,0.58,0.42,106,26,0.80,0.20,64,68,0.48,0.52,52,80,0.39,0.61,129,3,0.98,0.02,81,51,0.61,0.39,104,28,0.79,0.21,87,45,0.66,0.34,811,377,0.68,0.32
big_char_1119_K.png,K,,85,58,0.59,0.41,111,32,0.78,0.22,96,47,0.67,0.33,53,90,0.37,0.63,77,66,0.54,0.46,143,0,1.00,0.00,60,83,0.42,0.58,96,47,0.67,0.33,120,23,0.84,0.16,841,446,0.63,0.34
big_char_146_C.png,C,C,84,26,0.76,0.24,70,40,0.64,0.36,80,30,0.73,0.27,68,42,0.62,0.38,110,0,1.00,0.00,110,0,1.00,0.00,81,29,0.74,0.26,71,39,0.65,0.35,74,36,0.67,0.33,748,242,0.73,0.24
big_char_551_R.png,R,R,431,1,1.00,0.00,368,64,0.85,0.15,432,0,1.00,0.00,339,93,0.78,0.22,313,119,0.72,0.28,432,0,1.00,0.00,375,57,0.87,0.13,351,81,0.81,0.19,429,3,0.99,0.01,3470,418,0.89,0.11
big_char_12_C.png,C,C,94,26,0.78,0.22,72,48,0.60,0.40,103,17,0.86,0.14,77,43,0.64,0.36,120,0,1.00,0.00,120,0,1.00,0.00,87,33,0.72,0.28,82,38,0.68,0.32,84,36,0.70,0.30,839,241,0.73,0.21
big_char_416_C.png,C,,408,0,1.00,0.00,344,64,0.84,0.16,408,0,1.00,0.00,385,23,0.94,0.06,324,84,0.79,0.21,401,7,0.98,0.02,408,0,1.00,0.00,368,40,0.90,0.10,397,11,0.97,0.03,3443,229,0.90,0.06
big_char_239_S.png,S,,132,24,0.85,0.15,92,64,0.59,0.41,103,53,0.66,0.34,155,1,0.99,0.01,103,53,0.66,0.34,139,17,0.89,0.11,114,42,0.73,0.27,112,44,0.72,0.28,87,69,0.56,0.44,1037,367,0.68,0.24
big_char_466_J.png,J,,120,0,1.00,0.00,64,56,0.53,0.47,65,55,0.54,0.46,120,0,1.00,0.00,101,19,0.84,0.16,93,27,0.78,0.23,88,32,0.73,0.27,76,44,0.63,0.37,85,35,0.71,0.29,812,268,0.67,0.22
big_char_975_K.png,K,K,401,31,0.93,0.07,398,34,0.92,0.08,432,0,1.00,0.00,360,72,0.83,0.17,339,93,0.78,0.22,432,0,1.00,0.00,407,25,0.94,0.06,342,90,0.79,0.21,424,8,0.98,0.02,3535,353,0.91,0.09
big_char_125_A.png,A,,428,4,0.99,0.01,368,64,0.85,0.15,401,31,0.93,0.07,432,0,1.00,0.00,265,167,0.61,0.39,370,62,0.86,0.14,425,7,0.98,0.02,415,17,0.96,0.04,429,3,0.99,0.01,3533,355,0.91,0.09
big_char_59_M.png,M,,427,5,0.99,0.01,428,4,0.99,0.01,425,7,0.98,0.02,322,110,0.75,0.25,213,219,0.49,0.51,418,14,0.97,0.03,378,54,0.88,0.12,357,75,0.83,0.17,430,2,1.00,0.00,3398,490,0.87,0.13
big_char_363_Q.png,Q,,432,0,1.00,0.00,361,71,0.84,0.16,420,12,0.97,0.03,390,42,0.90,0.10,306,126,0.71,0.29,368,64,0.85,0.15,400,32,0.93,0.07,344,88,0.80,0.20,430,2,1.00,0.00,3451,437,0.87,0.11
big_char_988_K.png,K,K,85,58,0.59,0.41,116,27,0.81,0.19,134,9,0.94,0.06,42,101,0.29,0.71,131,12,0.92,0.08,143,0,1.00,0.00,87,56,0.61,0.39,93,50,0.65,0.35,104,39,0.73,0.27,935,352,0.68,0.26
big_char_767_J.png,J,,84,26,0.76,0.24,55,55,0.50,0.50,73,37,0.66,0.34,110,0,1.00,0.00,87,23,0.79,0.21,88,22,0.80,0.20,71,39,0.65,0.35,62,48,0.56,0.44,92,18,0.84,0.16,722,268,0.69,0.26
big_char_696_B.png,B,R,373,41,0.90,0.10,336,78,0.81,0.19,414,0,1.00,0.00,321,93,0.78,0.22,312,102,0.75,0.25,414,0,1.00,0.00,379,35,0.92,0.08,353,61,0.85,0.15,414,0,1.00,0.00,3316,410,0.86,0.11
big_char_1316_W.png,W,U,78,26,0.75,0.25,72,32,0.69,0.31,92,12,0.88,0.12,96,8,0.92,0.08,68,36,0.65,0.35,93,11,0.89,0.11,76,28,0.73,0.27,77,27,0.74,0.26,88,16,0.85,0.15,740,196,0.74,0.20
big_char_964_T.png,T,F,96,47,0.67,0.33,69,74,0.48,0.52,89,54,0.62,0.38,142,1,0.99,0.01,99,44,0.69,0.31,143,0,1.00,0.00,108,35,0.76,0.24,133,10,0.93,0.07,143,0,1.00,0.00,1022,265,0.73,0.19
big_char_1297_A.png,A,A,90,27,0.77,0.23,69,48,0.59,0.41,67,50,0.57,0.43,50,67,0.43,0.57,78,39,0.67,0.33,49,68,0.42,0.58,65,52,0.56,0.44,117,0,1.00,0.00,59,58,0.50,0.50,644,409,0.60,0.38
big_char_1232_D.png,D,,110,33,0.77,0.23,84,59,0.59,0.41,139,4,0.97,0.03,80,63,0.56,0.44,138,5,0.97,0.03,79,64,0.55,0.45,64,79,0.45,0.55,93,50,0.65,0.35,105,38,0.73,0.27,892,395,0.66,0.29
big_char_805_G.png,G,E,432,0,1.00,0.00,369,63,0.85,0.15,419,13,0.97,0.03,385,47,0.89,0.11,329,103,0.76,0.24,432,0,1.00,0.00,408,24,0.94,0.06,296,136,0.69,0.31,432,0,1.00,0.00,3502,386,0.90,0.10
big_char_886_V.png,V,A,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,334,74,0.82,0.18,330,78,0.81,0.19,403,5,0.99,0.01,348,60,0.85,0.15,337,71,0.83,0.17,408,0,1.00,0.00,3384,288,0.89,0.08
big_char_1196_A.png,A,A,391,17,0.96,0.04,311,97,0.76,0.24,360,48,0.88,0.12,399,9,0.98,0.02,262,146,0.64,0.36,333,75,0.82,0.18,385,23,0.94,0.06,387,21,0.95,0.05,371,37,0.91,0.09,3199,473,0.83,0.12
big_char_1368_Q.png,Q,D,408,0,1.00,0.00,331,77,0.81,0.19,408,0,1.00,0.00,408,0,1.00,0.00,218,190,0.53,0.47,372,36,0.91,0.09,408,0,1.00,0.00,378,30,0.93,0.07,407,1,1.00,0.00,3338,334,0.87,0.09
big_char_129_L.png,L,,410,4,0.99,0.01,376,38,0.91,0.09,412,2,1.00,0.00,373,41,0.90,0.10,343,71,0.83,0.17,384,30,0.93,0.07,388,26,0.94,0.06,341,73,0.82,0.18,399,15,0.96,0.04,3426,300,0.89,0.08
big_char_1041_J.png,J,E,407,7,0.98,0.02,366,48,0.88,0.12,391,23,0.94,0.06,408,6,0.99,0.01,287,127,0.69,0.31,409,5,0.99,0.01,396,18,0.96,0.04,333,81,0.80,0.20,414,0,1.00,0.00,3411,315,0.90,0.08
big_char_1074_C.png,C,C,385,23,0.94,0.06,338,70,0.83,0.17,408,0,1.00,0.00,352,56,0.86,0.14,329,79,0.81,0.19,407,1,1.00,0.00,408,0,1.00,0.00,388,20,0.95,0.05,407,1,1.00,0.00,3422,250,0.90,0.07
big_char_573_C.png,C,,408,0,1.00,0.00,350,58,0.86,0.14,408,0,1.00,0.00,378,30,0.93,0.07,325,83,0.80,0.20,408,0,1.00,0.00,408,0,1.00,0.00,355,53,0.87,0.13,396,12,0.97,0.03,3436,236,0.90,0.06
big_char_503_J.png,J,,120,0,1.00,0.00,70,50,0.58,0.42,78,42,0.65,0.35,120,0,1.00,0.00,80,40,0.67,0.33,120,0,1.00,0.00,89,31,0.74,0.26,51,69,0.42,0.57,120,0,1.00,0.00,848,232,0.74,0.20
big_char_1158_Y.png,Y,,98,52,0.65,0.35,150,0,1.00,0.00,79,71,0.53,0.47,123,27,0.82,0.18,113,37,0.75,0.25,59,91,0.39,0.61,147,3,0.98,0.02,103,47,0.69,0.31,98,52,0.65,0.35,970,380,0.70,0.27
big_char_1234_U.png,U,,370,38,0.91,0.09,406,2,1.00,0.00,408,0,1.00,0.00,328,80,0.80,0.20,328,80,0.80,0.20,408,0,1.00,0.00,396,12,0.97,0.03,335,73,0.82,0.18,405,3,0.99,0.01,3384,288,0.89,0.08
big_char_462_Y.png,Y,,111,39,0.74,0.26,110,40,0.73,0.27,121,29,0.81,0.19,136,14,0.91,0.09,108,42,0.72,0.28,89,61,0.59,0.41,105,45,0.70,0.30,107,43,0.71,0.29,100,50,0.67,0.33,987,363,0.73,0.27
big_char_1128_G.png,G,G,143,13,0.92,0.08,95,61,0.61,0.39,129,27,0.83,0.17,103,53,0.66,0.34,131,25,0.84,0.16,99,57,0.63,0.37,109,47,0.70,0.30,108,48,0.69,0.31,72,84,0.46,0.54,989,415,0.69,0.29
big_char_1415_J.png,J,,138,5,0.97,0.03,74,69,0.52,0.48,100,43,0.70,0.30,128,15,0.90,0.10,102,41,0.71,0.29,143,0,1.00,0.00,102,41,0.71,0.29,95,48,0.66,0.34,143,0,1.00,0.00,1025,262,0.77,0.20
big_char_1061_X.png,X,X,154,2,0.99,0.01,118,38,0.76,0.24,124,32,0.79,0.21,148,8,0.95,0.05,49,107,0.31,0.69,107,49,0.69,0.31,96,60,0.62,0.38,122,34,0.78,0.22,152,4,0.97,0.03,1070,334,0.74,0.23
big_char_317_K.png,K,,68,40,0.63,0.37,66,42,0.61,0.39,94,14,0.87,0.13,29,79,0.27,0.73,77,31,0.71,0.29,108,0,1.00,0.00,47,61,0.44,0.56,57,51,0.53,0.47,70,38,0.65,0.35,616,356,0.56,0.32
big_char_1183_Z.png,Z,,159,6,0.96,0.04,82,83,0.50,0.50,157,8,0.95,0.05,135,30,0.82,0.18,79,86,0.48,0.52,124,41,0.75,0.25,91,74,0.55,0.45,118,47,0.72,0.28,124,41,0.75,0.25,1069,416,0.70,0.27
big_char_206_F.png,F,,101,31,0.77,0.23,82,50,0.62,0.38,83,49,0.63,0.37,50,82,0.38,0.62,81,51,0.61,0.39,110,22,0.83,0.17,77,55,0.58,0.42,132,0,1.00,0.00,132,0,1.00,0.00,848,340,0.69,0.28
big_char_14_D.png,D,S,72,38,0.65,0.35,73,37,0.66,0.34,110,0,1.00,0.00,55,55,0.50,0.50,88,22,0.80,0.20,70,40,0.64,0.36,56,54,0.51,0.49,63,47,0.57,0.43,77,33,0.70,0.30,664,326,0.67,0.33
big_char_21_M.png,M,M,93,47,0.66,0.34,98,42,0.70,0.30,109,31,0.78,0.22,87,53,0.62,0.38,44,96,0.31,0.69,83,57,0.59,0.41,114,26,0.81,0.19,119,21,0.85,0.15,105,35,0.75,0.25,852,408,0.66,0.32
big_char_557_B.png,B,K,84,15,0.85,0.15,49,50,0.49,0.51,65,34,0.66,0.34,51,48,0.52,0.48,32,67,0.32,0.68,90,9,0.91,0.09,27,72,0.27,0.73,72,27,0.73,0.27,40,59,0.40,0.60,510,381,0.52,0.39
big_char_1391_B.png,B,,414,0,1.00,0.00,349,65,0.84,0.16,414,0,1.00,0.00,414,0,1.00,0.00,221,193,0.53,0.47,414,0,1.00,0.00,414,0,1.00,0.00,290,124,0.70,0.30,414,0,1.00,0.00,3344,382,0.88,0.10
big_char_882_R.png,R,R,419,13,0.97,0.03,360,72,0.83,0.17,432,0,1.00,0.00,349,83,0.81,0.19,321,111,0.74,0.26,432,0,1.00,0.00,402,30,0.93,0.07,386,46,0.89,0.11,432,0,1.00,0.00,3533,355,0.91,0.09
big_char_1293_R.png,R,R,424,8,0.98,0.02,310,122,0.72,0.28,413,19,0.96,0.04,387,45,0.90,0.10,277,155,0.64,0.36,432,0,1.00,0.00,428,4,0.99,0.01,378,54,0.88,0.12,430,2,1.00,0.00,3479,409,0.89,0.11
big_char_1334_G.png,G,G,124,16,0.89,0.11,93,47,0.66,0.34,98,42,0.70,0.30,82,58,0.59,0.41,113,27,0.81,0.19,90,50,0.64,0.36,127,13,0.91,0.09,103,37,0.74,0.26,58,82,0.41,0.59,888,372,0.65,0.27
big_char_378_E.png,E,,91,52,0.64,0.36,76,67,0.53,0.47,120,23,0.84,0.16,143,0,1.00,0.00,59,84,0.41,0.59,101,42,0.71,0.29,108,35,0.76,0.24,64,79,0.45,0.55,138,5,0.97,0.03,900,387,0.66,0.28
big_char_1280_X.png,X,K,89,21,0.81,0.19,94,16,0.85,0.15,70,40,0.64,0.36,101,9,0.92,0.08,38,72,0.35,0.65,109,1,0.99,0.01,62,48,0.56,0.44,76,34,0.69,0.31,107,3,0.97,0.03,746,244,0.69,0.22
big_char_1238_X.png,X,F,429,3,0.99,0.01,406,26,0.94,0.06,432,0,1.00,0.00,406,26,0.94,0.06,292,140,0.68,0.32,432,0,1.00,0.00,375,57,0.87,0.13,389,43,0.90,0.10,430,2,1.00,0.00,3591,297,0.91,0.08
big_char_320_W.png,W,,120,30,0.80,0.20,122,28,0.81,0.19,123,27,0.82,0.18,112,38,0.75,0.25,98,52,0.65,0.35,103,47,0.69,0.31,99,51,0.66,0.34,83,67,0.55,0.45,81,69,0.54,0.46,941,409,0.68,0.30
big_char_1045_N.png,N,,408,0,1.00,0.00,382,26,0.94,0.06,403,5,0.99,0.01,344,64,0.84,0.16,267,141,0.65,0.35,369,39,0.90,0.10,371,37,0.91,0.09,346,62,0.85,0.15,408,0,1.00,0.00,3298,374,0.86,0.10
big_char_287_U.png,U,,95,15,0.86,0.14,110,0,1.00,0.00,69,41,0.63,0.37,72,38,0.65,0.35,110,0,1.00,0.00,60,50,0.55,0.45,56,54,0.51,0.49,63,47,0.57,0.43,72,38,0.65,0.35,707,283,0.67,0.27
big_char_761_Y.png,Y,,406,26,0.94,0.06,402,30,0.93,0.07,429,3,0.99,0.01,415,17,0.96,0.04,320,112,0.74,0.26,432,0,1.00,0.00,432,0,1.00,0.00,330,102,0.76,0.24,429,3,0.99,0.01,3595,293,0.92,0.08
big_char_252_L.png,L,,68,28,0.71,0.29,94,2,0.98,0.02,96,0,1.00,0.00,63,33,0.66,0.34,96,0,1.00,0.00,96,0,1.00,0.00,49,47,0.51,0.49,44,52,0.46,0.54,45,51,0.47,0.53,651,213,0.69,0.22
big_char_77_R.png,R,,110,7,0.94,0.06,67,50,0.57,0.43,75,42,0.64,0.36,39,78,0.33,0.67,46,71,0.39,0.61,110,7,0.94,0.06,52,65,0.44,0.56,88,29,0.75,0.25,80,37,0.68,0.32,667,386,0.61,0.35
big_char_1126_J.png,J,,131,23,0.85,0.15,89,65,0.58,0.42,114,40,0.74,0.26,154,0,1.00,0.00,152,2,0.99,0.01,104,50,0.68,0.32,91,63,0.59,0.41,116,38,0.75,0.25,74,80,0.48,0.52,1025,361,0.69,0.24
big_char_341_C.png,C,C,89,11,0.89,0.11,58,42,0.58,0.42,70,30,0.70,0.30,54,46,0.54,0.46,100,0,1.00,0.00,100,0,1.00,0.00,72,28,0.72,0.28,67,33,0.67,0.33,71,29,0.71,0.29,681,219,0.69,0.22
big_char_250_N.png,N,,90,54,0.62,0.38,144,0,1.00,0.00,112,32,0.78,0.22,61,83,0.42,0.58,134,10,0.93,0.07,104,40,0.72,0.28,101,43,0.70,0.30,75,69,0.52,0.48,90,54,0.62,0.38,911,385,0.65,0.28
big_char_1259_L.png,L,,61,30,0.67,0.33,91,0,1.00,0.00,91,0,1.00,0.00,50,41,0.55,0.45,91,0,1.00,0.00,91,0,1.00,0.00,42,49,0.46,0.54,38,53,0.42,0.58,44,47,0.48,0.52,599,220,0.67,0.25
big_char_215_Y.png,Y,,83,47,0.64,0.36,89,41,0.68,0.32,119,11,0.92,0.08,110,20,0.85,0.15,84,46,0.65,0.35,83,47,0.64,0.36,119,11,0.92,0.08,84,46,0.65,0.35,65,65,0.50,0.50,836,334,0.70,0.28
big_char_23_Z.png,Z,,87,21,0.81,0.19,64,44,0.59,0.41,79,29,0.73,0.27,84,24,0.78,0.22,41,67,0.38,0.62,75,33,0.69,0.31,56,52,0.52,0.48,77,31,0.71,0.29,77,31,0.71,0.29,640,332,0.62,0.32
big_char_1346_N.png,N,U,99,31,0.76,0.24,89,41,0.68,0.32,109,21,0.84,0.16,76,54,0.58,0.42,76,54,0.58,0.42,85,45,0.65,0.35,88,42,0.68,0.32,97,33,0.75,0.25,96,34,0.74,0.26,815,355,0.66,0.29
big_char_873_J.png,J,,72,18,0.80,0.20,44,46,0.49,0.51,45,45,0.50,0.50,83,7,0.92,0.08,71,19,0.79,0.21,66,24,0.73,0.27,53,37,0.59,0.41,56,34,0.62,0.38,57,33,0.63,0.37,547,263,0.59,0.28
big_char_1212_C.png,C,C,91,19,0.83,0.17,53,57,0.48,0.52,78,32,0.71,0.29,66,44,0.60,0.40,110,0,1.00,0.00,110,0,1.00,0.00,88,22,0.80,0.20,68,42,0.62,0.38,78,32,0.71,0.29,742,248,0.75,0.25
big_char_40_Y.png,Y,,69,48,0.59,0.41,116,1,0.99,0.01,92,25,0.79,0.21,105,12,0.90,0.10,78,39,0.67,0.33,34,83,0.29,0.71,81,36,0.69,0.31,98,19,0.84,0.16,65,52,0.56,0.44,738,315,0.64,0.27
big_char_471_Q.png,Q,,108,22,0.83,0.17,73,57,0.56,0.44,75,55,0.58,0.42,82,48,0.63,0.37,96,34,0.74,0.26,84,46,0.65,0.35,93,37,0.72,0.28,78,52,0.60,0.40,90,40,0.69,0.31,779,391,0.67,0.33
big_char_298_P.png,P,,387,4,0.99,0.01,364,27,0.93,0.07,391,0,1.00,0.00,293,98,0.75,0.25,316,75,0.81,0.19,391,0,1.00,0.00,360,31,0.92,0.08,391,0,1.00,0.00,391,0,1.00,0.00,3284,235,0.89,0.06
big_char_1355_D.png,D,,384,7,0.98,0.02,336,55,0.86,0.14,391,0,1.00,0.00,334,57,0.85,0.15,266,125,0.68,0.32,380,11,0.97,0.03,369,22,0.94,0.06,330,61,0.84,0.16,391,0,1.00,0.00,3181,338,0.85,0.09
big_char_53_D.png,D,,414,0,1.00,0.00,328,86,0.79,0.21,402,12,0.97,0.03,392,22,0.95,0.05,269,145,0.65,0.35,386,28,0.93,0.07,397,17,0.96,0.04,364,50,0.88,0.12,414,0,1.00,0.00,3366,360,0.88,0.09
big_char_1049_V.png,V,,392,16,0.96,0.04,407,1,1.00,0.00,385,23,0.94,0.06,389,19,0.95,0.05,316,92,0.77,0.23,398,10,0.98,0.02,408,0,1.00,0.00,390,18,0.96,0.04,408,0,1.00,0.00,3493,179,0.92,0.05
big_char_667_Z.png,Z,,157,11,0.93,0.07,80,88,0.48,0.52,154,14,0.92,0.08,113,55,0.67,0.33,77,91,0.46,0.54,145,23,0.86,0.14,125,43,0.74,0.26,99,69,0.59,0.41,118,50,0.70,0.30,1068,444,0.67,0.28
big_char_652_S.png,S,,431,1,1.00,0.00,408,24,0.94,0.06,416,16,0.96,0.04,425,7,0.98,0.02,345,87,0.80,0.20,425,7,0.98,0.02,411,21,0.95,0.05,351,81,0.81,0.19,432,0,1.00,0.00,3644,244,0.94,0.06
big_char_245_U.png,U,,82,28,0.75,0.25,110,0,1.00,0.00,71,39,0.65,0.35,73,37,0.66,0.34,110,0,1.00,0.00,58,52,0.53,0.47,61,49,0.55,0.45,69,41,0.63,0.37,67,43,0.61,0.39,701,289,0.64,0.27
big_char_588_P.png,P,P,129,1,0.99,0.01,78,52,0.60,0.40,60,70,0.46,0.54,83,47,0.64,0.36,74,56,0.57,0.43,95,35,0.73,0.27,69,61,0.53,0.47,130,0,1.00,0.00,130,0,1.00,0.00,848,322,0.68,0.26
big_char_1094_D.png,D,S,60,40,0.60,0.40,81,19,0.81,0.19,100,0,1.00,0.00,63,37,0.63,0.37,71,29,0.71,0.29,59,41,0.59,0.41,52,48,0.52,0.48,59,41,0.59,0.41,53,47,0.53,0.47,598,302,0.62,0.31
big_char_979_S.png,S,,432,0,1.00,0.00,346,86,0.80,0.20,429,3,0.99,0.01,423,9,0.98,0.02,328,104,0.76,0.24,432,0,1.00,0.00,427,5,0.99,0.01,360,72,0.83,0.17,432,0,1.00,0.00,3609,279,0.91,0.07
big_char_1353_B.png,B,,407,7,0.98,0.02,295,119,0.71,0.29,413,1,1.00,0.00,325,89,0.79,0.21,306,108,0.74,0.26,414,0,1.00,0.00,354,60,0.86,0.14,346,68,0.84,0.16,414,0,1.00,0.00,3274,452,0.85,0.12
big_char_451_T.png,T,,409,23,0.95,0.05,395,37,0.91,0.09,424,8,0.98,0.02,406,26,0.94,0.06,283,149,0.66,0.34,430,2,1.00,0.00,427,5,0.99,0.01,396,36,0.92,0.08,432,0,1.00,0.00,3602,286,0.93,0.07
big_char_1198_L.png,L,,375,16,0.96,0.04,383,8,0.98,0.02,391,0,1.00,0.00,318,73,0.81,0.19,388,3,0.99,0.01,391,0,1.00,0.00,332,59,0.85,0.15,294,97,0.75,0.25,390,1,1.00,0.00,3262,257,0.87,0.07
big_char_1386_N.png,N,,80,40,0.67,0.33,107,13,0.89,0.11,100,20,0.83,0.17,50,70,0.42,0.58,85,35,0.71,0.29,75,45,0.62,0.38,78,42,0.65,0.35,64,56,0.53,0.47,90,30,0.75,0.25,729,351,0.65,0.31
big_char_997_N.png,N,,147,13,0.92,0.08,131,29,0.82,0.18,127,33,0.79,0.21,76,84,0.47,0.53,123,37,0.77,0.23,114,46,0.71,0.29,111,49,0.69,0.31,73,87,0.46,0.54,118,42,0.74,0.26,1020,420,0.66,0.27
big_char_1214_R.png,R,P,99,45,0.69,0.31,81,63,0.56,0.44,144,0,1.00,0.00,49,95,0.34,0.66,132,12,0.92,0.08,144,0,1.00,0.00,105,39,0.73,0.27,91,53,0.63,0.37,102,42,0.71,0.29,947,349,0.69,0.25
big_char_211_J.png,J,,147,9,0.94,0.06,78,78,0.50,0.50,100,56,0.64,0.36,156,0,1.00,0.00,106,50,0.68,0.32,149,7,0.96,0.04,95,61,0.61,0.39,96,60,0.62,0.38,145,11,0.93,0.07,1072,332,0.71,0.22
big_char_300_G.png,G,G,135,15,0.90,0.10,112,38,0.75,0.25,116,34,0.77,0.23,89,61,0.59,0.41,129,21,0.86,0.14,66,84,0.44,0.56,129,21,0.86,0.14,108,42,0.72,0.28,73,77,0.49,0.51,957,393,0.66,0.27
big_char_1050_W.png,W,W,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,335,73,0.82,0.18,315,93,0.77,0.23,365,43,0.89,0.11,367,41,0.90,0.10,302,106,0.74,0.26,393,15,0.96,0.04,3301,371,0.87,0.10
big_char_468_G.png,G,,97,24,0.80,0.20,68,53,0.56,0.44,83,38,0.69,0.31,71,50,0.59,0.41,77,44,0.64,0.36,86,35,0.71,0.29,79,42,0.65,0.35,76,45,0.63,0.37,57,64,0.47,0.53,694,395,0.60,0.34
big_char_1122_Y.png,Y,,391,17,0.96,0.04,395,13,0.97,0.03,408,0,1.00,0.00,386,22,0.95,0.05,328,80,0.80,0.20,408,0,1.00,0.00,371,37,0.91,0.09,337,71,0.83,0.17,408,0,1.00,0.00,3432,240,0.90,0.06
big_char_794_P.png,P,,78,26,0.75,0.25,67,37,0.64,0.36,53,51,0.51,0.49,18,86,0.17,0.83,66,38,0.63,0.37,91,13,0.88,0.12,39,65,0.38,0.62,102,2,0.98,0.02,104,0,1.00,0.00,618,318,0.64,0.33
big_char_606_L.png,L,,64,27,0.70,0.30,87,4,0.96,0.04,91,0,1.00,0.00,55,36,0.60,0.40,91,0,1.00,0.00,91,0,1.00,0.00,38,53,0.42,0.58,39,52,0.43,0.57,43,48,0.47,0.53,599,220,0.65,0.24
big_char_1194_A.png,A,,391,0,1.00,0.00,368,23,0.94,0.06,369,22,0.94,0.06,391,0,1.00,0.00,215,176,0.55,0.45,327,64,0.84,0.16,389,2,0.99,0.01,353,38,0.90,0.10,372,19,0.95,0.05,3175,344,0.84,0.09
big_char_521_X.png,X,J,408,0,1.00,0.00,399,9,0.98,0.02,408,0,1.00,0.00,408,0,1.00,0.00,254,154,0.62,0.38,408,0,1.00,0.00,388,20,0.95,0.05,341,67,0.84,0.16,408,0,1.00,0.00,3422,250,0.91,0.07
big_char_486_M.png,M,,423,9,0.98,0.02,411,21,0.95,0.05,408,24,0.94,0.06,353,79,0.82,0.18,266,166,0.62,0.38,339,93,0.78,0.22,405,27,0.94,0.06,430,2,1.00,0.00,389,43,0.90,0.10,3424,464,0.86,0.12
big_char_769_P.png,P,,87,33,0.72,0.28,79,41,0.66,0.34,70,50,0.58,0.42,60,60,0.50,0.50,81,39,0.68,0.33,83,37,0.69,0.31,68,52,0.57,0.43,120,0,1.00,0.00,120,0,1.00,0.00,768,312,0.69,0.28
big_char_453_V.png,V,V,428,4,0.99,0.01,432,0,1.00,0.00,432,0,1.00,0.00,371,61,0.86,0.14,327,105,0.76,0.24,423,9,0.98,0.02,426,6,0.99,0.01,352,80,0.81,0.19,432,0,1.00,0.00,3623,265,0.93,0.07
big_char_1307_J.png,J,,156,0,1.00,0.00,87,69,0.56,0.44,104,52,0.67,0.33,152,4,0.97,0.03,107,49,0.69,0.31,156,0,1.00,0.00,118,38,0.76,0.24,88,68,0.56,0.44,149,7,0.96,0.04,1117,287,0.74,0.19
big_char_851_Z.png,Z,,102,54,0.65,0.35,100,56,0.64,0.36,156,0,1.00,0.00,137,19,0.88,0.12,67,89,0.43,0.57,115,41,0.74,0.26,100,56,0.64,0.36,95,61,0.61,0.39,108,48,0.69,0.31,980,424,0.66,0.29
big_char_34_C.png,C,,398,10,0.98,0.02,350,58,0.86,0.14,408,0,1.00,0.00,330,78,0.81,0.19,374,34,0.92,0.08,408,0,1.00,0.00,404,4,0.99,0.01,362,46,0.89,0.11,408,0,1.00,0.00,3442,230,0.92,0.06
big_char_1008_R.png,R,,399,15,0.96,0.04,376,38,0.91,0.09,414,0,1.00,0.00,328,86,0.79,0.21,317,97,0.77,0.23,414,0,1.00,0.00,364,50,0.88,0.12,330,84,0.80,0.20,389,25,0.94,0.06,3331,395,0.85,0.10
big_char_249_Y.png,Y,,70,47,0.60,0.40,86,31,0.74,0.26,77,40,0.66,0.34,114,3,0.97,0.03,98,19,0.84,0.16,62,55,0.53,0.47,83,34,0.71,0.29,83,34,0.71,0.29,60,57,0.51,0.49,733,320,0.62,0.27
big_char_995_M.png,M,M,129,25,0.84,0.16,97,57,0.63,0.37,135,19,0.88,0.12,105,49,0.68,0.32,84,70,0.55,0.45,78,76,0.51,0.49,109,45,0.71,0.29,116,38,0.75,0.25,110,44,0.71,0.29,963,423,0.64,0.28
big_char_608_B.png,B,R,390,1,1.00,0.00,300,91,0.77,0.23,390,1,1.00,0.00,391,0,1.00,0.00,203,188,0.52,0.48,388,3,0.99,0.01,391,0,1.00,0.00,282,109,0.72,0.28,391,0,1.00,0.00,3126,393,0.83,0.10
big_char_110_K.png,K,,47,61,0.44,0.56,95,13,0.88,0.12,88,20,0.81,0.19,38,70,0.35,0.65,65,43,0.60,0.40,106,2,0.98,0.02,52,56,0.48,0.52,58,50,0.54,0.46,78,30,0.72,0.28,627,345,0.65,0.35
big_char_1078_M.png,M,M,405,9,0.98,0.02,375,39,0.91,0.09,412,2,1.00,0.00,337,77,0.81,0.19,245,169,0.59,0.41,337,77,0.81,0.19,386,28,0.93,0.07,393,21,0.95,0.05,384,30,0.93,0.07,3274,452,0.85,0.12
