Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_6_M.png,M,,175,113,0.61,0.39,153,135,0.53,0.47,195,93,0.68,0.32,196,92,0.68,0.32,719,433,0.59,0.35
big_char_105_V.png,V,,902,34,0.96,0.04,932,4,1.00,0.00,779,157,0.83,0.17,936,0,1.00,0.00,3549,195,0.93,0.05
big_char_1063_H.png,H,,166,89,0.65,0.35,195,60,0.76,0.24,164,91,0.64,0.36,170,85,0.67,0.33,695,325,0.66,0.31
big_char_613_P.png,P,P,862,83,0.91,0.09,843,102,0.89,0.11,831,114,0.88,0.12,938,7,0.99,0.01,3474,306,0.91,0.08
big_char_448_E.png,E,,227,133,0.63,0.37,266,94,0.74,0.26,219,141,0.61,0.39,295,65,0.82,0.18,1007,433,0.68,0.29
big_char_635_D.png,D,,44,44,0.50,0.50,44,44,0.50,0.50,77,11,0.88,0.12,61,27,0.69,0.31,226,126,0.64,0.36
big_char_365_R.png,R,,802,178,0.82,0.18,923,57,0.94,0.06,845,135,0.86,0.14,908,72,0.93,0.07,3478,442,0.87,0.11
big_char_781_H.png,H,,194,78,0.71,0.29,228,44,0.84,0.16,168,104,0.62,0.38,191,81,0.70,0.30,781,307,0.72,0.28
big_char_1404_T.png,T,E,838,134,0.86,0.14,868,104,0.89,0.11,944,28,0.97,0.03,970,2,1.00,0.00,3620,268,0.91,0.07
big_char_1192_S.png,S,S,116,92,0.56,0.44,159,49,0.76,0.24,161,47,0.77,0.23,126,82,0.61,0.39,562,270,0.68,0.32
big_char_1161_K.png,K,,843,129,0.87,0.13,968,4,1.00,0.00,739,233,0.76,0.24,953,19,0.98,0.02,3503,385,0.90,0.10
big_char_241_R.png,R,,163,103,0.61,0.39,176,90,0.66,0.34,140,126,0.53,0.47,206,60,0.77,0.23,685,379,0.63,0.35
big_char_626_J.png,J,,246,24,0.91,0.09,175,95,0.65,0.35,209,61,0.77,0.23,200,70,0.74,0.26,830,250,0.74,0.22
big_char_702_N.png,N,,889,83,0.91,0.09,939,33,0.97,0.03,804,168,0.83,0.17,875,97,0.90,0.10,3507,381,0.89,0.10
big_char_829_Y.png,Y,Y,231,69,0.77,0.23,161,139,0.54,0.46,245,55,0.82,0.18,184,116,0.61,0.39,821,379,0.66,0.31
big_char_385_D.png,D,,52,38,0.58,0.42,42,48,0.47,0.53,85,5,0.94,0.06,62,28,0.69,0.31,241,119,0.67,0.33
big_char_980_T.png,T,,874,98,0.90,0.10,877,95,0.90,0.10,887,85,0.91,0.09,952,20,0.98,0.02,3590,298,0.92,0.08
big_char_1362_L.png,L,,865,45,0.95,0.05,910,0,1.00,0.00,802,108,0.88,0.12,820,90,0.90,0.10,3397,243,0.90,0.06
big_char_1149_G.png,G,G,184,88,0.68,0.32,208,64,0.76,0.24,199,73,0.73,0.27,133,139,0.49,0.51,724,364,0.65,0.33
big_char_910_O.png,O,O,946,26,0.97,0.03,963,9,0.99,0.01,864,108,0.89,0.11,879,93,0.90,0.10,3652,236,0.92,0.06
big_char_398_V.png,V,,909,63,0.94,0.06,909,63,0.94,0.06,930,42,0.96,0.04,972,0,1.00,0.00,3720,168,0.94,0.04
big_char_512_C.png,C,,888,48,0.95,0.05,880,56,0.94,0.06,852,84,0.91,0.09,871,65,0.93,0.07,3491,253,0.93,0.07
big_char_116_X.png,X,X,865,71,0.92,0.08,882,54,0.94,0.06,842,94,0.90,0.10,881,55,0.94,0.06,3470,274,0.93,0.07
big_char_654_V.png,V,V,909,63,0.94,0.06,905,67,0.93,0.07,864,108,0.89,0.11,943,29,0.97,0.03,3621,267,0.92,0.07
big_char_637_U.png,U,U,169,71,0.70,0.30,179,61,0.75,0.25,157,83,0.65,0.35,151,89,0.63,0.37,656,304,0.66,0.31
big_char_18_H.png,H,,222,101,0.69,0.31,241,82,0.75,0.25,234,89,0.72,0.28,237,86,0.73,0.27,934,358,0.72,0.28
big_char_624_H.png,H,,156,91,0.63,0.37,164,83,0.66,0.34,166,81,0.67,0.33,165,82,0.67,0.33,651,337,0.64,0.33
big_char_459_I.png,I,,102,24,0.81,0.19,81,45,0.64,0.36,61,65,0.48,0.52,125,1,0.99,0.01,369,135,0.73,0.27
big_char_68_A.png,A,,251,69,0.78,0.22,168,152,0.53,0.47,234,86,0.73,0.27,217,103,0.68,0.32,870,410,0.66,0.31
big_char_367_T.png,T,,872,100,0.90,0.10,876,96,0.90,0.10,893,79,0.92,0.08,961,11,0.99,0.01,3602,286,0.91,0.07
big_char_107_G.png,G,S,277,122,0.69,0.31,325,74,0.81,0.19,338,61,0.85,0.15,224,175,0.56,0.44,1164,432,0.73,0.27
big_char_982_V.png,V,,911,61,0.94,0.06,899,73,0.92,0.08,956,16,0.98,0.02,920,52,0.95,0.05,3686,202,0.95,0.05
big_char_1325_N.png,N,,815,121,0.87,0.13,902,34,0.96,0.04,791,145,0.85,0.15,860,76,0.92,0.08,3368,376,0.87,0.10
big_char_510_A.png,A,A,852,84,0.91,0.09,812,124,0.87,0.13,877,59,0.94,0.06,836,100,0.89,0.11,3377,367,0.88,0.10
big_char_151_Z.png,Z,Z,203,67,0.75,0.25,179,91,0.66,0.34,144,126,0.53,0.47,195,75,0.72,0.28,721,359,0.63,0.31
big_char_1380_K.png,K,K,171,114,0.60,0.40,243,42,0.85,0.15,181,104,0.64,0.36,229,56,0.80,0.20,824,316,0.72,0.28
big_char_909_N.png,N,N,856,116,0.88,0.12,908,64,0.93,0.07,887,85,0.91,0.09,874,98,0.90,0.10,3525,363,0.88,0.09
big_char_888_X.png,X,X,930,42,0.96,0.04,895,77,0.92,0.08,866,106,0.89,0.11,928,44,0.95,0.05,3619,269,0.93,0.07
big_char_337_X.png,X,X,939,33,0.97,0.03,890,82,0.92,0.08,865,107,0.89,0.11,931,41,0.96,0.04,3625,263,0.93,0.07
big_char_1185_J.png,J,,264,60,0.81,0.19,240,84,0.74,0.26,236,88,0.73,0.27,254,70,0.78,0.22,994,302,0.73,0.22
big_char_694_V.png,V,V,137,73,0.65,0.35,145,65,0.69,0.31,133,77,0.63,0.37,160,50,0.76,0.24,575,265,0.64,0.29
big_char_414_W.png,W,,271,59,0.82,0.18,236,94,0.72,0.28,205,125,0.62,0.38,166,164,0.50,0.50,878,442,0.63,0.32
big_char_1264_O.png,O,O,877,59,0.94,0.06,927,9,0.99,0.01,790,146,0.84,0.16,882,54,0.94,0.06,3476,268,0.93,0.07
big_char_1221_X.png,X,X,152,28,0.84,0.16,117,63,0.65,0.35,106,74,0.59,0.41,127,53,0.71,0.29,502,218,0.65,0.28
big_char_1330_U.png,U,,883,62,0.93,0.07,888,57,0.94,0.06,859,86,0.91,0.09,861,84,0.91,0.09,3491,289,0.89,0.07
big_char_669_A.png,A,,919,53,0.95,0.05,835,137,0.86,0.14,887,85,0.91,0.09,852,120,0.88,0.12,3493,395,0.89,0.10
big_char_2_M.png,M,,804,132,0.86,0.14,856,80,0.91,0.09,776,160,0.83,0.17,883,53,0.94,0.06,3319,425,0.87,0.11
big_char_1089_B.png,B,B,156,117,0.57,0.43,161,112,0.59,0.41,156,117,0.57,0.43,182,91,0.67,0.33,655,437,0.58,0.39
big_char_442_J.png,J,E,836,109,0.88,0.12,869,76,0.92,0.08,811,134,0.86,0.14,934,11,0.99,0.01,3450,330,0.88,0.08
big_char_774_V.png,V,,220,65,0.77,0.23,210,75,0.74,0.26,205,80,0.72,0.28,251,34,0.88,0.12,886,254,0.78,0.22
big_char_509_W.png,W,U,276,108,0.72,0.28,331,53,0.86,0.14,244,140,0.64,0.36,235,149,0.61,0.39,1086,450,0.69,0.28
big_char_1065_J.png,J,J,229,27,0.89,0.11,144,112,0.56,0.44,196,60,0.77,0.23,193,63,0.75,0.25,762,262,0.72,0.25
big_char_879_B.png,B,R,272,64,0.81,0.19,197,139,0.59,0.41,179,157,0.53,0.47,218,118,0.65,0.35,866,478,0.63,0.35
big_char_345_S.png,S,,212,94,0.69,0.31,225,81,0.74,0.26,229,77,0.75,0.25,227,79,0.74,0.26,893,331,0.71,0.26
big_char_1131_P.png,P,,143,78,0.65,0.35,119,102,0.54,0.46,131,90,0.59,0.41,220,1,1.00,0.00,613,271,0.67,0.30
big_char_507_X.png,X,,126,69,0.65,0.35,131,64,0.67,0.33,140,55,0.72,0.28,133,62,0.68,0.32,530,250,0.65,0.31
big_char_180_R.png,R,,192,96,0.67,0.33,199,89,0.69,0.31,178,110,0.62,0.38,206,82,0.72,0.28,775,377,0.65,0.32
big_char_1119_K.png,K,,190,133,0.59,0.41,234,89,0.72,0.28,142,181,0.44,0.56,280,43,0.87,0.13,846,446,0.64,0.34
big_char_146_C.png,C,C,176,64,0.73,0.27,190,50,0.79,0.21,167,73,0.70,0.30,185,55,0.77,0.23,718,242,0.70,0.24
big_char_551_R.png,R,R,821,151,0.84,0.16,944,28,0.97,0.03,788,184,0.81,0.19,917,55,0.94,0.06,3470,418,0.89,0.11
big_char_12_C.png,C,C,198,72,0.73,0.27,229,41,0.85,0.15,198,72,0.73,0.27,214,56,0.79,0.21,839,241,0.73,0.21
big_char_416_C.png,C,,865,71,0.92,0.08,898,38,0.96,0.04,878,58,0.94,0.06,874,62,0.93,0.07,3515,229,0.92,0.06
big_char_239_S.png,S,,271,89,0.75,0.25,271,89,0.75,0.25,294,66,0.82,0.18,237,123,0.66,0.34,1073,367,0.71,0.24
big_char_466_J.png,J,,285,19,0.94,0.06,180,124,0.59,0.41,246,58,0.81,0.19,235,69,0.77,0.23,946,270,0.78,0.22
big_char_975_K.png,K,K,846,126,0.87,0.13,951,21,0.98,0.02,822,150,0.85,0.15,916,56,0.94,0.06,3535,353,0.91,0.09
big_char_125_A.png,A,,923,49,0.95,0.05,789,183,0.81,0.19,911,61,0.94,0.06,910,62,0.94,0.06,3533,355,0.91,0.09
big_char_59_M.png,M,,857,115,0.88,0.12,941,31,0.97,0.03,766,206,0.79,0.21,834,138,0.86,0.14,3398,490,0.87,0.13
big_char_363_Q.png,Q,,880,92,0.91,0.09,861,111,0.89,0.11,832,140,0.86,0.14,878,94,0.90,0.10,3451,437,0.87,0.11
big_char_988_K.png,K,K,201,122,0.62,0.38,299,24,0.93,0.07,178,145,0.55,0.45,262,61,0.81,0.19,940,352,0.69,0.26
big_char_767_J.png,J,,210,45,0.82,0.18,154,101,0.60,0.40,196,59,0.77,0.23,192,63,0.75,0.25,752,268,0.72,0.26
big_char_696_B.png,B,R,747,198,0.79,0.21,906,39,0.96,0.04,774,171,0.82,0.18,943,2,1.00,0.00,3370,410,0.88,0.11
big_char_1316_W.png,W,U,160,80,0.67,0.33,223,17,0.93,0.07,174,66,0.72,0.28,207,33,0.86,0.14,764,196,0.76,0.20
big_char_964_T.png,T,F,245,95,0.72,0.28,238,102,0.70,0.30,270,70,0.79,0.21,340,0,1.00,0.00,1093,267,0.78,0.19
big_char_1297_A.png,A,A,153,107,0.59,0.41,125,135,0.48,0.52,181,79,0.70,0.30,172,88,0.66,0.34,631,409,0.58,0.38
big_char_1232_D.png,D,,229,91,0.72,0.28,244,76,0.76,0.24,187,133,0.58,0.42,223,97,0.70,0.30,883,397,0.65,0.29
big_char_805_G.png,G,E,901,71,0.93,0.07,913,59,0.94,0.06,839,133,0.86,0.14,849,123,0.87,0.13,3502,386,0.90,0.10
big_char_886_V.png,V,A,896,40,0.96,0.04,895,41,0.96,0.04,768,168,0.82,0.18,897,39,0.96,0.04,3456,288,0.91,0.08
big_char_1196_A.png,A,A,820,116,0.88,0.12,736,200,0.79,0.21,852,84,0.91,0.09,862,74,0.92,0.08,3270,474,0.85,0.12
big_char_1368_Q.png,Q,D,825,111,0.88,0.12,846,90,0.90,0.10,879,57,0.94,0.06,860,76,0.92,0.08,3410,334,0.89,0.09
big_char_129_L.png,L,,863,82,0.91,0.09,942,3,1.00,0.00,821,124,0.87,0.13,854,91,0.90,0.10,3480,300,0.91,0.08
big_char_1041_J.png,J,E,878,67,0.93,0.07,835,110,0.88,0.12,869,76,0.92,0.08,882,63,0.93,0.07,3464,316,0.92,0.08
big_char_1074_C.png,C,C,830,106,0.89,0.11,915,21,0.98,0.02,861,75,0.92,0.08,888,48,0.95,0.05,3494,250,0.92,0.07
big_char_573_C.png,C,,860,76,0.92,0.08,896,40,0.96,0.04,870,66,0.93,0.07,882,54,0.94,0.06,3508,236,0.92,0.06
big_char_503_J.png,J,,246,24,0.91,0.09,182,88,0.67,0.33,211,59,0.78,0.22,209,61,0.77,0.23,848,232,0.74,0.20
big_char_1158_Y.png,Y,,232,98,0.70,0.30,186,144,0.56,0.44,302,28,0.92,0.08,220,110,0.67,0.33,940,380,0.67,0.27
big_char_1234_U.png,U,,860,76,0.92,0.08,896,40,0.96,0.04,826,110,0.88,0.12,874,62,0.93,0.07,3456,288,0.91,0.08
big_char_462_Y.png,Y,,259,71,0.78,0.22,211,119,0.64,0.36,263,67,0.80,0.20,224,106,0.68,0.32,957,363,0.71,0.27
big_char_1128_G.png,G,G,286,74,0.79,0.21,269,91,0.75,0.25,268,92,0.74,0.26,202,158,0.56,0.44,1025,415,0.71,0.29
big_char_1415_J.png,J,,300,23,0.93,0.07,206,117,0.64,0.36,233,90,0.72,0.28,291,32,0.90,0.10,1030,262,0.78,0.20
big_char_1061_X.png,X,X,282,60,0.82,0.18,233,109,0.68,0.32,239,103,0.70,0.30,280,62,0.82,0.18,1034,334,0.72,0.23
big_char_317_K.png,K,,148,118,0.56,0.44,224,42,0.84,0.16,124,142,0.47,0.53,202,64,0.76,0.24,698,366,0.63,0.33
big_char_1183_Z.png,Z,,316,58,0.84,0.16,271,103,0.72,0.28,221,153,0.59,0.41,272,102,0.73,0.27,1080,416,0.71,0.27
big_char_206_F.png,F,,176,112,0.61,0.39,177,111,0.61,0.39,183,105,0.64,0.36,276,12,0.96,0.04,812,340,0.67,0.28
big_char_14_D.png,D,S,149,91,0.62,0.38,202,38,0.84,0.16,133,107,0.55,0.45,150,90,0.62,0.38,634,326,0.64,0.33
big_char_21_M.png,M,M,175,140,0.56,0.44,225,90,0.71,0.29,219,96,0.70,0.30,233,82,0.74,0.26,852,408,0.66,0.32
big_char_557_B.png,B,K,145,93,0.61,0.39,160,78,0.67,0.33,112,126,0.47,0.53,138,100,0.58,0.42,555,397,0.57,0.41
big_char_1391_B.png,B,,856,89,0.91,0.09,867,78,0.92,0.08,770,175,0.81,0.19,905,40,0.96,0.04,3398,382,0.90,0.10
big_char_882_R.png,R,R,795,177,0.82,0.18,961,11,0.99,0.01,819,153,0.84,0.16,958,14,0.99,0.01,3533,355,0.91,0.09
big_char_1293_R.png,R,R,799,173,0.82,0.18,893,79,0.92,0.08,869,103,0.89,0.11,918,54,0.94,0.06,3479,409,0.89,0.11
big_char_1334_G.png,G,G,262,74,0.78,0.22,263,73,0.78,0.22,267,69,0.79,0.21,176,160,0.52,0.48,968,376,0.70,0.27
big_char_378_E.png,E,,210,113,0.65,0.35,195,128,0.60,0.40,228,95,0.71,0.29,272,51,0.84,0.16,905,387,0.66,0.28
big_char_1280_X.png,X,K,194,61,0.76,0.24,193,62,0.76,0.24,166,89,0.65,0.35,223,32,0.87,0.13,776,244,0.72,0.22
big_char_1238_X.png,X,F,902,70,0.93,0.07,937,35,0.96,0.04,801,171,0.82,0.18,951,21,0.98,0.02,3591,297,0.91,0.08
big_char_320_W.png,W,,246,99,0.71,0.29,295,50,0.86,0.14,213,132,0.62,0.38,217,128,0.63,0.37,971,409,0.70,0.30
big_char_1045_N.png,N,,838,98,0.90,0.10,889,47,0.95,0.05,782,154,0.84,0.16,861,75,0.92,0.08,3370,374,0.88,0.10
big_char_287_U.png,U,,217,39,0.85,0.15,185,71,0.72,0.28,164,92,0.64,0.36,169,87,0.66,0.34,735,289,0.70,0.27
big_char_761_Y.png,Y,,908,64,0.93,0.07,891,81,0.92,0.08,919,53,0.95,0.05,877,95,0.90,0.10,3595,293,0.92,0.08
big_char_252_L.png,L,,180,48,0.79,0.21,228,0,1.00,0.00,136,92,0.60,0.40,154,74,0.68,0.32,698,214,0.73,0.23
big_char_77_R.png,R,,176,90,0.66,0.34,177,89,0.67,0.33,116,150,0.44,0.56,209,57,0.79,0.21,678,386,0.62,0.35
big_char_1126_J.png,J,,327,47,0.87,0.13,264,110,0.71,0.29,288,86,0.77,0.23,248,126,0.66,0.34,1127,369,0.75,0.25
big_char_341_C.png,C,C,182,58,0.76,0.24,193,47,0.80,0.20,168,72,0.70,0.30,198,42,0.82,0.17,741,219,0.75,0.22
big_char_250_N.png,N,,233,103,0.69,0.31,282,54,0.84,0.16,213,123,0.63,0.37,231,105,0.69,0.31,959,385,0.69,0.28
big_char_1259_L.png,L,,155,54,0.74,0.26,209,0,1.00,0.00,119,90,0.57,0.43,131,78,0.63,0.37,614,222,0.68,0.25
big_char_215_Y.png,Y,,214,86,0.71,0.29,204,96,0.68,0.32,264,36,0.88,0.12,184,116,0.61,0.39,866,334,0.72,0.28
big_char_23_Z.png,Z,,196,56,0.78,0.22,168,84,0.67,0.33,141,111,0.56,0.44,171,81,0.68,0.32,676,332,0.65,0.32
big_char_1346_N.png,N,U,172,128,0.57,0.43,258,42,0.86,0.14,208,92,0.69,0.31,207,93,0.69,0.31,845,355,0.68,0.29
big_char_873_J.png,J,,185,39,0.83,0.17,128,96,0.57,0.43,163,61,0.73,0.27,155,69,0.69,0.31,631,265,0.68,0.29
big_char_1212_C.png,C,C,178,62,0.74,0.26,173,67,0.72,0.28,175,65,0.73,0.27,186,54,0.78,0.23,712,248,0.72,0.25
big_char_40_Y.png,Y,,202,78,0.72,0.28,176,104,0.63,0.37,234,46,0.84,0.16,185,95,0.66,0.34,797,323,0.69,0.28
big_char_471_Q.png,Q,,189,96,0.66,0.34,179,106,0.63,0.37,188,97,0.66,0.34,193,92,0.68,0.32,749,391,0.64,0.33
big_char_298_P.png,P,,756,154,0.83,0.17,910,0,1.00,0.00,829,81,0.91,0.09,910,0,1.00,0.00,3405,235,0.92,0.06
big_char_1355_D.png,D,,813,97,0.89,0.11,855,55,0.94,0.06,803,107,0.88,0.12,831,79,0.91,0.09,3302,338,0.88,0.09
big_char_53_D.png,D,,850,95,0.90,0.10,850,95,0.90,0.10,845,100,0.89,0.11,875,70,0.93,0.07,3420,360,0.89,0.09
big_char_1049_V.png,V,,901,35,0.96,0.04,855,81,0.91,0.09,889,47,0.95,0.05,920,16,0.98,0.02,3565,179,0.93,0.05
big_char_667_Z.png,Z,,310,68,0.82,0.18,286,92,0.76,0.24,217,161,0.57,0.43,255,123,0.67,0.33,1068,444,0.67,0.28
big_char_652_S.png,S,,943,29,0.97,0.03,909,63,0.94,0.06,877,95,0.90,0.10,915,57,0.94,0.06,3644,244,0.94,0.06
big_char_245_U.png,U,,222,50,0.82,0.18,203,69,0.75,0.25,182,90,0.67,0.33,184,88,0.68,0.32,791,297,0.73,0.27
big_char_588_P.png,P,P,222,78,0.74,0.26,150,150,0.50,0.50,206,94,0.69,0.31,300,0,1.00,0.00,878,322,0.71,0.26
big_char_1094_D.png,D,S,152,88,0.63,0.37,213,27,0.89,0.11,151,89,0.63,0.37,139,101,0.58,0.42,655,305,0.68,0.32
big_char_979_S.png,S,,930,42,0.96,0.04,880,92,0.91,0.09,902,70,0.93,0.07,897,75,0.92,0.08,3609,279,0.91,0.07
big_char_1353_B.png,B,,775,170,0.82,0.18,878,67,0.93,0.07,770,175,0.81,0.19,905,40,0.96,0.04,3328,452,0.87,0.12
big_char_451_T.png,T,,830,142,0.85,0.15,909,63,0.94,0.06,891,81,0.92,0.08,972,0,1.00,0.00,3602,286,0.93,0.07
big_char_1198_L.png,L,,844,66,0.93,0.07,910,0,1.00,0.00,766,144,0.84,0.16,863,47,0.95,0.05,3383,257,0.90,0.07
big_char_1386_N.png,N,,165,105,0.61,0.39,228,42,0.84,0.16,147,123,0.54,0.46,189,81,0.70,0.30,729,351,0.65,0.31
big_char_997_N.png,N,,272,103,0.73,0.27,320,55,0.85,0.15,215,160,0.57,0.43,271,104,0.72,0.28,1078,422,0.70,0.27
big_char_1214_R.png,R,P,173,151,0.53,0.47,310,14,0.96,0.04,207,117,0.64,0.36,257,67,0.79,0.21,947,349,0.69,0.25
big_char_211_J.png,J,,327,53,0.86,0.14,256,124,0.67,0.33,289,91,0.76,0.24,309,71,0.81,0.19,1181,339,0.78,0.22
big_char_300_G.png,G,G,285,67,0.81,0.19,260,92,0.74,0.26,273,79,0.78,0.22,196,156,0.56,0.44,1014,394,0.70,0.27
big_char_1050_W.png,W,W,873,63,0.93,0.07,929,7,0.99,0.01,753,183,0.80,0.20,818,118,0.87,0.13,3373,371,0.88,0.10
big_char_468_G.png,G,,202,70,0.74,0.26,204,68,0.75,0.25,165,107,0.61,0.39,122,150,0.45,0.55,693,395,0.60,0.34
big_char_1122_Y.png,Y,,850,86,0.91,0.09,934,2,1.00,0.00,852,84,0.91,0.09,858,78,0.92,0.08,3494,250,0.92,0.07
big_char_794_P.png,P,,130,110,0.54,0.46,139,101,0.58,0.42,133,107,0.55,0.45,240,0,1.00,0.00,642,318,0.67,0.33
big_char_606_L.png,L,,168,52,0.76,0.24,220,0,1.00,0.00,124,96,0.56,0.44,148,72,0.67,0.33,660,220,0.72,0.24
big_char_1194_A.png,A,,856,54,0.94,0.06,790,120,0.87,0.13,846,64,0.93,0.07,804,106,0.88,0.12,3296,344,0.88,0.09
big_char_521_X.png,X,J,897,39,0.96,0.04,877,59,0.94,0.06,791,145,0.85,0.15,919,17,0.98,0.02,3484,260,0.93,0.07
big_char_486_M.png,M,,886,86,0.91,0.09,854,118,0.88,0.12,831,141,0.85,0.15,853,119,0.88,0.12,3424,464,0.86,0.12
big_char_769_P.png,P,,182,88,0.67,0.33,151,119,0.56,0.44,174,96,0.64,0.36,261,9,0.97,0.03,768,312,0.69,0.28
big_char_453_V.png,V,V,932,40,0.96,0.04,931,41,0.96,0.04,845,127,0.87,0.13,915,57,0.94,0.06,3623,265,0.93,0.07
big_char_1307_J.png,J,,337,23,0.94,0.06,233,127,0.65,0.35,296,64,0.82,0.18,284,76,0.79,0.21,1150,290,0.76,0.19
big_char_851_Z.png,Z,,249,111,0.69,0.31,282,78,0.78,0.22,224,136,0.62,0.38,261,99,0.72,0.28,1016,424,0.69,0.29
big_char_34_C.png,C,,842,94,0.90,0.10,927,9,0.99,0.01,840,96,0.90,0.10,905,31,0.97,0.03,3514,230,0.94,0.06
big_char_1008_R.png,R,,807,138,0.85,0.15,942,3,1.00,0.00,763,182,0.81,0.19,873,72,0.92,0.08,3385,395,0.87,0.10
big_char_249_Y.png,Y,,208,72,0.74,0.26,186,94,0.66,0.34,225,55,0.80,0.20,176,104,0.63,0.37,795,325,0.67,0.27
big_char_995_M.png,M,M,259,98,0.73,0.27,241,116,0.68,0.32,278,79,0.78,0.22,225,132,0.63,0.37,1003,425,0.67,0.28
big_char_608_B.png,B,R,826,84,0.91,0.09,792,118,0.87,0.13,821,89,0.90,0.10,808,102,0.89,0.11,3247,393,0.86,0.10
big_char_110_K.png,K,,120,114,0.51,0.49,185,49,0.79,0.21,105,129,0.45,0.55,181,53,0.77,0.23,591,345,0.61,0.35
big_char_1078_M.png,M,M,816,129,0.86,0.14,884,61,0.94,0.06,796,149,0.84,0.16,832,113,0.88,0.12,3328,452,0.87,0.12
big_char_430_T.png,T,,152,128,0.54,0.46,204,76,0.73,0.27,230,50,0.82,0.18,280,0,1.00,0.00,866,254,0.75,0.22
big_char_370_X.png,X,,933,39,0.96,0.04,925,47,0.95,0.05,877,95,0.90,0.10,921,51,0.95,0.05,3656,232,0.91,0.06
big_char_1402_P.png,P,P,228,87,0.72,0.28,191,124,0.61,0.39,220,95,0.70,0.30,315,0,1.00,0.00,954,306,0.74,0.24
big_char_566_L.png,L,,164,52,0.76,0.24,216,0,1.00,0.00,124,92,0.57,0.43,147,69,0.68,0.32,651,213,0.73,0.24
big_char_866_P.png,P,,148,80,0.65,0.35,122,106,0.54,0.46,146,82,0.64,0.36,228,0,1.00,0.00,644,268,0.69,0.29
big_char_895_H.png,H,,224,82,0.73,0.27,224,82,0.73,0.27,205,101,0.67,0.33,233,73,0.76,0.24,886,338,0.70,0.27
big_char_830_M.png,M,,194,126,0.61,0.39,200,120,0.62,0.38,204,116,0.64,0.36,262,58,0.82,0.18,860,420,0.65,0.32
big_char_477_V.png,V,,217,55,0.80,0.20,202,70,0.74,0.26,175,97,0.64,0.36,231,41,0.85,0.15,825,263,0.71,0.23
big_char_339_B.png,B,,46,45,0.51,0.49,71,20,0.78,0.22,70,21,0.77,0.23,30,61,0.33,0.67,217,147,0.56,0.38
big_char_228_O.png,O,O,927,45,0.95,0.05,905,67,0.93,0.07,891,81,0.92,0.08,861,111,0.89,0.11,3584,304,0.92,0.08
big_char_432_V.png,V,,244,62,0.80,0.20,216,90,0.71,0.29,200,106,0.65,0.35,279,27,0.91,0.09,939,285,0.73,0.22
big_char_720_K.png,K,,208,116,0.64,0.36,235,89,0.73,0.27,157,167,0.48,0.52,255,69,0.79,0.21,855,441,0.64,0.33
big_char_818_V.png,V,Y,897,39,0.96,0.04,920,16,0.98,0.02,821,115,0.88,0.12,855,81,0.91,0.09,3493,251,0.92,0.07
big_char_1150_D.png,D,,65,35,0.65,0.35,50,50,0.50,0.50,91,9,0.91,0.09,67,33,0.67,0.33,273,127,0.68,0.32
big_char_604_X.png,X,X,169,56,0.75,0.25,145,80,0.64,0.36,147,78,0.65,0.35,173,52,0.77,0.23,634,266,0.66,0.28
big_char_674_Q.png,Q,,877,95,0.90,0.10,875,97,0.90,0.10,837,135,0.86,0.14,893,79,0.92,0.08,3482,406,0.88,0.10
big_char_444_N.png,N,,926,46,0.95,0.05,944,28,0.97,0.03,759,213,0.78,0.22,900,72,0.93,0.07,3529,359,0.90,0.09
big_char_944_R.png,R,L,725,185,0.80,0.20,903,7,0.99,0.01,746,164,0.82,0.18,882,28,0.97,0.03,3256,384,0.87,0.10
big_char_434_P.png,P,,128,96,0.57,0.43,120,104,0.54,0.46,134,90,0.60,0.40,224,0,1.00,0.00,606,290,0.66,0.31
big_char_536_W.png,W,X,187,53,0.78,0.22,165,75,0.69,0.31,169,71,0.70,0.30,189,51,0.79,0.21,710,250,0.72,0.25
big_char_278_C.png,C,C,186,54,0.78,0.23,184,56,0.77,0.23,169,71,0.70,0.30,196,44,0.82,0.18,735,225,0.77,0.23
big_char_580_O.png,O,O,147,35,0.81,0.19,122,60,0.67,0.33,112,70,0.62,0.38,106,76,0.58,0.42,487,241,0.62,0.31
big_char_848_M.png,M,,793,117,0.87,0.13,793,117,0.87,0.13,732,178,0.80,0.20,830,80,0.91,0.09,3148,492,0.84,0.13
big_char_322_A.png,A,,939,33,0.97,0.03,885,87,0.91,0.09,826,146,0.85,0.15,846,126,0.87,0.13,3496,392,0.90,0.10
big_char_960_S.png,S,,253,41,0.86,0.14,197,97,0.67,0.33,208,86,0.71,0.29,260,34,0.88,0.12,918,258,0.78,0.22
big_char_130_N.png,N,,882,90,0.91,0.09,934,38,0.96,0.04,829,143,0.85,0.15,873,99,0.90,0.10,3518,370,0.90,0.10
big_char_1246_J.png,J,,221,19,0.92,0.08,140,100,0.58,0.42,188,52,0.78,0.22,174,66,0.72,0.28,723,237,0.75,0.25
big_char_140_G.png,G,G,285,111,0.72,0.28,359,37,0.91,0.09,299,97,0.76,0.24,179,217,0.45,0.55,1122,462,0.69,0.29
