Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
little_char_109_p.png,p,f,150,71,0.68,0.32,135,86,0.61,0.39,147,74,0.67,0.33,221,0,1.00,0.00,653,231,0.72,0.25
little_char_352_e.png,e,,90,78,0.54,0.46,132,36,0.79,0.21,106,62,0.63,0.37,128,40,0.76,0.24,456,216,0.65,0.31
little_char_13_x.png,x,,167,57,0.75,0.25,146,78,0.65,0.35,134,90,0.60,0.40,175,49,0.78,0.22,622,274,0.67,0.30
little_char_184_n.png,n,l,116,52,0.69,0.31,101,67,0.60,0.40,122,46,0.73,0.27,125,43,0.74,0.26,464,208,0.66,0.30
little_char_1041_p.png,p,p,56,64,0.47,0.53,38,82,0.32,0.68,43,77,0.36,0.64,117,3,0.97,0.03,254,226,0.48,0.43
little_char_555_n.png,n,,824,86,0.91,0.09,910,0,1.00,0.00,820,90,0.90,0.10,910,0,1.00,0.00,3464,176,0.92,0.05
little_char_278_y.png,y,,884,88,0.91,0.09,891,81,0.92,0.08,895,77,0.92,0.08,867,105,0.89,0.11,3537,351,0.91,0.09
little_char_546_s.png,s,s,151,57,0.73,0.27,148,60,0.71,0.29,143,65,0.69,0.31,146,62,0.70,0.30,588,244,0.71,0.29
little_char_350_p.png,p,,148,68,0.69,0.31,121,95,0.56,0.44,146,70,0.68,0.32,215,1,1.00,0.00,630,234,0.70,0.26
little_char_118_x.png,x,x,220,68,0.76,0.24,219,69,0.76,0.24,171,117,0.59,0.41,252,36,0.88,0.12,862,290,0.73,0.24
little_char_1351_x.png,x,x,93,50,0.65,0.35,97,46,0.68,0.32,91,52,0.64,0.36,93,50,0.65,0.35,374,198,0.63,0.33
little_char_948_e.png,e,,90,78,0.54,0.46,97,71,0.58,0.42,116,52,0.69,0.31,126,42,0.75,0.25,429,243,0.59,0.34
little_char_559_t.png,t,,883,62,0.93,0.07,928,17,0.98,0.02,828,117,0.88,0.12,874,71,0.92,0.08,3513,267,0.92,0.07
little_char_269_q.png,q,,872,64,0.93,0.07,793,143,0.85,0.15,927,9,0.99,0.01,883,53,0.94,0.06,3475,269,0.91,0.07
little_char_1085_c.png,c,,69,35,0.66,0.34,81,23,0.78,0.22,61,43,0.59,0.41,67,37,0.64,0.36,278,138,0.61,0.30
little_char_1020_f.png,f,,818,118,0.87,0.13,912,24,0.97,0.03,790,146,0.84,0.16,936,0,1.00,0.00,3456,288,0.91,0.08
little_char_739_q.png,q,g,98,89,0.52,0.48,71,116,0.38,0.62,137,50,0.73,0.27,147,40,0.79,0.21,453,295,0.61,0.39
little_char_834_e.png,e,,791,145,0.85,0.15,912,24,0.97,0.03,854,82,0.91,0.09,921,15,0.98,0.02,3478,266,0.91,0.07
little_char_1043_d.png,d,,178,2,0.99,0.01,123,57,0.68,0.32,102,78,0.57,0.43,79,101,0.44,0.56,482,238,0.62,0.31
little_char_591_k.png,k,,885,51,0.95,0.05,912,24,0.97,0.03,837,99,0.89,0.11,800,136,0.85,0.15,3434,310,0.90,0.08
little_char_378_j.png,j,j,165,3,0.98,0.02,113,55,0.67,0.33,128,40,0.76,0.24,93,75,0.55,0.45,499,173,0.74,0.26
little_char_1006_d.png,d,a,224,0,1.00,0.00,174,50,0.78,0.22,133,91,0.59,0.41,125,99,0.56,0.44,656,240,0.71,0.26
little_char_582_v.png,v,,165,60,0.73,0.27,160,65,0.71,0.29,157,68,0.70,0.30,174,51,0.77,0.23,656,244,0.68,0.25
little_char_376_e.png,e,,83,73,0.53,0.47,90,66,0.58,0.42,93,63,0.60,0.40,124,32,0.79,0.21,390,234,0.62,0.38
little_char_204_k.png,k,k,843,93,0.90,0.10,923,13,0.99,0.01,789,147,0.84,0.16,904,32,0.97,0.03,3459,285,0.92,0.08
little_char_1364_p.png,p,,861,49,0.95,0.05,806,104,0.89,0.11,826,84,0.91,0.09,910,0,1.00,0.00,3403,237,0.92,0.06
little_char_781_q.png,q,y,111,69,0.62,0.38,87,93,0.48,0.52,180,0,1.00,0.00,96,84,0.53,0.47,474,246,0.63,0.33
little_char_164_j.png,j,,903,42,0.96,0.04,945,0,1.00,0.00,810,135,0.86,0.14,945,0,1.00,0.00,3603,177,0.94,0.05
little_char_208_f.png,f,,201,46,0.81,0.19,157,90,0.64,0.36,157,90,0.64,0.36,207,40,0.84,0.16,722,266,0.73,0.27
little_char_121_j.png,j,,119,13,0.90,0.10,94,38,0.71,0.29,103,29,0.78,0.22,66,66,0.50,0.50,382,146,0.69,0.27
little_char_758_p.png,p,p,93,69,0.57,0.43,91,71,0.56,0.44,93,69,0.57,0.43,162,0,1.00,0.00,439,209,0.62,0.30
little_char_491_y.png,y,,812,98,0.89,0.11,865,45,0.95,0.05,851,59,0.94,0.06,842,68,0.93,0.07,3370,270,0.91,0.07
little_char_58_a.png,a,o,183,69,0.73,0.27,204,48,0.81,0.19,189,63,0.75,0.25,166,86,0.66,0.34,742,266,0.71,0.25
little_char_611_x.png,x,x,199,57,0.78,0.22,177,79,0.69,0.31,150,106,0.59,0.41,239,17,0.93,0.07,765,259,0.70,0.24
little_char_387_h.png,h,,178,56,0.76,0.24,229,5,0.98,0.02,147,87,0.63,0.37,141,93,0.60,0.40,695,241,0.70,0.24
little_char_1305_q.png,q,g,110,60,0.65,0.35,75,95,0.44,0.56,158,12,0.93,0.07,119,51,0.70,0.30,462,218,0.65,0.31
little_char_1340_q.png,q,,106,70,0.60,0.40,78,98,0.44,0.56,171,5,0.97,0.03,127,49,0.72,0.28,482,222,0.65,0.30
little_char_745_b.png,b,b,193,59,0.77,0.23,233,19,0.92,0.08,127,125,0.50,0.50,153,99,0.61,0.39,706,302,0.66,0.28
little_char_76_k.png,k,,871,65,0.93,0.07,936,0,1.00,0.00,739,197,0.79,0.21,913,23,0.98,0.02,3459,285,0.91,0.07
little_char_451_y.png,y,z,870,102,0.90,0.10,916,56,0.94,0.06,938,34,0.97,0.03,943,29,0.97,0.03,3667,221,0.94,0.06
little_char_830_a.png,a,a,879,57,0.94,0.06,922,14,0.99,0.01,823,113,0.88,0.12,833,103,0.89,0.11,3457,287,0.92,0.08
little_char_586_e.png,e,,887,85,0.91,0.09,939,33,0.97,0.03,847,125,0.87,0.13,944,28,0.97,0.03,3617,271,0.91,0.07
little_char_1338_f.png,f,,220,50,0.81,0.19,194,76,0.72,0.28,188,82,0.70,0.30,247,23,0.91,0.09,849,231,0.79,0.21
little_char_191_c.png,c,,873,63,0.93,0.07,931,5,0.99,0.01,855,81,0.91,0.09,918,18,0.98,0.02,3577,167,0.94,0.04
little_char_311_b.png,b,b,128,52,0.71,0.29,176,4,0.98,0.02,78,102,0.43,0.57,101,79,0.56,0.44,483,237,0.65,0.32
little_char_235_f.png,f,c,195,69,0.74,0.26,193,71,0.73,0.27,170,94,0.64,0.36,235,29,0.89,0.11,793,263,0.72,0.24
little_char_372_a.png,a,o,127,71,0.64,0.36,164,34,0.83,0.17,141,57,0.71,0.29,113,85,0.57,0.43,545,247,0.67,0.30
little_char_818_z.png,z,,184,68,0.73,0.27,226,26,0.90,0.10,146,106,0.58,0.42,173,79,0.69,0.31,729,279,0.70,0.27
little_char_1049_x.png,x,x,122,58,0.68,0.32,122,58,0.68,0.32,126,54,0.70,0.30,143,37,0.79,0.21,513,207,0.69,0.28
little_char_1393_l.png,l,tu,905,40,0.96,0.04,941,4,1.00,0.00,902,43,0.95,0.05,933,12,0.99,0.01,3681,99,0.96,0.03
little_char_1201_p.png,p,r,130,74,0.64,0.36,120,84,0.59,0.41,125,79,0.61,0.39,204,0,1.00,0.00,579,237,0.68,0.28
little_char_1111_o.png,o,g,84,37,0.69,0.31,87,34,0.72,0.28,70,51,0.58,0.42,57,64,0.47,0.53,298,186,0.59,0.37
little_char_832_c.png,c,,889,47,0.95,0.05,911,25,0.97,0.03,854,82,0.91,0.09,907,29,0.97,0.03,3561,183,0.92,0.05
little_char_521_b.png,b,,194,53,0.79,0.21,247,0,1.00,0.00,146,101,0.59,0.41,159,88,0.64,0.36,746,242,0.76,0.24
little_char_1063_v.png,v,,904,41,0.96,0.04,937,8,0.99,0.01,789,156,0.83,0.17,927,18,0.98,0.02,3557,223,0.93,0.06
little_char_698_u.png,u,,932,40,0.96,0.04,927,45,0.95,0.05,914,58,0.94,0.06,883,89,0.91,0.09,3656,232,0.94,0.06
little_char_1382_s.png,s,s,139,30,0.82,0.18,108,61,0.64,0.36,126,43,0.75,0.25,109,60,0.64,0.36,482,194,0.69,0.28
little_char_731_x.png,x,,911,34,0.96,0.04,891,54,0.94,0.06,837,108,0.89,0.11,897,48,0.95,0.05,3536,244,0.91,0.06
little_char_1301_b.png,b,i,863,47,0.95,0.05,910,0,1.00,0.00,704,206,0.77,0.23,907,3,1.00,0.00,3384,256,0.90,0.07
little_char_468_j.png,j,f,176,0,1.00,0.00,123,53,0.70,0.30,120,56,0.68,0.32,100,76,0.57,0.43,519,185,0.71,0.25
little_char_237_s.png,s,,869,76,0.92,0.08,943,2,1.00,0.00,799,146,0.85,0.15,945,0,1.00,0.00,3556,224,0.93,0.06
little_char_1225_q.png,q,g,782,154,0.84,0.16,936,0,1.00,0.00,824,112,0.88,0.12,936,0,1.00,0.00,3478,266,0.91,0.07
little_char_704_d.png,d,,206,4,0.98,0.02,161,49,0.77,0.23,116,94,0.55,0.45,101,109,0.48,0.52,584,256,0.67,0.29
little_char_418_a.png,a,,144,64,0.69,0.31,169,39,0.81,0.19,157,51,0.75,0.25,135,73,0.65,0.35,605,227,0.71,0.26
little_char_741_d.png,d,,202,19,0.91,0.09,167,54,0.76,0.24,136,85,0.62,0.38,115,106,0.52,0.48,620,264,0.68,0.29
little_char_685_r.png,r,,121,74,0.62,0.38,147,48,0.75,0.25,145,50,0.74,0.26,195,0,1.00,0.00,608,172,0.75,0.21
little_char_292_c.png,c,c,138,49,0.74,0.26,151,36,0.81,0.19,115,72,0.61,0.39,130,57,0.70,0.30,534,214,0.69,0.28
little_char_67_v.png,v,,137,71,0.66,0.34,171,37,0.82,0.18,129,79,0.62,0.38,167,41,0.80,0.20,604,228,0.70,0.26
little_char_1045_w.png,w,,162,78,0.68,0.33,201,39,0.84,0.16,148,92,0.62,0.38,135,105,0.56,0.44,646,314,0.65,0.31
little_char_577_j.png,j,,160,8,0.95,0.05,120,48,0.71,0.29,133,35,0.79,0.21,93,75,0.55,0.45,506,166,0.75,0.25
little_char_1172_y.png,y,v,134,70,0.66,0.34,92,112,0.45,0.55,159,45,0.78,0.22,122,82,0.60,0.40,507,309,0.58,0.35
little_char_584_r.png,r,,94,60,0.61,0.39,110,44,0.71,0.29,81,73,0.53,0.47,154,0,1.00,0.00,439,177,0.68,0.27
little_char_103_o.png,o,z,928,44,0.95,0.05,909,63,0.94,0.06,921,51,0.95,0.05,904,68,0.93,0.07,3662,226,0.94,0.06
little_char_814_b.png,b,b,851,59,0.94,0.06,906,4,1.00,0.00,738,172,0.81,0.19,843,67,0.93,0.07,3338,302,0.90,0.08
little_char_453_y.png,y,y,100,60,0.62,0.38,82,78,0.51,0.49,137,23,0.86,0.14,103,57,0.64,0.36,422,218,0.63,0.32
little_char_31_k.png,k,,181,75,0.71,0.29,216,40,0.84,0.16,139,117,0.54,0.46,205,51,0.80,0.20,741,283,0.70,0.27
little_char_1013_j.png,j,,120,0,1.00,0.00,67,53,0.56,0.44,94,26,0.78,0.22,50,70,0.42,0.58,331,149,0.63,0.28
little_char_283_k.png,k,,157,67,0.70,0.30,184,40,0.82,0.18,121,103,0.54,0.46,157,67,0.70,0.30,619,277,0.65,0.29
little_char_182_k.png,k,a,142,130,0.52,0.48,233,39,0.86,0.14,175,97,0.64,0.36,218,54,0.80,0.20,768,320,0.69,0.29
little_char_553_k.png,k,,903,69,0.93,0.07,940,32,0.97,0.03,844,128,0.87,0.13,862,110,0.89,0.11,3549,339,0.91,0.09
little_char_619_d.png,d,,907,38,0.96,0.04,939,6,0.99,0.01,776,169,0.82,0.18,939,6,0.99,0.01,3561,219,0.93,0.06
little_char_1259_w.png,w,,211,69,0.75,0.25,228,52,0.81,0.19,157,123,0.56,0.44,161,119,0.57,0.42,757,363,0.65,0.31
little_char_681_v.png,v,,178,74,0.71,0.29,194,58,0.77,0.23,197,55,0.78,0.22,178,74,0.71,0.29,747,261,0.74,0.26
little_char_367_x.png,x,x,118,42,0.74,0.26,103,57,0.64,0.36,118,42,0.74,0.26,116,44,0.72,0.28,455,185,0.68,0.28
little_char_322_x.png,x,i,123,46,0.73,0.27,115,54,0.68,0.32,86,83,0.51,0.49,144,25,0.85,0.15,468,208,0.64,0.29
little_char_331_e.png,e,,879,66,0.93,0.07,942,3,1.00,0.00,795,150,0.84,0.16,945,0,1.00,0.00,3561,219,0.91,0.06
little_char_1178_e.png,e,e,832,78,0.91,0.09,865,45,0.95,0.05,804,106,0.88,0.12,885,25,0.97,0.03,3386,254,0.90,0.07
little_char_1069_h.png,h,h,169,52,0.76,0.24,180,41,0.81,0.19,126,95,0.57,0.43,166,55,0.75,0.25,641,243,0.73,0.27
little_char_959_n.png,n,a,915,57,0.94,0.06,967,5,0.99,0.01,843,129,0.87,0.13,968,4,1.00,0.00,3693,195,0.93,0.05
little_char_45_q.png,q,e,887,85,0.91,0.09,892,80,0.92,0.08,893,79,0.92,0.08,962,10,0.99,0.01,3634,254,0.93,0.07
little_char_1074_z.png,z,,201,69,0.74,0.26,161,109,0.60,0.40,177,93,0.66,0.34,215,55,0.80,0.20,754,326,0.70,0.30
little_char_90_j.png,j,,128,2,0.98,0.02,84,46,0.65,0.35,93,37,0.72,0.28,78,52,0.60,0.40,383,137,0.74,0.26
little_char_639_a.png,a,,155,66,0.70,0.30,162,59,0.73,0.27,160,61,0.72,0.28,140,81,0.63,0.37,617,267,0.68,0.29
little_char_1022_g.png,g,,824,86,0.91,0.09,857,53,0.94,0.06,847,63,0.93,0.07,828,82,0.91,0.09,3356,284,0.89,0.08
little_char_197_p.png,p,,780,130,0.86,0.14,881,29,0.97,0.03,839,71,0.92,0.08,910,0,1.00,0.00,3410,230,0.91,0.06
little_char_1087_u.png,u,,135,60,0.69,0.31,154,41,0.79,0.21,142,53,0.73,0.27,130,65,0.67,0.33,561,219,0.70,0.27
little_char_26_e.png,e,,139,41,0.77,0.23,92,88,0.51,0.49,119,61,0.66,0.34,131,49,0.73,0.27,481,239,0.64,0.32
little_char_702_b.png,b,b,163,47,0.78,0.22,210,0,1.00,0.00,110,100,0.52,0.48,123,87,0.59,0.41,606,234,0.70,0.27
little_char_1240_a.png,a,,139,65,0.68,0.32,152,52,0.75,0.25,142,62,0.70,0.30,133,71,0.65,0.35,566,250,0.67,0.30
little_char_333_g.png,g,,925,47,0.95,0.05,972,0,1.00,0.00,802,170,0.83,0.17,926,46,0.95,0.05,3625,263,0.92,0.07
little_char_663_q.png,q,e,958,14,0.99,0.01,745,227,0.77,0.23,971,1,1.00,0.00,914,58,0.94,0.06,3588,300,0.91,0.08
little_char_891_b.png,b,b,893,52,0.94,0.06,945,0,1.00,0.00,782,163,0.83,0.17,893,52,0.94,0.06,3513,267,0.90,0.07
little_char_54_y.png,y,,892,44,0.95,0.05,856,80,0.91,0.09,901,35,0.96,0.04,782,154,0.84,0.16,3431,313,0.90,0.08
little_char_1218_d.png,d,,905,5,0.99,0.01,887,23,0.97,0.03,727,183,0.80,0.20,906,4,1.00,0.00,3425,215,0.91,0.06
little_char_993_r.png,r,,863,82,0.91,0.09,910,35,0.96,0.04,844,101,0.89,0.11,945,0,1.00,0.00,3562,218,0.93,0.06
little_char_403_u.png,u,,142,54,0.72,0.28,147,49,0.75,0.25,134,62,0.68,0.32,117,79,0.60,0.40,540,244,0.67,0.30
little_char_1117_j.png,j,,126,0,1.00,0.00,90,36,0.71,0.29,94,32,0.75,0.25,74,52,0.59,0.41,384,120,0.74,0.23
little_char_812_e.png,e,,125,83,0.60,0.40,149,59,0.72,0.28,149,59,0.72,0.28,166,42,0.80,0.20,589,243,0.66,0.27
little_char_936_a.png,a,a,893,52,0.94,0.06,902,43,0.95,0.05,865,80,0.92,0.08,832,113,0.88,0.12,3492,288,0.89,0.07
little_char_801_o.png,o,,918,18,0.98,0.02,896,40,0.96,0.04,806,130,0.86,0.14,817,119,0.87,0.13,3437,307,0.90,0.08
little_char_81_t.png,t,,886,24,0.97,0.03,910,0,1.00,0.00,767,143,0.84,0.16,910,0,1.00,0.00,3473,167,0.92,0.04
little_char_24_q.png,q,,151,83,0.65,0.35,120,114,0.51,0.49,186,48,0.79,0.21,175,59,0.75,0.25,632,304,0.66,0.32
little_char_47_r.png,r,c,897,13,0.99,0.01,851,59,0.94,0.06,841,69,0.92,0.08,910,0,1.00,0.00,3499,141,0.93,0.04
little_char_613_y.png,y,,131,29,0.82,0.18,92,68,0.57,0.42,116,44,0.72,0.28,105,55,0.66,0.34,444,196,0.66,0.29
little_char_1098_s.png,s,,883,62,0.93,0.07,945,0,1.00,0.00,809,136,0.86,0.14,945,0,1.00,0.00,3582,198,0.93,0.05
little_char_294_s.png,s,f,182,0,1.00,0.00,95,87,0.52,0.48,138,44,0.76,0.24,107,75,0.59,0.41,522,206,0.72,0.28
little_char_600_s.png,s,s,852,58,0.94,0.06,886,24,0.97,0.03,785,125,0.86,0.14,872,38,0.96,0.04,3395,245,0.92,0.07
little_char_737_j.png,j,,288,0,1.00,0.00,178,110,0.62,0.38,203,85,0.70,0.30,216,72,0.75,0.25,885,267,0.72,0.22
little_char_747_c.png,c,c,164,44,0.79,0.21,161,47,0.77,0.23,138,70,0.66,0.34,154,54,0.74,0.26,617,215,0.69,0.24
little_char_274_v.png,v,,901,35,0.96,0.04,887,49,0.95,0.05,877,59,0.94,0.06,872,64,0.93,0.07,3537,207,0.93,0.05
little_char_343_x.png,x,,969,3,1.00,0.00,909,63,0.94,0.06,823,149,0.85,0.15,947,25,0.97,0.03,3648,240,0.92,0.06
little_char_438_e.png,e,,877,68,0.93,0.07,945,0,1.00,0.00,753,192,0.80,0.20,943,2,1.00,0.00,3518,262,0.92,0.07
little_char_810_g.png,g,,127,94,0.57,0.43,120,101,0.54,0.46,197,24,0.89,0.11,137,84,0.62,0.38,581,303,0.61,0.32
little_char_893_v.png,v,,96,36,0.73,0.27,84,48,0.64,0.36,85,47,0.64,0.36,88,44,0.67,0.33,353,175,0.61,0.30
little_char_462_u.png,u,,144,38,0.79,0.21,131,51,0.72,0.28,119,63,0.65,0.35,124,58,0.68,0.32,518,210,0.69,0.28
little_char_1279_s.png,s,s,162,33,0.83,0.17,105,90,0.54,0.46,145,50,0.74,0.26,115,80,0.59,0.41,527,253,0.63,0.30
little_char_1413_c.png,c,a,139,48,0.74,0.26,166,21,0.89,0.11,119,68,0.64,0.36,131,56,0.70,0.30,555,193,0.71,0.25
little_char_1120_v.png,v,,169,55,0.75,0.25,158,66,0.71,0.29,159,65,0.71,0.29,196,28,0.88,0.12,682,214,0.73,0.23
little_char_580_w.png,w,,916,20,0.98,0.02,913,23,0.98,0.02,715,221,0.76,0.24,870,66,0.93,0.07,3414,330,0.89,0.09
little_char_692_j.png,j,,943,2,1.00,0.00,875,70,0.93,0.07,863,82,0.91,0.09,898,47,0.95,0.05,3579,201,0.93,0.05
little_char_394_a.png,a,,174,81,0.68,0.32,177,78,0.69,0.31,220,35,0.86,0.14,177,78,0.69,0.31,748,272,0.71,0.26
little_char_459_d.png,d,a,218,6,0.97,0.03,146,78,0.65,0.35,138,86,0.62,0.38,146,78,0.65,0.35,648,248,0.72,0.28
little_char_713_k.png,k,,215,73,0.75,0.25,276,12,0.96,0.04,149,139,0.52,0.48,232,56,0.81,0.19,872,280,0.76,0.24
little_char_1366_q.png,q,,785,151,0.84,0.16,936,0,1.00,0.00,867,69,0.93,0.07,936,0,1.00,0.00,3524,220,0.92,0.06
little_char_997_w.png,w,,881,55,0.94,0.06,918,18,0.98,0.02,784,152,0.84,0.16,843,93,0.90,0.10,3426,318,0.90,0.08
little_char_497_k.png,k,,246,58,0.81,0.19,304,0,1.00,0.00,179,125,0.59,0.41,216,88,0.71,0.29,945,271,0.78,0.22
little_char_101_l.png,l,,874,71,0.92,0.08,933,12,0.99,0.01,902,43,0.95,0.05,940,5,0.99,0.01,3649,131,0.97,0.03
little_char_20_b.png,b,,163,53,0.75,0.25,216,0,1.00,0.00,107,109,0.50,0.50,123,93,0.57,0.43,609,255,0.66,0.28
little_char_421_d.png,d,a,240,0,1.00,0.00,192,48,0.80,0.20,147,93,0.61,0.39,142,98,0.59,0.41,721,239,0.75,0.25
little_char_785_v.png,v,,161,79,0.67,0.33,162,78,0.68,0.33,134,106,0.56,0.44,230,10,0.96,0.04,687,273,0.67,0.27
little_char_270_r.png,r,,888,48,0.95,0.05,883,53,0.94,0.06,848,88,0.91,0.09,936,0,1.00,0.00,3555,189,0.93,0.05
little_char_923_m.png,m,,935,1,1.00,0.00,936,0,1.00,0.00,763,173,0.82,0.18,834,102,0.89,0.11,3468,276,0.91,0.07
little_char_1137_o.png,o,,113,43,0.72,0.28,93,63,0.60,0.40,95,61,0.61,0.39,96,60,0.62,0.38,397,227,0.61,0.35
little_char_995_u.png,u,u,904,41,0.96,0.04,903,42,0.96,0.04,856,89,0.91,0.09,895,50,0.95,0.05,3558,222,0.93,0.06
little_char_416_x.png,x,,904,41,0.96,0.04,895,50,0.95,0.05,862,83,0.91,0.09,884,61,0.94,0.06,3545,235,0.91,0.06
little_char_864_j.png,j,,893,52,0.94,0.06,945,0,1.00,0.00,833,112,0.88,0.12,945,0,1.00,0.00,3616,164,0.94,0.04
little_char_821_j.png,j,i,121,0,1.00,0.00,81,40,0.67,0.33,89,32,0.74,0.26,59,62,0.49,0.51,350,134,0.69,0.26
little_char_423_f.png,f,t,248,18,0.93,0.07,153,113,0.58,0.42,195,71,0.73,0.27,197,69,0.74,0.26,793,271,0.72,0.25
little_char_146_y.png,y,,283,21,0.93,0.07,186,118,0.61,0.39,236,68,0.78,0.22,215,89,0.71,0.29,920,296,0.74,0.24
little_char_2_q.png,q,g,799,137,0.85,0.15,936,0,1.00,0.00,818,118,0.87,0.13,936,0,1.00,0.00,3489,255,0.90,0.07
little_char_905_y.png,y,a,813,132,0.86,0.14,921,24,0.97,0.03,917,28,0.97,0.03,922,23,0.98,0.02,3573,207,0.91,0.05
little_char_579_s.png,s,s,97,85,0.53,0.47,133,49,0.73,0.27,129,53,0.71,0.29,108,74,0.59,0.41,467,261,0.64,0.36
little_char_809_f.png,f,,128,72,0.64,0.36,130,70,0.65,0.35,115,85,0.57,0.42,168,32,0.84,0.16,541,259,0.68,0.32
little_char_1391_m.png,m,,894,42,0.96,0.04,930,6,0.99,0.01,793,143,0.85,0.15,842,94,0.90,0.10,3459,285,0.91,0.07
little_char_1099_t.png,t,,930,42,0.96,0.04,959,13,0.99,0.01,844,128,0.87,0.13,953,19,0.98,0.02,3686,202,0.95,0.05
little_char_38_d.png,d,a,935,10,0.99,0.01,893,52,0.94,0.06,824,121,0.87,0.13,870,75,0.92,0.08,3522,258,0.92,0.07
little_char_205_x.png,x,x,940,32,0.97,0.03,898,74,0.92,0.08,844,128,0.87,0.13,917,55,0.94,0.06,3599,289,0.93,0.07
little_char_563_w.png,w,,902,34,0.96,0.04,902,34,0.96,0.04,805,131,0.86,0.14,810,126,0.87,0.13,3419,325,0.90,0.09
little_char_947_o.png,o,,95,49,0.66,0.34,102,42,0.71,0.29,88,56,0.61,0.39,79,65,0.55,0.45,364,212,0.58,0.34
little_char_36_k.png,k,b,219,51,0.81,0.19,266,4,0.99,0.01,127,143,0.47,0.53,207,63,0.77,0.23,819,261,0.76,0.24
little_char_152_e.png,e,,119,63,0.65,0.35,101,81,0.55,0.45,116,66,0.64,0.36,135,47,0.74,0.26,471,257,0.62,0.34
little_char_5_p.png,p,,165,63,0.72,0.28,143,85,0.63,0.37,158,70,0.69,0.31,228,0,1.00,0.00,694,218,0.71,0.22
little_char_1123_s.png,s,s,101,43,0.70,0.30,104,40,0.72,0.28,100,44,0.69,0.31,73,71,0.51,0.49,378,198,0.63,0.33
little_char_461_g.png,g,,96,96,0.50,0.50,143,49,0.74,0.26,158,34,0.82,0.18,103,89,0.54,0.46,500,268,0.63,0.34
little_char_771_x.png,x,,86,44,0.66,0.34,81,49,0.62,0.38,83,47,0.64,0.36,89,41,0.68,0.32,339,181,0.60,0.32
little_char_1250_o.png,o,,90,64,0.58,0.42,103,51,0.67,0.33,98,56,0.64,0.36,83,71,0.54,0.46,374,242,0.56,0.36
little_char_680_g.png,g,o,254,16,0.94,0.06,156,114,0.58,0.42,230,40,0.85,0.15,173,97,0.64,0.36,813,267,0.73,0.24
little_char_108_b.png,b,b,171,57,0.75,0.25,228,0,1.00,0.00,133,95,0.58,0.42,132,96,0.58,0.42,664,248,0.70,0.26
little_char_673_h.png,h,h,176,64,0.73,0.27,212,28,0.88,0.12,154,86,0.64,0.36,152,88,0.63,0.37,694,266,0.68,0.26
little_char_1088_k.png,k,i,119,57,0.68,0.32,140,36,0.80,0.20,81,95,0.46,0.54,121,55,0.69,0.31,461,243,0.65,0.35
little_char_297_a.png,a,,874,62,0.93,0.07,908,28,0.97,0.03,862,74,0.92,0.08,859,77,0.92,0.08,3503,241,0.92,0.06
little_char_1142_e.png,e,i,186,38,0.83,0.17,158,66,0.71,0.29,122,102,0.54,0.46,205,19,0.92,0.08,671,225,0.75,0.25
little_char_115_g.png,g,,66,84,0.44,0.56,81,69,0.54,0.46,111,39,0.74,0.26,81,69,0.54,0.46,339,261,0.54,0.41
little_char_638_g.png,g,,192,48,0.80,0.20,140,100,0.58,0.42,199,41,0.83,0.17,147,93,0.61,0.39,678,282,0.68,0.28
little_char_648_n.png,n,,113,41,0.73,0.27,88,66,0.57,0.43,117,37,0.76,0.24,110,44,0.71,0.29,428,188,0.66,0.29
little_char_605_p.png,p,p,115,101,0.53,0.47,132,84,0.61,0.39,142,74,0.66,0.34,216,0,1.00,0.00,605,259,0.67,0.29
little_char_887_j.png,j,j,130,0,1.00,0.00,90,40,0.69,0.31,93,37,0.72,0.28,70,60,0.54,0.46,383,137,0.70,0.25
little_char_985_m.png,m,,140,88,0.61,0.39,157,71,0.69,0.31,153,75,0.67,0.33,159,69,0.70,0.30,609,303,0.62,0.31
little_char_1326_e.png,e,,839,97,0.90,0.10,925,11,0.99,0.01,762,174,0.81,0.19,923,13,0.99,0.01,3449,295,0.90,0.08
little_char_1383_w.png,w,,232,41,0.85,0.15,210,63,0.77,0.23,158,115,0.58,0.42,160,113,0.59,0.41,760,332,0.68,0.30
little_char_1138_p.png,p,,122,99,0.55,0.45,118,103,0.53,0.47,131,90,0.59,0.41,220,1,1.00,0.00,591,293,0.64,0.32
little_char_922_j.png,j,j,850,60,0.93,0.07,910,0,1.00,0.00,770,140,0.85,0.15,910,0,1.00,0.00,3440,200,0.95,0.05
little_char_520_q.png,q,,863,109,0.89,0.11,848,124,0.87,0.13,961,11,0.99,0.01,915,57,0.94,0.06,3587,301,0.91,0.08
little_char_1239_g.png,g,,148,86,0.63,0.37,128,106,0.55,0.45,197,37,0.84,0.16,140,94,0.60,0.40,613,323,0.64,0.34
little_char_16_n.png,n,,88,44,0.67,0.33,76,56,0.58,0.42,85,47,0.64,0.36,97,35,0.73,0.27,346,182,0.60,0.32
little_char_850_d.png,d,,202,8,0.96,0.04,170,40,0.81,0.19,118,92,0.56,0.44,111,99,0.53,0.47,601,239,0.69,0.28
