Image,Letter,White_0_0,Black_0_0,White_0_1,Black_0_1,White_0_2,Black_0_2,White_0_3,Black_0_3,White_0_4,Black_0_4,White_1_0,Black_1_0,White_1_1,Black_1_1,White_1_2,Black_1_2,White_1_3,Black_1_3,White_1_4,Black_1_4,White_2_0,Black_2_0,White_2_1,Black_2_1,White_2_2,Black_2_2,White_2_3,Black_2_3,White_2_4,Black_2_4,White_3_0,Black_3_0,White_3_1,Black_3_1,White_3_2,Black_3_2,White_3_3,Black_3_3,White_3_4,Black_3_4,White_4_0,Black_4_0,White_4_1,Black_4_1,White_4_2,Black_4_2,White_4_3,Black_4_3,White_4_4,Black_4_4
little_char_973.png,o,2,0,2,0,2,0,2,0,2,0,1,1,0,2,2,0,2,0,2,0,1,1,0,2,0,2,1,1,2,0,1,1,2,0,2,0,0,2,2,0,1,1,2,0,2,0,1,1,1,1
little_char_967.png,a,4,0,2,2,3,1,4,0,4,0,2,2,1,3,0,4,1,3,4,0,2,2,2,2,0,4,0,4,4,0,4,0,2,2,3,1,2,2,2,2,4,0,2,2,4,0,4,0,0,4
little_char_1298.png,,12,3,15,0,15,0,15,0,15,0,12,3,15,0,11,4,15,0,15,0,12,3,15,0,9,6,15,0,15,0,12,3,9,6,7,8,15,0,15,0,12,3,8,7,9,6,14,1,15,0
little_char_783.png,e,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0,15,0,8,7,5,10,15,0,15,0,15,0,6,9,12,3,15,0,15,0
little_char_1501.png,o,4,0,3,1,2,2,3,1,4,0,4,0,2,2,3,1,2,2,1,3,2,2,3,1,4,0,4,0,1,3,3,1,1,3,2,2,2,2,1,3,4,0,3,1,2,2,2,2,3,1
little_char_768.png,r,3,1,2,2,2,2,3,1,4,0,2,2,2,2,3,1,0,4,4,0,2,2,2,2,4,0,2,2,3,1,3,1,2,2,4,0,2,2,2,2,4,0,4,0,4,0,4,0,3,1
little_char_1273.png,q,2,0,2,0,2,0,1,1,1,1,2,0,1,1,0,2,1,1,1,1,2,0,1,1,0,2,1,1,1,1,2,0,2,0,2,0,1,1,0,2,2,0,2,0,2,0,1,1,0,2
little_char_1515.png,e,15,0,14,1,13,2,15,0,15,0,15,0,8,7,6,9,15,0,15,0,13,2,10,5,10,5,15,0,12,3,11,4,3,12,12,3,15,0,13,2,15,0,8,7,15,0,15,0,12,3
little_char_1529.png,,15,0,15,0,15,0,15,0,15,0,15,0,10,5,13,2,15,0,15,0,15,0,7,8,4,11,8,7,15,0,15,0,12,3,8,7,9,6,15,0,15,0,15,0,15,0,10,5,15,0
little_char_740.png,,11,4,10,5,10,5,10,5,10,5,14,1,15,0,15,0,15,0,15,0,15,0,14,1,11,4,15,0,15,0,15,0,7,8,12,3,15,0,15,0,15,0,7,8,10,5,15,0,15,0
little_char_1528.png,c,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,0,2,2,0,2,0,1,1,0,2,0,2,1,1,2,0,0,2,1,1,1,1,2,0,1,1,1,1,2,0,2,0,2,0
little_char_1272.png,c,15,0,14,1,12,3,10,5,10,5,15,0,15,0,15,0,15,0,15,0,15,0,14,1,5,10,13,2,15,0,15,0,8,7,14,1,13,2,15,0,15,0,7,8,15,0,15,0,15,0
little_char_1514.png,a,12,3,15,0,15,0,15,0,15,0,12,3,15,0,13,2,15,0,15,0,12,3,15,0,9,6,15,0,15,0,12,3,6,9,2,13,15,0,15,0,12,3,9,6,6,9,12,3,15,0
little_char_1500.png,f,2,0,2,0,2,0,2,0,1,1,2,0,2,0,1,1,0,2,1,1,2,0,0,2,0,2,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0
little_char_1266.png,n,15,0,15,0,15,0,15,0,15,0,15,0,13,2,14,1,15,0,15,0,15,0,6,9,10,5,15,0,15,0,13,2,11,4,10,5,15,0,15,0,14,1,14,1,13,2,15,0,15,0
little_char_782.png,e,4,0,4,0,3,1,2,2,2,2,4,0,4,0,0,4,3,1,0,4,4,0,1,3,3,1,4,0,1,3,4,0,0,4,4,0,4,0,4,0,3,1,1,3,1,3,1,3,3,1
little_char_796.png,q,2,0,2,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1,1,1,2,0,1,1,1,1,1,1,0,2,2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,0,2,0,2
little_char_1299.png,e,15,0,14,1,14,1,14,1,11,4,15,0,15,0,15,0,15,0,13,2,15,0,7,8,13,2,15,0,13,2,12,3,6,9,14,1,15,0,12,3,14,1,4,11,5,10,14,1,12,3
little_char_966.png,h,3,1,3,1,4,0,4,0,4,0,3,1,2,2,4,0,4,0,4,0,3,1,2,2,4,0,4,0,4,0,2,2,1,3,0,4,1,3,3,1,2,2,1,3,4,0,2,2,2,2
little_char_972.png,,3,0,3,0,3,0,3,0,3,0,3,0,2,1,0,3,3,0,3,0,2,1,1,2,0,3,1,2,1,2,1,2,0,3,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2
little_char_543.png,m,4,0,4,0,3,1,2,2,4,0,4,0,0,4,1,3,1,3,3,1,2,2,1,3,4,0,2,2,0,4,2,2,2,2,4,0,1,3,3,1,3,1,3,1,4,0,0,4,4,0
little_char_225.png,q,2,0,1,1,1,1,1,1,1,1,2,0,0,2,0,2,2,0,1,1,2,0,1,1,0,2,0,2,1,1,2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,0,2
little_char_231.png,,2,0,1,1,1,1,2,0,2,0,2,0,2,0,0,2,1,1,2,0,2,0,2,0,0,2,0,2,1,1,2,0,2,0,1,1,0,2,0,2,2,0,1,1,0,2,1,1,1,1
little_char_1058.png,,4,0,4,0,2,2,2,2,4,0,4,0,2,2,2,2,2,2,2,2,4,0,0,4,4,0,4,0,4,0,2,2,0,4,4,0,4,0,4,0,4,0,0,4,4,0,4,0,4,0
little_char_557.png,,15,0,15,0,12,3,15,0,15,0,15,0,15,0,9,6,15,0,15,0,15,0,11,4,10,5,15,0,15,0,10,5,10,5,10,5,15,0,15,0,14,1,7,8,12,3,15,0,15,0
little_char_1716.png,,4,2,6,0,4,2,6,0,4,2,2,4,6,0,3,3,4,2,2,4,2,4,5,1,3,3,3,3,2,4,5,1,0,6,1,5,1,5,1,5,6,0,6,0,6,0,6,0,4,2
little_char_219.png,,4,0,4,0,4,0,2,2,2,2,4,0,1,3,1,3,2,2,2,2,2,2,2,2,4,0,4,0,4,0,4,0,1,3,1,3,2,2,2,2,4,0,4,0,4,0,2,2,2,2
little_char_1064.png,,12,3,15,0,15,0,15,0,15,0,12,3,15,0,3,12,14,1,15,0,12,3,12,3,5,10,14,1,15,0,12,3,5,10,8,7,15,0,15,0,12,3,10,5,9,6,15,0,15,0
little_char_1702.png,f,6,0,5,1,2,4,6,0,6,0,6,0,3,3,3,3,6,0,6,0,4,2,1,5,2,4,1,5,2,4,3,3,3,3,6,0,6,0,6,0,4,2,2,4,6,0,6,0,6,0
little_char_580.png,v,3,1,3,1,4,0,4,0,4,0,3,1,0,4,4,0,4,0,1,3,4,0,0,4,4,0,2,2,1,3,4,0,1,3,1,3,0,4,4,0,4,0,4,0,1,3,2,2,4,0
little_char_594.png,a,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0,12,3,12,3,15,0,15,0,15,0,9,6,4,11,15,0,15,0,15,0,14,1,6,9,6,9,15,0
little_char_437.png,,4,0,3,1,2,2,3,1,4,0,4,0,0,4,2,2,1,3,4,0,4,0,4,0,3,1,1,3,4,0,3,1,1,3,0,4,0,4,0,4,4,0,4,0,0,4,4,0,4,0
little_char_1138.png,,15,0,15,0,15,0,14,1,14,1,15,0,15,0,9,6,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0,15,0,9,6,15,0,15,0,15,0,15,0,10,5,15,0,15,0
little_char_345.png,e,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0,10,5,7,8,15,0,15,0,15,0,8,7,10,5,15,0,12,3,15,0,7,8,11,4,15,0,12,3
little_char_423.png,y,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1,7,8,12,3,15,0,15,0,15,0,6,9,10,5,15,0,15,0,15,0,15,0,10,5,15,0,15,0
little_char_1662.png,,12,3,12,3,11,4,10,5,10,5,15,0,15,0,15,0,15,0,15,0,15,0,11,4,14,1,13,2,15,0,15,0,9,6,10,5,13,2,15,0,15,0,9,6,9,6,15,0,15,0
little_char_1104.png,,14,6,15,5,15,5,15,5,15,5,16,4,20,0,14,6,20,0,20,0,16,4,20,0,12,8,20,0,20,0,16,4,20,0,10,10,20,0,20,0,13,7,15,5,15,5,16,4,18,2
little_char_1110.png,,4,0,4,0,4,0,2,2,4,0,4,0,1,3,2,2,1,3,1,3,2,2,1,3,0,4,0,4,3,1,1,3,2,2,4,0,4,0,4,0,4,0,1,3,0,4,0,4,1,3
little_char_1676.png,a,13,2,15,0,15,0,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0,8,7,7,8,13,2,15,0,15,0,8,7,7,8,10,5,15,0,15,0,14,1,14,1,10,5,15,0
little_char_392.png,,4,0,3,1,2,2,2,2,3,1,4,0,1,3,2,2,2,2,2,2,2,2,2,2,4,0,4,0,4,0,2,2,2,2,4,0,4,0,4,0,2,2,2,2,4,0,4,0,4,0
little_char_153.png,,4,0,4,0,2,2,3,1,4,0,4,0,2,2,2,2,0,4,3,1,4,0,0,4,4,0,0,4,0,4,2,2,1,3,4,0,0,4,3,1,2,2,2,2,4,0,0,4,4,0
little_char_85.png,w,12,3,15,0,15,0,15,0,15,0,12,3,15,0,15,0,15,0,15,0,12,3,15,0,15,0,14,1,15,0,8,7,11,4,11,4,9,6,15,0,10,5,4,11,6,9,8,7,15,0
little_char_1448.png,,4,0,4,0,4,0,2,2,3,1,3,1,4,0,4,0,0,4,3,1,4,0,4,0,2,2,2,2,4,0,2,2,4,0,2,2,2,2,3,1,0,4,1,3,1,3,2,2,4,0
little_char_621.png,,6,2,8,0,8,0,8,0,8,0,4,4,8,0,5,3,8,0,5,3,3,5,8,0,1,7,8,0,4,4,5,3,6,2,2,6,4,4,4,4,8,0,2,6,8,0,5,3,7,1
little_char_147.png,t,14,1,15,0,15,0,15,0,15,0,15,0,11,4,15,0,15,0,15,0,15,0,8,7,15,0,15,0,15,0,15,0,8,7,12,3,15,0,15,0,15,0,11,4,15,0,15,0,15,0
little_char_91.png,,4,0,2,2,2,2,2,2,4,0,3,1,0,4,4,0,1,3,3,1,4,0,1,3,1,3,0,4,4,0,4,0,4,0,3,1,1,3,4,0,4,0,4,0,2,2,2,2,4,0
little_char_1306.png,a,4,0,4,0,2,2,2,2,3,1,3,1,0,4,2,2,2,2,2,2,2,2,2,2,4,0,4,0,2,2,3,1,0,4,2,2,2,2,0,4,4,0,4,0,2,2,4,0,4,0
little_char_609.png,f,4,0,4,0,4,0,3,1,4,0,4,0,4,0,1,3,1,3,2,2,4,0,1,3,2,2,2,2,2,2,3,1,0,4,4,0,2,2,2,2,3,1,1,3,4,0,1,3,4,0
little_char_1474.png,b,6,0,4,2,4,2,6,0,6,0,6,0,1,5,6,0,6,0,6,0,6,0,0,6,4,2,4,2,5,1,4,2,3,3,1,5,4,2,1,5,6,0,6,0,2,4,2,4,5,1
little_char_1312.png,,4,0,3,1,2,2,2,2,4,0,3,1,1,3,1,3,0,4,4,0,2,2,1,3,2,2,4,0,4,0,3,1,0,4,2,2,2,2,2,2,4,0,3,1,2,2,2,2,2,2
little_char_190.png,,4,0,4,0,4,0,2,2,3,1,4,0,3,1,1,3,2,2,2,2,4,0,0,4,3,1,3,1,2,2,2,2,2,2,4,0,2,2,2,2,3,1,2,2,4,0,2,2,2,2
little_char_46.png,d,6,0,6,0,6,0,5,1,3,3,6,0,6,0,6,0,1,5,5,1,6,0,3,3,3,3,0,6,6,0,3,3,3,3,5,1,0,6,3,3,6,0,3,3,2,4,3,3,5,1
little_char_812.png,,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2,5,10,13,2,15,0,15,0,9,6,14,1,14,1,15,0,14,1,14,1,8,7,13,2,15,0,13,2
little_char_180.png,a,4,0,4,0,4,0,4,0,3,1,4,0,4,0,4,0,4,0,1,3,4,0,4,0,4,0,2,2,2,2,4,0,0,4,1,3,1,3,4,0,3,1,1,3,4,0,1,3,2,2
little_char_56.png,i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
little_char_194.png,q,4,0,2,2,2,2,2,2,4,0,3,1,1,3,2,2,1,3,2,2,3,1,0,4,3,1,2,2,2,2,4,0,4,0,2,2,0,4,4,0,4,0,4,0,4,0,0,4,4,0
little_char_42.png,,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1,5,10,8,7,15,0,15,0,14,1,6,9,14,1,15,0,15,0,13,2,7,8,10,5,15,0,15,0
little_char_802.png,,4,2,6,0,6,0,6,0,6,0,3,3,5,1,6,0,3,3,4,2,6,0,2,4,2,4,2,4,1,5,6,0,6,0,6,0,6,0,3,3,5,1,2,4,4,2,2,4,3,3
little_char_143.png,b,4,0,2,2,4,0,4,0,4,0,4,0,1,3,4,0,4,0,4,0,4,0,0,4,4,0,4,0,4,0,4,0,0,4,0,4,0,4,3,1,3,1,0,4,3,1,1,3,1,3
little_char_95.png,,4,0,2,2,4,0,4,0,4,0,4,0,2,2,4,0,4,0,2,2,2,2,2,2,4,0,4,0,2,2,3,1,2,2,4,0,4,0,0,4,4,0,0,4,2,2,1,3,2,2
little_char_1458.png,,4,0,4,0,2,2,2,2,4,0,4,0,0,4,1,3,1,3,3,1,4,0,0,4,4,0,2,2,0,4,4,0,1,3,4,0,2,2,3,1,2,2,2,2,4,0,4,0,4,0
little_char_157.png,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
little_char_619.png,s,4,0,4,0,4,0,4,0,3,1,4,0,3,1,1,3,0,4,1,3,4,0,3,1,2,2,0,4,3,1,4,0,4,0,4,0,4,0,1,3,2,2,3,1,4,0,2,2,1,3
little_char_1470.png,,4,0,2,2,3,1,4,0,3,1,4,0,1,3,2,2,4,0,2,2,4,0,2,2,0,4,3,1,2,2,2,2,1,3,1,3,0,4,0,4,3,1,3,1,4,0,4,0,4,0
little_char_1464.png,y,4,0,3,1,2,2,2,2,2,2,4,0,2,2,1,3,2,2,3,1,4,0,3,1,0,4,3,1,4,0,4,0,4,0,3,1,0,4,4,0,3,1,4,0,4,0,2,2,2,2
little_char_1302.png,,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,9,6,15,0,15,0,15,0,15,0,7,8,12,3,15,0,15,0,15,0,7,8,8,7,15,0,15,0
little_char_382.png,,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,1,1,2,0,2,0,1,1,0,2,0,2,2,0,1,1,0,2,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0
little_char_396.png,t,2,0,2,0,2,0,2,0,1,1,2,0,0,2,0,2,0,2,0,2,2,0,2,0,2,0,1,1,0,2,2,0,2,0,2,0,0,2,1,1,2,0,2,0,0,2,0,2,2,0
little_char_1699.png,s,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,9,6,7,8,15,0,15,0,15,0,12,3,12,3,15,0,15,0,15,0,9,6,8,7,15,0,15,0
little_char_341.png,z,4,0,4,0,3,1,2,2,3,1,4,0,4,0,3,1,2,2,2,2,4,0,3,1,3,1,2,2,2,2,3,1,2,2,2,2,0,4,0,4,4,0,4,0,2,2,3,1,4,0
little_char_1128.png,t,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,1,1,0,2,2,0,2,0,1,1,0,2,1,1,2,0,0,2,0,2,0,2,0,2,2,0,2,0,0,2,2,0,2,0
little_char_355.png,a,15,0,15,0,15,0,15,0,15,0,15,0,13,2,11,4,15,0,15,0,15,0,8,7,7,8,15,0,15,0,15,0,13,2,11,4,15,0,15,0,15,0,13,2,12,3,15,0,15,0
little_char_433.png,,4,0,4,0,4,0,4,0,4,0,3,1,3,1,4,0,4,0,3,1,1,3,2,2,4,0,3,1,1,3,2,2,2,2,3,1,1,3,4,0,4,0,0,4,0,4,4,0,4,0
little_char_1114.png,a,4,0,4,0,2,2,2,2,2,2,3,1,1,3,2,2,2,2,2,2,2,2,1,3,3,1,4,0,4,0,3,1,2,2,0,4,0,4,2,2,4,0,4,0,4,0,4,0,3,1
little_char_1100.png,,15,0,15,0,14,1,14,1,11,4,15,0,14,1,7,8,15,0,15,0,15,0,9,6,9,6,15,0,15,0,15,0,9,6,15,0,15,0,15,0,15,0,3,12,9,6,15,0,15,0
little_char_590.png,,15,0,12,3,11,4,10,5,10,5,15,0,14,1,9,6,15,0,15,0,15,0,9,6,7,8,15,0,15,0,15,0,9,6,13,2,15,0,15,0,15,0,7,8,10,5,15,0,15,0
little_char_584.png,a,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,7,8,13,2,15,0,15,0,12,3,12,3,9,6,15,0,15,0,14,1,5,10,8,7,15,0,15,0
little_char_553.png,w,4,2,6,0,4,2,6,0,5,1,3,3,6,0,2,4,6,0,2,4,2,4,6,0,0,6,5,1,2,4,2,4,4,2,2,4,1,5,1,5,5,1,1,5,5,1,5,1,5,1
little_char_1048.png,d,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,0,2,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1
little_char_547.png,z,6,0,5,1,3,3,2,4,5,1,6,0,5,1,4,2,4,2,3,3,6,0,2,4,0,6,2,4,2,4,6,0,2,4,5,1,6,0,4,2,5,1,2,4,2,4,3,3,4,2
little_char_1706.png,p,4,0,3,1,2,2,2,2,3,1,4,0,2,2,1,3,2,2,0,4,4,0,1,3,1,3,1,3,1,3,4,0,0,4,2,2,4,0,4,0,4,0,0,4,4,0,4,0,4,0
little_char_1060.png,,4,0,3,1,2,2,2,2,4,0,4,0,1,3,3,1,0,4,4,0,4,0,4,0,3,1,1,3,3,1,4,0,1,3,1,3,2,2,1,3,4,0,1,3,4,0,4,0,4,0
little_char_209.png,e,13,2,15,0,15,0,15,0,15,0,13,2,10,5,8,7,15,0,15,0,15,0,7,8,9,6,15,0,15,0,15,0,9,6,15,0,15,0,15,0,15,0,5,10,13,2,15,0,14,1
little_char_1712.png,s,4,0,2,2,2,2,2,2,3,1,4,0,1,3,1,3,2,2,3,1,4,0,4,0,1,3,3,1,4,0,2,2,4,0,4,0,0,4,4,0,3,1,0,4,0,4,1,3,4,0
little_char_792.png,,14,1,15,0,15,0,15,0,15,0,14,1,13,2,15,0,15,0,15,0,15,0,10,5,15,0,15,0,15,0,5,10,6,9,15,0,15,0,15,0,12,3,12,3,15,0,15,0,15,0
little_char_1289.png,a,6,0,2,4,3,3,3,3,6,0,6,0,6,0,5,1,2,4,6,0,5,1,0,6,2,4,2,4,2,4,5,1,1,5,6,0,6,0,6,0,6,0,4,2,2,4,2,4,5,1
little_char_976.png,,2,0,2,0,2,0,2,0,2,0,2,0,1,1,0,2,0,2,2,0,2,0,0,2,0,2,1,1,2,0,2,0,0,2,2,0,1,1,2,0,1,1,1,1,2,0,1,1,1,1
little_char_962.png,c,4,0,4,0,4,0,3,1,4,0,4,0,2,2,1,3,2,2,0,4,3,1,1,3,4,0,0,4,1,3,2,2,1,3,4,0,4,0,3,1,4,0,2,2,0,4,0,4,2,2
little_char_989.png,,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,8,7,8,7,15,0,15,0,15,0,7,8,6,9,15,0,15,0,15,0,9,6,7,8,15,0,15,0
little_char_1538.png,w,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,9,6,9,6,11,4,15,0,15,0,8,7,4,11,7,8,15,0,15,0,15,0,14,1,11,4,15,0
little_char_1262.png,t,13,2,15,0,10,5,10,5,10,5,15,0,15,0,12,3,15,0,15,0,15,0,15,0,9,6,15,0,15,0,15,0,15,0,9,6,15,0,15,0,14,1,15,0,8,7,15,0,13,2
little_char_1504.png,v,4,0,4,0,4,0,3,1,3,1,2,2,2,2,4,0,4,0,0,4,3,1,1,3,4,0,4,0,1,3,4,0,0,4,3,1,1,3,1,3,4,0,0,4,0,4,2,2,4,0
little_char_779.png,,15,5,15,5,15,5,15,5,15,5,17,3,19,1,20,0,20,0,20,0,14,6,11,9,20,0,20,0,20,0,12,8,14,6,17,3,20,0,20,0,15,5,13,7,14,6,15,5,15,5
little_char_778.png,a,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1,4,11,14,1,15,0,15,0,12,3,3,12,11,4,15,0,15,0,15,0,15,0,9,6,15,0,15,0
little_char_1505.png,v,3,1,4,0,4,0,4,0,4,0,2,2,2,2,4,0,4,0,3,1,3,1,2,2,4,0,4,0,0,4,4,0,0,4,4,0,2,2,2,2,4,0,2,2,4,0,0,4,4,0
little_char_744.png,,15,0,13,2,10,5,10,5,10,5,15,0,15,0,15,0,15,0,15,0,14,1,11,4,15,0,15,0,15,0,4,11,8,7,15,0,15,0,14,1,7,8,15,0,15,0,15,0,13,2
little_char_1539.png,,10,5,10,5,10,5,10,5,10,5,15,0,13,2,11,4,15,0,15,0,15,0,9,6,7,8,15,0,15,0,15,0,14,1,6,9,15,0,15,0,15,0,12,3,8,7,15,0,15,0
little_char_988.png,b,4,0,3,1,4,0,4,0,4,0,4,0,0,4,4,0,4,0,4,0,4,0,0,4,4,0,4,0,4,0,4,0,2,2,4,0,4,0,4,0,2,2,1,3,0,4,0,4,3,1
little_char_977.png,u,4,0,2,2,4,0,4,0,4,0,3,1,1,3,4,0,4,0,2,2,3,1,1,3,4,0,4,0,1,3,4,0,1,3,2,2,2,2,0,4,4,0,4,0,2,2,2,2,4,0
little_char_787.png,,4,0,4,0,3,1,2,2,3,1,4,0,1,3,1,3,2,2,3,1,2,2,2,2,4,0,4,0,4,0,3,1,0,4,2,2,2,2,2,2,4,0,4,0,2,2,2,2,2,2
little_char_1288.png,,4,2,5,1,6,0,6,0,6,0,3,3,3,3,5,1,0,6,6,0,6,0,4,2,4,2,2,4,5,1,4,2,3,3,6,0,3,3,3,3,6,0,3,3,3,3,2,4,4,2
little_char_1075.png,,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2,12,3,15,0,15,0,13,2,7,8,12,3,15,0,15,0,9,6,15,0,15,0,15,0
little_char_1713.png,k,4,0,3,1,4,0,3,1,2,2,4,0,2,2,4,0,1,3,1,3,4,0,0,4,1,3,3,1,4,0,4,0,2,2,1,3,4,0,4,0,3,1,1,3,1,3,2,2,4,0
little_char_1707.png,,2,0,2,0,2,0,1,1,1,1,2,0,1,1,0,2,1,1,1,1,2,0,0,2,0,2,1,1,0,2,2,0,2,0,1,1,0,2,0,2,2,0,2,0,2,0,0,2,0,2
little_char_208.png,,6,0,6,0,6,0,4,2,4,2,6,0,6,0,6,0,3,3,3,3,5,1,3,3,4,2,2,4,3,3,4,2,2,4,4,2,3,3,1,5,6,0,5,1,3,3,3,3,6,0
little_char_1061.png,,3,0,3,0,3,0,3,0,3,0,2,1,2,1,1,2,3,0,3,0,2,1,2,1,1,2,3,0,2,1,1,2,3,0,1,2,3,0,1,2,1,2,2,1,0,3,3,0,1,2
little_char_1049.png,,4,0,4,0,4,0,3,1,4,0,4,0,3,1,0,4,1,3,2,2,4,0,1,3,1,3,0,4,3,1,4,0,0,4,2,2,3,1,4,0,2,2,2,2,4,0,4,0,4,0
little_char_552.png,,4,0,4,0,4,0,4,0,4,0,3,1,0,4,4,0,4,0,1,3,4,0,1,3,2,2,0,4,3,1,4,0,2,2,0,4,3,1,4,0,4,0,3,1,1,3,4,0,4,0
little_char_234.png,,3,1,3,1,3,1,3,1,4,0,2,2,1,3,2,2,1,3,4,0,4,0,1,3,1,3,0,4,4,0,4,0,4,0,4,0,1,3,2,2,4,0,1,3,3,1,3,1,2,2
little_char_585.png,b,13,2,10,5,9,6,10,5,10,5,15,0,13,2,12,3,15,0,15,0,15,0,12,3,12,3,15,0,15,0,15,0,10,5,7,8,11,4,15,0,15,0,14,1,6,9,13,2,15,0
little_char_591.png,,15,0,15,0,13,2,10,5,10,5,15,0,11,4,15,0,15,0,15,0,15,0,9,6,9,6,15,0,15,0,15,0,5,10,11,4,15,0,15,0,15,0,13,2,12,3,15,0,15,0
little_char_1101.png,b,4,0,2,2,4,0,4,0,4,0,4,0,0,4,4,0,4,0,4,0,4,0,0,4,4,0,4,0,4,0,4,0,0,4,2,2,1,3,4,0,4,0,1,3,3,1,1,3,3,1
little_char_1673.png,,1,1,1,1,2,0,2,0,1,1,0,2,0,2,2,0,2,0,1,1,2,0,1,1,1,1,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,2,0,2,0
little_char_1115.png,,4,0,3,1,3,1,4,0,4,0,4,0,2,2,4,0,4,0,4,0,4,0,1,3,0,4,0,4,1,3,3,1,0,4,3,1,4,0,0,4,2,2,1,3,4,0,4,0,0,4
little_char_354.png,,3,0,2,1,1,2,1,2,1,2,3,0,0,3,0,3,2,1,2,1,3,0,3,0,2,1,3,0,0,3,3,0,3,0,3,0,3,0,0,3,3,0,3,0,3,0,3,0,1,2
little_char_432.png,m,6,0,4,2,5,1,5,1,6,0,3,3,2,4,1,5,2,4,3,3,2,4,6,0,0,6,5,1,2,4,2,4,6,0,2,4,6,0,2,4,6,0,6,0,4,2,6,0,5,1
little_char_426.png,j,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,1,1,2,0,2,0,2,0,2,0,1,1,0,2,1,1
little_char_1129.png,,4,0,4,0,2,2,2,2,3,1,4,0,4,0,1,3,2,2,2,2,4,0,4,0,4,0,0,4,3,1,3,1,0,4,0,4,0,4,0,4,4,0,2,2,1,3,4,0,4,0
little_char_340.png,,4,0,4,0,4,0,3,1,3,1,3,1,2,2,4,0,2,2,2,2,3,1,0,4,4,0,0,4,0,4,4,0,2,2,0,4,1,3,0,4,4,0,4,0,4,0,4,0,2,2
little_char_397.png,u,4,0,4,0,4,0,3,1,3,1,3,1,0,4,4,0,2,2,2,2,2,2,1,3,4,0,2,2,2,2,2,2,2,2,4,0,1,3,2,2,4,0,1,3,0,4,1,3,4,0
little_char_383.png,d,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1,2,0
little_char_1465.png,,6,0,4,2,4,2,5,1,3,3,6,0,5,1,3,3,2,4,0,6,6,0,6,0,6,0,6,0,6,0,3,3,2,4,6,0,6,0,6,0,5,1,3,3,2,4,4,2,3,3
little_char_1303.png,,13,2,13,2,10,5,10,5,10,5,13,2,15,0,15,0,15,0,15,0,15,0,15,0,11,4,15,0,15,0,15,0,15,0,11,4,15,0,15,0,15,0,12,3,12,3,15,0,15,0
little_char_1459.png,n,2,0,2,0,2,0,2,0,1,1,2,0,1,1,0,2,1,1,1,1,2,0,0,2,0,2,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
